method,assay,round,bin,MCC
dnn,NR-ER,19,0.6,0.30103508085700686
dnn,NR-ER,19,1,0.4038976219520005
dnn,NR-ER-LBD,0,0.4,0.11617964253343449
dnn,NR-ER-LBD,0,0.6,0.5886341843010264
dnn,NR-ER-LBD,0,1,0.7342568460679949
dnn,NR-ER-LBD,1,0.4,0.24741496228502463
dnn,NR-ER-LBD,1,0.6,0.6130054947969468
dnn,NR-ER-LBD,1,1,0.47194380307115913
dnn,NR-ER-LBD,2,0.4,0.3265562509945914
dnn,NR-ER-LBD,2,0.6,0.6673468327502462
dnn,NR-ER-LBD,2,1,0.6882761676352083
dnn,NR-ER-LBD,3,0.4,0.2797150239147463
dnn,NR-ER-LBD,3,0.6,0.645976643705797
dnn,NR-ER-LBD,3,1,0.7940433768819031
dnn,NR-ER-LBD,4,0.4,0.09328022314382807
dnn,NR-ER-LBD,4,0.6,0.6318369983084228
dnn,NR-ER-LBD,4,1,0.7497595162100972
dnn,NR-ER-LBD,5,0.4,0.22332481713546248
dnn,NR-ER-LBD,5,0.6,0.6782679738562092
dnn,NR-ER-LBD,5,1,0.7114832535885167
dnn,NR-ER-LBD,6,0.4,0.3265562509945914
dnn,NR-ER-LBD,6,0.6,0.6627048479143015
dnn,NR-ER-LBD,6,1,0.6882761676352083
dnn,NR-ER-LBD,7,0.4,0.19740839295165918
dnn,NR-ER-LBD,7,0.6,0.6525860428087094
dnn,NR-ER-LBD,7,1,0.615311004784689
dnn,NR-ER-LBD,8,0.4,0.1574583111231347
dnn,NR-ER-LBD,8,0.6,0.6789477926146472
dnn,NR-ER-LBD,8,1,0.7342568460679949
dnn,NR-ER-LBD,9,0.4,0.3265562509945914
dnn,NR-ER-LBD,9,0.6,0.6418368462550025
dnn,NR-ER-LBD,9,1,0.7342568460679949
dnn,NR-ER-LBD,10,0.4,0.18900527456264388
dnn,NR-ER-LBD,10,0.6,0.6659943533065528
dnn,NR-ER-LBD,10,1,0.7342568460679949
dnn,NR-ER-LBD,11,0.4,0.2797150239147463
dnn,NR-ER-LBD,11,0.6,0.704741722605006
dnn,NR-ER-LBD,11,1,0.67794067169657
dnn,NR-ER-LBD,12,0.4,0.19740839295165918
dnn,NR-ER-LBD,12,0.6,0.672825103019887
dnn,NR-ER-LBD,12,1,0.7114832535885167
dnn,NR-ER-LBD,13,0.4,0.22332481713546248
dnn,NR-ER-LBD,13,0.6,0.7069912571874217
dnn,NR-ER-LBD,13,1,0.7497595162100972
dnn,NR-ER-LBD,14,0.4,0.1574583111231347
dnn,NR-ER-LBD,14,0.6,0.6418368462550025
dnn,NR-ER-LBD,14,1,0.7342568460679949
dnn,NR-ER-LBD,15,0.4,0.19740839295165918
dnn,NR-ER-LBD,15,0.6,0.6418368462550025
dnn,NR-ER-LBD,15,1,0.6701482902274062
dnn,NR-ER-LBD,16,0.4,0.19740839295165918
dnn,NR-ER-LBD,16,0.6,0.6797164359284761
dnn,NR-ER-LBD,16,1,0.6223647868870495
dnn,NR-ER-LBD,17,0.4,0.22332481713546248
dnn,NR-ER-LBD,17,0.6,0.6627048479143015
dnn,NR-ER-LBD,17,1,0.58561948266472
dnn,NR-ER-LBD,18,0.4,0.2797150239147463
dnn,NR-ER-LBD,18,0.6,0.672825103019887
dnn,NR-ER-LBD,18,1,0.6701482902274062
dnn,NR-ER-LBD,19,0.4,0.2797150239147463
dnn,NR-ER-LBD,19,0.6,0.6536735713468713
dnn,NR-ER-LBD,19,1,0.6491576051565394
dnn,NR-PPAR-gamma,0,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,0,0.6,0.4157879471113422
dnn,NR-PPAR-gamma,0,1,0.7051721488848248
dnn,NR-PPAR-gamma,1,0.4,0.15737096193074918
dnn,NR-PPAR-gamma,1,0.6,0.2872177689621112
dnn,NR-PPAR-gamma,1,1,0.7051721488848248
dnn,NR-PPAR-gamma,2,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,2,0.6,0.4157879471113422
dnn,NR-PPAR-gamma,2,1,0.7051721488848248
dnn,NR-PPAR-gamma,3,0.4,0.1233548179190051
dnn,NR-PPAR-gamma,3,0.6,0.317113631499258
dnn,NR-PPAR-gamma,3,1,0.7051721488848248
dnn,NR-PPAR-gamma,4,0.4,0.1233548179190051
dnn,NR-PPAR-gamma,4,0.6,0.4273377358081047
dnn,NR-PPAR-gamma,4,1,1.0
dnn,NR-PPAR-gamma,5,0.4,0.3036358045451159
dnn,NR-PPAR-gamma,5,0.6,0.31134293906330435
dnn,NR-PPAR-gamma,5,1,1.0
dnn,NR-PPAR-gamma,6,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,6,0.6,0.4157879471113422
dnn,NR-PPAR-gamma,6,1,0.7051721488848248
dnn,NR-PPAR-gamma,7,0.4,0.1233548179190051
dnn,NR-PPAR-gamma,7,0.6,0.357103573821454
dnn,NR-PPAR-gamma,7,1,1.0
dnn,NR-PPAR-gamma,8,0.4,0.1233548179190051
dnn,NR-PPAR-gamma,8,0.6,0.4273377358081047
dnn,NR-PPAR-gamma,8,1,0.7051721488848248
dnn,NR-PPAR-gamma,9,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,9,0.6,0.357103573821454
dnn,NR-PPAR-gamma,9,1,1.0
dnn,NR-PPAR-gamma,10,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,10,0.6,0.317113631499258
dnn,NR-PPAR-gamma,10,1,0.7051721488848248
dnn,NR-PPAR-gamma,11,0.4,0.15737096193074918
dnn,NR-PPAR-gamma,11,0.6,0.2341707204385523
dnn,NR-PPAR-gamma,11,1,0.7051721488848248
dnn,NR-PPAR-gamma,12,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,12,0.6,0.3879115682278742
dnn,NR-PPAR-gamma,12,1,0.7051721488848248
dnn,NR-PPAR-gamma,13,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,13,0.6,0.357315292602205
dnn,NR-PPAR-gamma,13,1,0.7051721488848248
dnn,NR-PPAR-gamma,14,0.4,0.15737096193074918
dnn,NR-PPAR-gamma,14,0.6,0.317113631499258
dnn,NR-PPAR-gamma,14,1,0.7051721488848248
dnn,NR-PPAR-gamma,15,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,15,0.6,0.27369622037843544
dnn,NR-PPAR-gamma,15,1,0.7051721488848248
dnn,NR-PPAR-gamma,16,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,16,0.6,0.3879115682278742
dnn,NR-PPAR-gamma,16,1,0.7051721488848248
dnn,NR-PPAR-gamma,17,0.4,0.15737096193074918
dnn,NR-PPAR-gamma,17,0.6,0.3879115682278742
dnn,NR-PPAR-gamma,17,1,0.7051721488848248
dnn,NR-PPAR-gamma,18,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,18,0.6,0.4157879471113422
dnn,NR-PPAR-gamma,18,1,0.7051721488848248
dnn,NR-PPAR-gamma,19,0.4,0.23143693898687326
dnn,NR-PPAR-gamma,19,0.6,0.33924298386293933
dnn,NR-PPAR-gamma,19,1,0.7051721488848248
dnn,SR-ARE,0,0.4,0.32602284148490857
dnn,SR-ARE,0,0.6,0.4542347726899976
dnn,SR-ARE,0,1,0.5602649006622517
dnn,SR-ARE,1,0.4,0.3301736549792288
dnn,SR-ARE,1,0.6,0.4598496701350106
dnn,SR-ARE,1,1,0.5378458382244528
dnn,SR-ARE,2,0.4,0.34624029150754504
dnn,SR-ARE,2,0.6,0.39507586491673063
dnn,SR-ARE,2,1,0.5073397183527871
dnn,SR-ARE,3,0.4,0.3373676189575645
dnn,SR-ARE,3,0.6,0.45807075418483667
dnn,SR-ARE,3,1,0.5092392719474266
dnn,SR-ARE,4,0.4,0.2515341978290258
dnn,SR-ARE,4,0.6,0.42803030303030304
dnn,SR-ARE,4,1,0.5865764544935823
dnn,SR-ARE,5,0.4,0.27528322741816114
dnn,SR-ARE,5,0.6,0.426096180905756
dnn,SR-ARE,5,1,0.6126791027765911
dnn,SR-ARE,6,0.4,0.2787651250793056
dnn,SR-ARE,6,0.6,0.4751833237825221
dnn,SR-ARE,6,1,0.6604623831160721
dnn,SR-ARE,7,0.4,0.3239791938105004
dnn,SR-ARE,7,0.6,0.4430821371610845
dnn,SR-ARE,7,1,0.6335540838852097
dnn,SR-ARE,8,0.4,0.3103574631187285
dnn,SR-ARE,8,0.6,0.4698787746220738
dnn,SR-ARE,8,1,0.4812801693083739
dnn,SR-ARE,9,0.4,0.25918164488347245
dnn,SR-ARE,9,0.6,0.4412824204390479
dnn,SR-ARE,9,1,0.3988458450136225
dnn,SR-ARE,10,0.4,0.28651823147432437
dnn,SR-ARE,10,0.6,0.49399262274004363
dnn,SR-ARE,10,1,0.5383740397417011
dnn,SR-ARE,11,0.4,0.23429237352136328
dnn,SR-ARE,11,0.6,0.5123972876681336
dnn,SR-ARE,11,1,0.5658659826058954
dnn,SR-ARE,12,0.4,0.2968257485586348
dnn,SR-ARE,12,0.6,0.4556975542487436
dnn,SR-ARE,12,1,0.4799836027002173
dnn,SR-ARE,13,0.4,0.26374908259655194
dnn,SR-ARE,13,0.6,0.4408227827177883
dnn,SR-ARE,13,1,0.6090439316417248
dnn,SR-ARE,14,0.4,0.2862740547882973
dnn,SR-ARE,14,0.6,0.44215873977737485
dnn,SR-ARE,14,1,0.561121360386812
dnn,SR-ARE,15,0.4,0.3238599565674343
dnn,SR-ARE,15,0.6,0.41187197871558373
dnn,SR-ARE,15,1,0.5121468815819028
dnn,SR-ARE,16,0.4,0.28546127945898514
dnn,SR-ARE,16,0.6,0.4247481963367274
dnn,SR-ARE,16,1,0.5848508275317493
dnn,SR-ARE,17,0.4,0.3115948804783452
dnn,SR-ARE,17,0.6,0.45131792849350516
dnn,SR-ARE,17,1,0.5337998103164276
dnn,SR-ARE,18,0.4,0.32602284148490857
dnn,SR-ARE,18,0.6,0.4085215658195632
dnn,SR-ARE,18,1,0.5172727595142694
dnn,SR-ARE,19,0.4,0.3535106310788476
dnn,SR-ARE,19,0.6,0.4412824204390479
dnn,SR-ARE,19,1,0.6902177600296263
dnn,SR-ATAD5,0,0.4,0.16086965346337634
dnn,SR-ATAD5,0,0.6,0.471069821575019
dnn,SR-ATAD5,0,1,0.0
dnn,SR-ATAD5,1,0.4,0.13097081046016532
dnn,SR-ATAD5,1,0.6,0.32534398052551655
dnn,SR-ATAD5,1,1,0.0
dnn,SR-ATAD5,2,0.4,0.16086965346337634
dnn,SR-ATAD5,2,0.6,0.34325486150994555
dnn,SR-ATAD5,2,1,0.0
dnn,SR-ATAD5,3,0.4,0.17065079975952835
dnn,SR-ATAD5,3,0.6,0.3067405197716302
dnn,SR-ATAD5,3,1,0.0
dnn,SR-ATAD5,4,0.4,0.027427700856458365
dnn,SR-ATAD5,4,0.6,0.4405905901689148
dnn,SR-ATAD5,4,1,0.0
dnn,SR-ATAD5,5,0.4,0.2094044662698325
dnn,SR-ATAD5,5,0.6,0.34633532428967606
dnn,SR-ATAD5,5,1,0.0
dnn,SR-ATAD5,6,0.4,0.1742086065362624
dnn,SR-ATAD5,6,0.6,0.31115788230013647
dnn,SR-ATAD5,6,1,0.0
dnn,SR-ATAD5,7,0.4,0.210394768595111
dnn,SR-ATAD5,7,0.6,0.353663739211794
dnn,SR-ATAD5,7,1,0.0
dnn,SR-ATAD5,8,0.4,0.16086965346337634
dnn,SR-ATAD5,8,0.6,0.3662605395329848
dnn,SR-ATAD5,8,1,0.0
dnn,SR-ATAD5,9,0.4,0.14940574601556011
dnn,SR-ATAD5,9,0.6,0.3218965868571585
dnn,SR-ATAD5,9,1,0.0
dnn,SR-ATAD5,10,0.4,0.14805734567528978
dnn,SR-ATAD5,10,0.6,0.2626120372839711
dnn,SR-ATAD5,10,1,0.0
dnn,SR-ATAD5,11,0.4,0.210394768595111
dnn,SR-ATAD5,11,0.6,0.3115922887221547
dnn,SR-ATAD5,11,1,0.0
dnn,SR-ATAD5,12,0.4,0.2250956438991334
dnn,SR-ATAD5,12,0.6,0.31115788230013647
dnn,SR-ATAD5,12,1,0.0
dnn,SR-ATAD5,13,0.4,0.11737218728339605
dnn,SR-ATAD5,13,0.6,0.30123186640631633
dnn,SR-ATAD5,13,1,0.40126235527624127
dnn,SR-ATAD5,14,0.4,0.1512926052535105
dnn,SR-ATAD5,14,0.6,0.4593639215132343
dnn,SR-ATAD5,14,1,-0.006881838191787123
dnn,SR-ATAD5,15,0.4,0.19005743134726175
dnn,SR-ATAD5,15,0.6,0.40054726888447556
dnn,SR-ATAD5,15,1,0.0
dnn,SR-ATAD5,16,0.4,0.1742086065362624
dnn,SR-ATAD5,16,0.6,0.3934983500079609
dnn,SR-ATAD5,16,1,0.0
dnn,SR-ATAD5,17,0.4,0.13097081046016532
dnn,SR-ATAD5,17,0.6,0.3335717256323455
dnn,SR-ATAD5,17,1,0.0
dnn,SR-ATAD5,18,0.4,0.16711798286852061
dnn,SR-ATAD5,18,0.6,0.3792690516138381
dnn,SR-ATAD5,18,1,0.0
dnn,SR-ATAD5,19,0.4,0.14940574601556011
dnn,SR-ATAD5,19,0.6,0.40916091714618347
dnn,SR-ATAD5,19,1,0.0
dnn,SR-HSE,0,0.4,0.2926334722255349
dnn,SR-HSE,0,0.6,0.43906989462228535
dnn,SR-HSE,0,1,0.3038204234662373
dnn,SR-HSE,1,0.4,0.23664526591419935
dnn,SR-HSE,1,0.6,0.41340451177162024
dnn,SR-HSE,1,1,0.3038204234662373
dnn,SR-HSE,2,0.4,0.2701600639241219
dnn,SR-HSE,2,0.6,0.45174962321417333
dnn,SR-HSE,2,1,0.17560975609756097
dnn,SR-HSE,3,0.4,0.17519183065734795
dnn,SR-HSE,3,0.6,0.479512017985809
dnn,SR-HSE,3,1,0.4418575508442684
dnn,SR-HSE,4,0.4,0.11730516917636843
dnn,SR-HSE,4,0.6,0.41340451177162024
dnn,SR-HSE,4,1,0.24099005636767834
dnn,SR-HSE,5,0.4,0.2118756862822862
dnn,SR-HSE,5,0.6,0.34579753273498415
dnn,SR-HSE,5,1,0.4418575508442684
dnn,SR-HSE,6,0.4,0.2995322219228825
dnn,SR-HSE,6,0.6,0.46670903780053835
dnn,SR-HSE,6,1,0.3038204234662373
dnn,SR-HSE,7,0.4,0.22192119070944263
dnn,SR-HSE,7,0.6,0.5445312452217188
dnn,SR-HSE,7,1,0.2696369761660837
