,XGB_AUC,XGB_MCC,XGB-ghost_MCC,XGB-FN_AUC,XGB-FN_MCC,XGB-FN-ghost_AUC,XGB-FN-ghost_MCC,DNN-MT_AUC,DNN-MT_MCC,DNN-MT-ghost_MCC,Macau_AUC,Macau_MCC,Macau-ghost_MCC
APR_HepG2_StressKinase_24h_up,0.6006493506493507,0.0,0.08697356239478526,0.9495798319327732,0.3327586472218962,0.9591291061879297,0.5128243172357916,0.8550420168067228,0.0,0.3105865045907819,0.9484339190221543,0.34418950629193334,0.5443485956878464
APR_HepG2_StressKinase_72h_up,0.6654166666666667,0.07142857142857142,0.12598815766974242,0.9005555555555556,0.38978972143455365,0.8861111111111111,0.4166666666666667,0.8184722222222222,0.0,0.30246429052072016,0.8927777777777779,0.49644580772409297,0.3407363937332399
APR_HepG2_p53Act_24h_up,0.6571049577184547,0.03416984959824014,0.07555179286760497,0.9709832531918422,0.724873964564888,0.9607030343226661,0.7416809653652525,0.7967169623611342,0.28668394179146844,0.41169785087533045,0.9739678328635384,0.7487646381126826,0.795478573183164
APR_HepG2_p53Act_72h_up,0.637421875,0.14237369936287486,0.16430459699139527,0.9409375,0.6682922888477267,0.91578125,0.6585527740981746,0.765390625,0.2738049460812574,0.39460035943377464,0.93203125,0.5660026527996053,0.6161541187838778
APR_Hepat_CellLoss_24hr_dn,0.6159554730983302,0.0961583755953976,0.19382872151427663,0.8627087198515769,0.19428835868212715,0.888682745825603,0.4667824823784621,0.9257884972170687,0.44770795696316257,0.5238095238095238,0.9573283858998145,0.7659920289562161,0.5418150784888374
APR_Hepat_DNADamage_24hr_up,0.5992578849721707,0.12921914767618442,0.22077922077922077,0.8645640074211502,0.4986818083203178,0.8293135435992579,0.3961038961038961,0.9165120593692022,0.5744177561036803,0.5553797398046051,0.9499072356215212,0.7011275552441979,0.5802884574739972
APR_Hepat_DNADamage_48hr_up,0.738404452690167,0.12921914767618442,0.13483997249264842,0.8441558441558441,0.44341372912801486,0.87569573283859,0.6551639436335657,0.8534322820037106,0.2727959784275004,0.533317095621176,0.8812615955473098,0.4815713303308872,0.443934342165113
APR_Hepat_DNATexture_24hr_up,0.6232638888888888,0.2603778219616477,0.07787611974767476,0.782986111111111,0.37340802240746923,0.7465277777777778,0.3580447216860943,0.717013888888889,0.3374631855732573,0.3333333333333333,0.732638888888889,0.37340802240746923,0.2004459314343183
APR_Hepat_DNATexture_48hr_up,0.6530612244897959,0.08893471678278102,0.19428835868212715,0.9777365491651205,0.828302688169126,0.9647495361781077,0.6883116883116883,0.9165120593692022,0.4986818083203178,0.5786876586795141,0.953617810760668,0.6660482374768089,0.560611910581388
APR_Hepat_MitoFxnI_1hr_dn,0.7328385899814471,0.39139972538375617,0.22077922077922077,0.8107606679035251,0.4815713303308872,0.8608534322820037,0.5623693388382154,0.7736549165120594,0.1519708244023033,0.4182213306164359,0.8256029684601114,0.36450733074534436,0.4237627068876458
ATG_AP_1_CIS_dn,0.5545159796201945,0.23953661479115812,0.025186120782192956,0.9556276053728578,0.42694190609850063,0.9480314960629922,0.501695107620473,0.7582213987957387,0.0,0.22578846157917698,0.8764242704955998,0.23953661479115812,0.4063081849774398
ATG_AP_1_CIS_up,0.7162243428444824,0.18724714445857527,0.24289649335636684,0.9286584690373324,0.6095522874001461,0.9134184747345265,0.615723146172294,0.8335153270347687,0.24212337812672957,0.40553293747240843,0.9249869439301144,0.5568278937414576,0.609431066489311
ATG_AP_2_CIS_dn,0.678669168816952,0.04851812809803016,0.1671431100392447,0.9244272421612323,0.337053202926334,0.9135585268590195,0.44669535147494677,0.8836500117288293,0.0,0.40060463321411305,0.9363906482133082,0.29306793853642593,0.4909092349215311
ATG_Ahr_CIS_dn,0.5791712504583792,0.0,0.023768015033642783,0.7493215988265493,0.22704582601200848,0.7210487715438211,0.21307980449465375,0.6321965529886322,0.0,0.07121371799674775,0.7153648698203153,0.0,0.1484561807717736
ATG_Ahr_CIS_up,0.7985034296404074,0.33097663463380705,0.3344900780442147,0.8445229681978799,0.3851335675732389,0.8541259613385991,0.4703158218626488,0.8014757846601538,0.1939806989987153,0.32006287056469623,0.8429848264394098,0.40912313004292944,0.45647415853658724
ATG_BRE_CIS_dn,0.6758127546354036,0.0,0.11988414655683671,0.8603974390953687,0.2262218555236554,0.843269310717552,0.08929751989698162,0.7565893406502037,0.0,0.1305961582941697,0.8108422715556665,0.0,0.17216767527007826
ATG_BRE_CIS_up,0.769434042754894,0.22205979883808888,0.2996427992658445,0.9459638811205384,0.5260004707537247,0.9460349812769588,0.5802221936178931,0.8641868512110726,0.28291437807218095,0.4077190593573822,0.9443048774707303,0.46152778486628365,0.5738558960102907
ATG_CAR_TRANS_dn,0.6145473574045003,0.0,0.18016106913616292,0.8489795918367348,0.0,0.8282574568288854,0.26167932086360496,0.8122448979591838,0.0,0.20551402659853943,0.8825745682888541,0.0,0.3135782764648772
ATG_CMV_CIS_dn,0.6905185185185185,0.2668802563418119,0.13360440828463982,0.9711407407407407,0.46631535627961623,0.9595259259259259,0.5939893653078694,0.7736,0.0,0.24050007379848248,0.9726222222222223,0.46631535627961623,0.4332114162248509
ATG_CMV_CIS_up,0.7608145822431537,0.12712982870459383,0.28151083228504736,0.8959183673469387,0.4275085013811909,0.8806035234606662,0.5211586465191084,0.808974358974359,0.09967290481146758,0.33991526288481877,0.8893772893772893,0.40739889341578817,0.5603090845040937
ATG_CRE_CIS_dn,0.7268880208333334,0.0,0.11205588376751688,0.9140624999999999,0.28622586049406123,0.8583333333333334,0.4648113828242884,0.7796223958333334,0.0,0.16804742985797255,0.947265625,0.0,0.294523686365957
ATG_CRE_CIS_up,0.7308381891528463,0.18540804073979222,0.2287290446409691,0.9593729767418696,0.6779188620068153,0.9554011653966832,0.6427910578547923,0.8561930375018677,0.07123139432720514,0.3880436631770171,0.9561482145525176,0.6213583648749909,0.6144076214566467
ATG_C_EBP_CIS_dn,0.6425904088050314,0.0,0.06308127534239277,0.942118710691824,-0.006216428447979739,0.9541077044025158,0.3682367717450167,0.902810534591195,0.0,0.28758990435410897,0.9498820754716981,0.0,0.30382042641544826
ATG_C_EBP_CIS_up,0.6309003804424405,-0.018980322356132492,0.09745439669435556,0.9129561786670425,0.4693097085172564,0.9209525151472453,0.49081152485271135,0.8202409468789629,0.0,0.2725537138246595,0.9167606030717204,0.4318546076524855,0.43844211551489787
ATG_DR4_LXR_CIS_dn,0.7621250613470365,0.27237668071441545,0.3037054281794334,0.9344380611449522,0.6762925143560478,0.9449464476457173,0.6982576400462883,0.8842056641358007,0.38106998704876566,0.5172292925591588,0.9432864690089207,0.6336503709575063,0.6683107289093989
ATG_DR4_LXR_CIS_up,0.7021788852774767,0.0,0.10501450352577915,0.9223546406644998,0.3145469254529974,0.9358372456964006,0.35733219988050263,0.5885397857228843,0.0,0.10535853083042374,0.866738894907909,0.0,0.26950939235139104
ATG_DR5_CIS_dn,0.5971554487179488,0.18502175022935238,-0.0199849314149198,0.8025412087912088,0.19815839681983044,0.7533195970695971,0.22957969748537846,0.5992731227106226,0.0,0.05764090305190672,0.8083791208791209,0.26186146828319085,0.2819620220552311
ATG_DR5_CIS_up,0.744222027493291,0.2526742586375502,0.2913973957457811,0.9169724519415083,0.43453947790819436,0.9095240703214853,0.492877336403949,0.8316309765047374,0.0,0.31310550258939784,0.9152746590722385,0.4736887267969875,0.4773920821912371
ATG_E2F_CIS_dn,0.5857090194150898,-0.007987465826631795,0.03411894572677911,0.8526665028262472,0.21778785313888013,0.8374907839764071,0.09502734161560891,0.7321823543868272,0.0,0.149773941089499,0.8852297861882528,0.0,0.27673768655453146
ATG_EGR_CIS_up,0.7398861141091966,0.2305378048865974,0.20734456516858885,0.9757341173843462,0.7537501200597049,0.9666716290148498,0.7437789262720264,0.8624064907514236,0.33412091192012905,0.4178982024282148,0.9819866760951282,0.7961527560793528,0.7653370903266269
ATG_ERE_CIS_dn,0.5761065573770492,0.0,0.13597882586566454,0.8609426229508197,0.38701215594143185,0.8347131147540984,0.4186409184543909,0.7160245901639344,0.0,0.14702445778122536,0.9120901639344262,0.35315783057863276,0.444595569559466
ATG_ERE_CIS_up,0.6951133669235329,0.20437198074968432,0.24631974845637727,0.8340619442797865,0.5639041946973795,0.8269487255483106,0.4893398809806953,0.6888893005334914,0.10605148543203581,0.26573320596418903,0.814611736810907,0.5384220709007526,0.4677134700076029
ATG_ERa_TRANS_up,0.7914668828224819,0.387099679543989,0.37082502421383584,0.9018918213417232,0.6157905919194048,0.9167983293720033,0.6271204159725701,0.7536579334221771,0.13423960273160504,0.36450141069069736,0.8918076030060313,0.620806879678722,0.5845128064829036
ATG_E_Box_CIS_dn,0.7397959183673469,0.2282278886202208,0.2207893735097865,0.9206619155598748,0.5195951213851787,0.9190962099125364,0.530724743334754,0.8512309685779073,0.0,0.36443722563548586,0.8893478026131088,0.4062293802870689,0.42840279228366257
ATG_E_Box_CIS_up,0.7278891509433962,0.0,0.20969303508490575,0.8698899371069182,0.24710303080719462,0.8548545597484278,0.4644268259027694,0.7224842767295597,0.0,0.11523678373468516,0.9105738993710691,0.0,0.2211760644505895
ATG_Ets_CIS_dn,0.6668847188995215,0.07205136950222063,0.1227683426167704,0.9335750598086126,0.5271303284099114,0.9148848684210527,0.5443556034952314,0.8310780502392345,0.0,0.3060767964904808,0.9471067583732058,0.5194486823156309,0.43956187087533005
ATG_FXR_TRANS_up,0.7651898734177215,0.1193342736356166,0.1721086144474627,0.9196993670886077,0.1691555615478261,0.9257120253164557,0.2804583469323015,0.8487341772151898,0.0,0.26259436934766417,0.938370253164557,0.0,0.2974786883199596
ATG_FoxA2_CIS_dn,0.5267846394606959,0.0,0.012437571352340955,0.9371614301191766,-0.005590243853712092,0.8885277476826774,0.23689197107226706,0.792223426026243,0.0,0.19292365646554543,0.9295774647887324,0.27478198634784823,0.3098777120241234
ATG_FoxA2_CIS_up,0.5209919390953873,-0.005805814881025464,-0.001242843800894024,0.8469547693685625,0.0,0.8499776085982983,0.12386665335840871,0.7650582176444245,0.0,0.061533504045051896,0.8038513210927004,0.0,0.17874711412268368
ATG_FoxO_CIS_dn,0.6899445564516129,0.17251638983558856,0.06988320728916292,0.8779737903225807,0.4442689917110666,0.8656754032258064,0.40846774193548385,0.8181703629032259,0.0,0.2650326042588453,0.8946068548387097,0.3207761391932481,0.4119280322477025
ATG_FoxO_CIS_up,0.5620479364629131,0.0,-0.01940532882507801,0.7847113884555382,-0.005134247892794551,0.740887817330875,0.16706378475264874,0.7457098283931357,0.0,0.05054068599673895,0.8631399801446603,0.0,0.25189393952161476
ATG_GAL4_TRANS_dn,0.5335604770017036,0.0,-0.022797708489508167,0.7509369676320273,0.17597084748149094,0.8144236229415105,0.2606481664232141,0.7738784781374219,0.0,0.19593460889558587,0.8282793867120954,0.0,0.2873943475250279
ATG_GATA_CIS_dn,0.5049430231680628,0.0,0.07693441128828035,0.8646894573994415,0.244323071096782,0.8629537393404272,0.29817614451233315,0.7504339295147535,0.0,0.212049660034764,0.8609916232737151,0.0,0.2927831868804575
ATG_GLI_CIS_up,0.6771228545618789,0.0,0.11768551002296725,0.940063233965673,0.5644277999381045,0.9321138211382114,0.5238316710680909,0.8900858175248418,0.0,0.33655253117976497,0.9416440831074977,0.47708924193560986,0.540746132901755
ATG_GRE_CIS_dn,0.6359938008523828,0.0952626042232601,0.12885984513779158,0.9011457353185365,0.21294762130884107,0.8767919411080977,0.43195571669429483,0.8094038855371671,0.0,0.23820030310740334,0.9170864006199149,0.25710075020498907,0.33643771333325173
ATG_GRE_CIS_up,0.6825982130194298,0.5345499767134476,0.31336435124061496,0.9590129059707843,0.5997567782372504,0.9373138561906112,0.48624853368325877,0.8866827400368742,0.0,0.3278862144253472,0.9604311445185081,0.29918662720739153,0.3635104353589964
ATG_GR_TRANS_up,0.7110338959012905,0.5190042941507973,0.4072764886002518,0.9358956176428876,0.5997567782372504,0.9021415402070628,0.5641341672930259,0.8498794497234435,0.29918662720739153,0.36352413862212557,0.904127074173876,0.4234391329349465,0.3779052952505128
ATG_HIF1a_CIS_dn,0.6312260536398469,-0.010300524052492094,0.15172693321524952,0.6658065525060599,-0.010300524052492094,0.6268277425912894,0.16804354273877634,0.6681327703495191,0.0,0.1389572293835578,0.6909062475564939,0.0,0.1287565506561512
ATG_HIF1a_CIS_up,0.736411476355248,0.06770669584517208,0.23406368517029127,0.9135188389081123,0.5097955248736171,0.907415417147251,0.5792384983201133,0.8581314878892734,0.0,0.3524401746494439,0.9064302191464821,0.3896212565763406,0.5065907419766603
ATG_HNF6_CIS_dn,0.6948006379585328,0.10444533871473966,0.12128453030258961,0.9072408293460925,0.19540371203457177,0.8953110047846891,0.26806298496723163,0.8389792663476875,0.0,0.2557021377128561,0.9332695374800638,0.3404881839210144,0.41736607861413944
ATG_HNF6_CIS_up,0.6880208333333333,0.0,0.13617707626496314,0.7303385416666667,0.0,0.7141927083333333,0.15930049539871163,0.7182942708333333,0.0,0.13836432789301023,0.8127604166666667,0.0,0.12139892653997718
ATG_HSE_CIS_dn,0.6026804708551978,0.29918662720739153,0.15989636150742523,0.6562189760317685,0.29918662720739153,0.7064246206211885,0.16706378475264874,0.6623883137143667,0.0,0.13273581600017287,0.7916607573393846,0.0,0.22794325541732466
ATG_HSE_CIS_up,0.7308669001751315,0.11596557402815465,0.2348133756604152,0.9497591943957969,0.6803426432968749,0.939470227670753,0.649441809811766,0.8801882661996497,0.20449785972959858,0.4517369585969066,0.944023642732049,0.6101534921534799,0.5872779097148886
ATG_IR1_CIS_dn,0.7357836702546601,0.12505183194184122,0.2802718702666941,0.9406143344709897,0.5634692751364079,0.9277500656340247,0.6556752593723568,0.8582830139144132,0.12873540664272465,0.37175188473946164,0.9334996061958519,0.5382332259133081,0.5542711719624869
ATG_IR1_CIS_up,0.6181102362204723,-0.006412791262125493,0.0939395858414054,0.8413154238073183,0.387416273266853,0.8685502547475683,0.28508917069694845,0.7216767021769337,0.0,0.14922398528032266,0.9086614173228347,0.0,0.322933460560515
ATG_ISRE_CIS_dn,0.7097778845961265,0.12369617021376877,0.23973323054027731,0.9387330008612229,0.5985674270359495,0.9351879669130165,0.6597548323375966,0.8282661379158405,0.3156105316310713,0.3926123917131566,0.9432994852690821,0.5758242306846805,0.6565921232895998
ATG_LXRa_TRANS_dn,0.4680989583333333,0.0,-0.002704984913111674,0.6805989583333334,0.19875010079016958,0.726953125,-0.0075955452531275,0.7397786458333334,0.0,-0.02171861213815347,0.6540364583333332,0.0,0.05139513399295432
ATG_LXRa_TRANS_up,0.5472686455475181,-0.006790229470694238,0.004136427022557437,0.7963748233142096,0.5074087082117537,0.7934647044150661,0.33586725933540407,0.6396441340317619,0.0,0.1069896445132441,0.7594578864222167,0.0,0.18151493293468843
ATG_LXRb_TRANS_up,0.6924540976265114,0.0,0.05347699057021591,0.7339901477832511,0.18312117078190496,0.7366771159874608,0.146275806754059,0.6453201970443351,0.0,0.05011681628793195,0.7032019704433499,0.0,0.08408372296124966
ATG_MRE_CIS_up,0.7335438031471593,0.1774201593292654,0.3077111907365581,0.9494589937000311,0.7500199379710404,0.9497697544989688,0.7024085313894446,0.8527417577760827,0.3985730289987705,0.4905118252774228,0.9591773314122666,0.7525557623460544,0.7346141556351083
ATG_M_19_CIS_dn,0.53455303381195,0.0,-0.015804937690428456,0.7920333487725799,0.23953661479115812,0.7662806855025475,0.15661869186525637,0.7491431218156553,0.0,0.15774463409946807,0.8618805002315887,0.0,0.25514753239724614
ATG_M_19_TRANS_dn,0.6067708333333333,0.0,0.013579215239320876,0.783984375,0.0,0.65234375,-0.005366734884263648,0.71796875,0.0,0.06334892628990288,0.7838541666666666,0.0,0.13009410057160323
ATG_M_32_CIS_dn,0.4686569280953057,0.0,0.029503657234606892,0.6247340802723018,0.0,0.6331016877038718,0.0,0.606935186498369,0.0,0.017175799625494648,0.667423060558786,0.0,0.05970495387512029
ATG_M_32_CIS_up,0.5867601246105919,-0.004891499254606619,-0.02439822797225654,0.8353582554517134,-0.010971483335478018,0.8305295950155763,-0.012027956593800257,0.6624610591900311,0.0,0.0897957323814877,0.8738317757009345,0.0,0.1931665615966763
ATG_M_32_TRANS_dn,0.5963338533541342,0.0,0.02442728311477438,0.612792511700468,0.0,0.5946957878315133,-0.004899077468095553,0.6740249609984399,0.0,-0.017829219102365245,0.6931357254290172,0.0,0.16588276306971544
ATG_Myb_CIS_dn,0.5879588027925624,0.0,0.06023461155972602,0.9098638280223957,0.4318160056113437,0.9159466371742587,0.4117294257738151,0.7745213243934471,0.0,0.17759155190632608,0.9337803276422202,0.13973709398146156,0.362370405109451
ATG_Myb_CIS_up,0.5694704049844237,0.0,-0.028353823420883734,0.7546728971962617,0.0,0.74797507788162,-0.009805618189141775,0.6855140186915887,0.0,0.05789861844358442,0.8495327102803738,0.0,0.25155947352353974
ATG_Myc_CIS_up,0.6545392953929539,0.13267918266005158,0.12755728155233564,0.926829268292683,0.38109823103666635,0.8673441734417344,0.42156846149438504,0.8487127371273713,0.0,0.3171297432587196,0.9363595302619692,0.18765300683367436,0.3841642038381888
ATG_NFI_CIS_dn,0.8140689263934193,0.0,0.09787826055392063,0.9317827258544887,0.0,0.9489434122819458,0.0,0.9127783293149907,0.0,0.21242914731182214,0.9212877606013331,0.0,0.25189393952161476
ATG_NFI_CIS_up,0.6971209878098718,0.03818760981896155,0.16473665376987567,0.9175355151667874,0.4440544674678729,0.920307430623366,0.5142028279670032,0.8556714020222383,0.0,0.31847614475799274,0.9348284877311241,0.4856034397447791,0.5451512134286182
ATG_NF_kB_CIS_dn,0.6575739439947081,0.14766265309381277,0.10974483976826353,0.8674520427126973,0.45435324982284464,0.8755787948467573,0.4984903210510171,0.7437395659432388,0.0,0.18774998254961756,0.8790121901282011,0.32667694853239815,0.4251845578247206
ATG_NF_kB_CIS_up,0.7316307692307693,0.18473449571744213,0.17418145937547921,0.9340923076923077,0.34148509417010686,0.944923076923077,0.31093819078409823,0.859446153846154,0.0,0.22882934327906312,0.936123076923077,0.0,0.442704527580299
ATG_NRF1_CIS_dn,0.7183723250914736,0.0,0.09246630423396174,0.8887903315223418,0.2688641074050388,0.8821377092804081,0.19182440152434427,0.8238718261448055,0.0,0.20264967117026272,0.8841889344716709,-0.008469292424556144,0.3244169184645028
ATG_NRF1_CIS_up,0.4695806962025316,0.0,0.039825154225229746,0.910996835443038,0.35639789201798217,0.914003164556962,0.42768023449418985,0.8016218354430379,0.0,0.19094122509792347,0.9408227848101265,0.1193342736356166,0.3434482262002554
ATG_NRF2_ARE_CIS_dn,0.5080839597220252,0.0,-0.01460055577409677,0.6669975889944689,0.29918662720739153,0.7387604595092895,0.5190042941507973,0.7025244646149483,0.0,0.13876598444975147,0.8774641894766699,0.0,0.2566871777818934
ATG_NRF2_ARE_CIS_up,0.7497198431121428,0.35759684937843395,0.3619625668033916,0.9073581205475066,0.6301359395749841,0.9022552629472504,0.6338384564517932,0.7879012246858239,0.39325165990119687,0.4290594874257273,0.916733370687585,0.6700066147121622,0.6765523752674577
ATG_NURR1_TRANS_up,0.6161415711947628,-0.014203717958239012,0.042037244942721,0.8517184942716858,0.3531828442317615,0.8342471358428805,0.27935863089079255,0.7127864157119477,0.0,0.1889835671103399,0.8559738134206218,0.1435930324286251,0.3720243659690661
ATG_Oct_MLP_CIS_up,0.7677773931106111,0.2205139729885155,0.313460047694773,0.9760775489008136,0.7923283322168551,0.9671455772892503,0.739958198781761,0.871308637701229,0.3094288692879605,0.4432885000913575,0.9716634931625412,0.7467492313513496,0.7558579869647506
ATG_PBREM_CIS_up,0.7183388157894737,0.19681715880520148,0.20753052046881562,0.908374451754386,0.47410628118653697,0.9067068713450293,0.5392245989478722,0.8400036549707602,0.18722334754732314,0.3712050928322931,0.9183342470760233,0.5099898181794801,0.5333972826678047
ATG_PPARa_TRANS_up,0.7361386138613861,0.22082299257841884,0.23873316786634502,0.7815181518151815,0.2613979335990265,0.8053171983865053,0.32282671570906923,0.722900623395673,0.0,0.17831027808996516,0.8337000366703337,0.22704582601200848,0.337518030851973
ATG_PPARd_TRANS_up,0.5737329962682076,0.0,-0.03132468281103035,0.8839532924039966,0.27478198634784823,0.886722041651619,0.12930390669881325,0.7747080775249789,0.0,0.14077664232174925,0.9094739376429517,0.0,0.2537814977129166
ATG_PPARg_TRANS_up,0.8184890161916485,0.4108871245012147,0.43501568119472195,0.9186630053972162,0.6375417940914823,0.9133486412271565,0.6154968273110287,0.7978233595303474,0.2700286418769735,0.44148254821101507,0.9184736293911562,0.6129450527437367,0.6346317841656842
ATG_PPRE_CIS_dn,0.6986104678091709,0.0,0.09051653264368019,0.847244094488189,0.0,0.8616952292728115,0.1858237671455536,0.778138026864289,0.0,0.11499889876829979,0.8730893932376099,0.23953661479115812,0.29318371358289746
ATG_PPRE_CIS_up,0.8058035311727895,0.23130055850391146,0.34035031102568164,0.941008854983859,0.6120808314323839,0.9338851917978683,0.6239958487372833,0.7997258742267669,0.09610268720574225,0.3751834912420077,0.9315226604627675,0.5194156131726796,0.5687017297831437
ATG_PXRE_CIS_dn,0.6480963353083169,0.07652418898931729,0.12095054687318553,0.8011026991441739,0.2664942764734913,0.798908272986614,0.29450964953009706,0.6835911784068466,0.0,0.1417173180281882,0.8164088215931534,0.3651213884205123,0.2707506130514586
ATG_PXRE_CIS_up,0.7730118587557779,0.38039011227845926,0.38039011227845926,0.8744127453209063,0.5916600676506006,0.8557247859361976,0.456369286287406,0.7511129423353793,0.3529401086895041,0.3612343735765801,0.8809199060392514,0.6253589642113805,0.5943857294892323
ATG_PXR_TRANS_up,0.7856400364976149,0.36106222307524793,0.382308712594507,0.9110774881325003,0.6409470337963348,0.9035816172139384,0.598256676918387,0.8051420057518395,0.2823490599701919,0.45455491545549354,0.9136069114470843,0.5890429978148158,0.6234153359920358
ATG_Pax6_CIS_up,0.6776514225156925,0.11320301432582752,0.16888664926112107,0.969002201027146,0.7250246601896051,0.961176326730252,0.708002482803779,0.8705062362435803,0.28718904541551094,0.39972357334505604,0.9745659085350941,0.7330225055864925,0.6947170977036516
ATG_RARa_TRANS_dn,0.636927026035937,0.09429375833054683,0.08864423216949793,0.8855518885221856,0.49237931006254887,0.8543454345434544,0.33776679623797257,0.7253392005867253,0.0,0.14832912533024256,0.8493949394939495,0.08901898333760717,0.3546250816167572
ATG_RARa_TRANS_up,0.7918890633176348,-0.008512051310345973,0.3347808330383859,0.9029827315541602,-0.012056421036710317,0.9145996860282575,0.42427732795621936,0.7249084249084249,0.0,0.1153218159392444,0.8803767660910519,0.0,0.2334055599398527
ATG_RARb_TRANS_dn,0.5945686900958467,0.19627296533928693,0.11347187178540055,0.9394249201277955,0.2911629509864524,0.9580830670926518,0.30100301612215913,0.7716293929712461,0.0,0.20289088877880335,0.9329073482428114,0.19627296533928693,0.4076534418849189
ATG_RARg_TRANS_dn,0.70625,0.0,0.05556518099938262,0.8723958333333334,0.0,0.89765625,-0.010758287072798382,0.8044270833333333,0.0,0.1719188810755309,0.8587239583333333,0.0,0.18116662893142105
ATG_RARg_TRANS_up,0.8924454828660437,0.5447607297671667,0.38205600435445164,0.8834890965732087,0.6295206877429019,0.8753894080996885,0.5613010874430554,0.8133177570093458,0.0,0.18665226591503006,0.8180685358255453,0.0,0.1781518738861282
ATG_RORE_CIS_up,0.7683506044905009,0.2989767647154621,0.2742088059190742,0.9560305123776627,0.6429174524816595,0.9451880637113799,0.6054583000644995,0.8663164459796584,0.27350722394552507,0.4028329965395165,0.9427653041642681,0.5972952545847173,0.5625451171103262
ATG_RXRa_TRANS_up,0.7390822784810126,0.2902467011627383,0.20569614059849445,0.9505537974683544,0.4363564068443612,0.9522943037974684,0.5671791022014202,0.7725474683544304,0.0,0.16674888910838379,0.9287183544303798,-0.009867673659324817,0.32690081038167157
ATG_RXRb_TRANS_dn,0.6497718097244163,0.0,0.052091613421448614,0.8853782692645252,0.265172417205324,0.8650166754432157,0.10662482224696726,0.4953923117430226,0.0,-0.05122625563320078,0.6491135685448481,0.0,-0.003743172742673776
ATG_RXRb_TRANS_up,0.7512181818181818,0.16324367441568,0.3152521285449024,0.8232363636363637,0.40660051750090315,0.8004,0.3744074797286617,0.6589363636363638,0.0,0.16682062576163897,0.8132909090909092,0.39887600643546495,0.3985657522350093
ATG_SREBP_CIS_up,0.7277678587530885,0.2446438380488864,0.2791382727491818,0.9262385254918934,0.58905490102546,0.9077350357986618,0.5912316827234824,0.8268318635142204,0.275348999033785,0.43070506731561436,0.9308914498007178,0.5443818756318822,0.5924828211604447
ATG_STAT3_CIS_dn,0.5874583113919607,0.2325995788959303,0.08034118645686981,0.9002984026680709,0.34639255724791956,0.8838862559241706,0.3500025304267208,0.8936721081270844,0.0,0.2870584943310033,0.908987186238371,0.0,0.310022820066832
ATG_Sox_CIS_up,0.671123621862538,0.09840392496134324,0.1685018753923884,0.9429978888106966,0.5872202195147035,0.9464774415513331,0.6238080701830347,0.837321135350692,0.0,0.28210044265103634,0.9506607240597388,0.4892748924933745,0.5717933519134906
ATG_Sp1_CIS_up,0.6548251891228787,0.17637658358867533,0.18520277988907072,0.9572428951134737,0.6605586292250558,0.9461766509916172,0.5980759609852756,0.847909425475363,0.16389347803721904,0.3549385508466776,0.9517992230627683,0.5785459282671793,0.6146248153836447
ATG_TAL_CIS_dn,0.6486697965571205,0.0,0.06717128450861863,0.8385698808234019,0.0,0.8628867220416516,0.2390077913579588,0.6587817503310461,0.0,0.11134485754682717,0.8362826531840616,0.0,0.17912168280023733
ATG_TAL_CIS_up,0.6071523354564755,-0.0108438654064164,0.043173579870792844,0.9240976645435244,0.297584291773059,0.8974920382165604,0.27470548527938143,0.7898089171974522,0.0,0.15432964762717458,0.9022027600849257,0.1364519730307397,0.3155876153012292
ATG_TA_CIS_up,0.722937293729373,-0.0185414233120827,0.1603956913572984,0.9434543454345434,0.4701477030205468,0.9304730473047306,0.4387316620063533,0.8341217455078841,0.0,0.274261352266351,0.9415841584158415,0.42042893276721344,0.5287817765061488
ATG_TCF_b_cat_CIS_dn,0.7327841407892857,0.16207630629254643,0.24656184957253258,0.9215818378554951,0.5919124460651104,0.9064126906351443,0.5667605044513663,0.8246564994589739,0.19364069014175583,0.37464066626879217,0.9262775361875013,0.5087671660026483,0.5540504942594158
ATG_TGFb_CIS_dn,0.5304486071749499,0.0,-0.020254660515390748,0.7355360475565079,0.2049608485597421,0.7477016658602336,0.24674882627780717,0.7046381419782954,0.0,0.18465990194757073,0.7689223750604824,0.0,0.181103695815858
ATG_TGFb_CIS_up,0.6696362742688623,0.0,0.16012540570929934,0.7439788645858934,0.19231360028736552,0.7742074219710002,0.33329036697592385,0.7742688621282872,0.0,0.1939006975550788,0.815986728926026,0.19231360028736552,0.18247911583936394
ATG_THRa1_TRANS_up,0.6068037974683543,-0.012094689895501684,0.016016982785668335,0.763370253164557,-0.006972137837270164,0.7583860759493671,0.207655138948442,0.8264240506329114,0.0,0.22938059410331205,0.7740506329113924,0.0,0.25083315402544987
ATG_VDRE_CIS_up,0.8153399992883322,0.402693891569997,0.4600169086773472,0.9568254871959102,0.7514919580630114,0.9494360032736718,0.7200427661945545,0.8386589806544972,0.4406182833231133,0.4936478949326067,0.9530892312801718,0.7137470128677681,0.7201893205224292
ATG_XTT_Cytotoxicity_up,0.7458704210886682,0.27180829801680106,0.25136905118063585,0.8923741869222869,0.5082898730928656,0.8796217048955838,0.48523164685325765,0.7798485107839781,0.0,0.31402644237655825,0.8559996576514893,0.41984187259166816,0.42167786520065653
ATG_Xbp1_CIS_up,0.7612293144208038,0.11398521222780178,0.3592248759556737,0.9826567212847477,0.8067317475839445,0.9780712480639113,0.7851485984039643,0.9061302681992336,0.33614763290532085,0.47126022003413753,0.9838795141436374,0.7903936844655833,0.7957087620815686
