method,assay,round,bin,MCC
dnn,SR-ARE,5,>3,0.4083622590817731
dnn,SR-ARE,6,0-1,0.29048228889028355
dnn,SR-ARE,6,2-3,0.0
dnn,SR-ARE,6,>3,0.4315777897830042
dnn,SR-ARE,7,0-1,0.36333572031679523
dnn,SR-ARE,7,2-3,0.4082482904638631
dnn,SR-ARE,7,>3,0.4157347875310464
dnn,SR-ARE,8,0-1,0.14436152940914787
dnn,SR-ARE,8,2-3,0.4082482904638631
dnn,SR-ARE,8,>3,0.4263132586512302
dnn,SR-ARE,9,0-1,0.23993881784554924
dnn,SR-ARE,9,2-3,0.0
dnn,SR-ARE,9,>3,0.3812846747426053
dnn,SR-ARE,10,0-1,0.2677531554766716
dnn,SR-ARE,10,2-3,0.2721655269759087
dnn,SR-ARE,10,>3,0.42740786988127716
dnn,SR-ARE,11,0-1,-0.009178948540071955
dnn,SR-ARE,11,2-3,0.4082482904638631
dnn,SR-ARE,11,>3,0.4298631666357372
dnn,SR-ARE,12,0-1,0.44026525564956065
dnn,SR-ARE,12,2-3,0.4082482904638631
dnn,SR-ARE,12,>3,0.3864608642010944
dnn,SR-ARE,13,0-1,0.37720111214087115
dnn,SR-ARE,13,2-3,0.2721655269759087
dnn,SR-ARE,13,>3,0.388789216941179
dnn,SR-ARE,14,0-1,0.37720111214087115
dnn,SR-ARE,14,2-3,0.0
dnn,SR-ARE,14,>3,0.39981893941333385
dnn,SR-ARE,15,0-1,0.37465179112493574
dnn,SR-ARE,15,2-3,-0.10206207261596577
dnn,SR-ARE,15,>3,0.39504697597978833
dnn,SR-ARE,16,0-1,0.26367792274418855
dnn,SR-ARE,16,2-3,0.0
dnn,SR-ARE,16,>3,0.40259095845972703
dnn,SR-ARE,17,0-1,0.06436232759897516
dnn,SR-ARE,17,2-3,0.5345224838248488
dnn,SR-ARE,17,>3,0.4213896760673275
dnn,SR-ARE,18,0-1,0.277863709845348
dnn,SR-ARE,18,2-3,0.0890870806374748
dnn,SR-ARE,18,>3,0.39924250934958305
dnn,SR-ARE,19,0-1,0.24891209418573745
dnn,SR-ARE,19,2-3,0.4082482904638631
dnn,SR-ARE,19,>3,0.44675353248035515
dnn,SR-ATAD5,0,0-1,0.0
dnn,SR-ATAD5,0,2-3,0.4743416490252569
dnn,SR-ATAD5,0,>3,0.34777202507918925
dnn,SR-ATAD5,1,0-1,0.0
dnn,SR-ATAD5,1,2-3,0.4743416490252569
dnn,SR-ATAD5,1,>3,0.2358992703627926
dnn,SR-ATAD5,2,0-1,0.0
dnn,SR-ATAD5,2,2-3,0.4743416490252569
dnn,SR-ATAD5,2,>3,0.2633542991527499
dnn,SR-ATAD5,3,0-1,0.0
dnn,SR-ATAD5,3,2-3,0.4743416490252569
dnn,SR-ATAD5,3,>3,0.22652818845039357
dnn,SR-ATAD5,4,0-1,0.0
dnn,SR-ATAD5,4,2-3,-0.07027283689263066
dnn,SR-ATAD5,4,>3,0.2898416143720797
dnn,SR-ATAD5,5,0-1,0.0
dnn,SR-ATAD5,5,2-3,0.4743416490252569
dnn,SR-ATAD5,5,>3,0.2829459462689798
dnn,SR-ATAD5,6,0-1,0.0
dnn,SR-ATAD5,6,2-3,0.4743416490252569
dnn,SR-ATAD5,6,>3,0.2481385065094947
dnn,SR-ATAD5,7,0-1,0.0
dnn,SR-ATAD5,7,2-3,0.29060425003857965
dnn,SR-ATAD5,7,>3,0.29746206090486044
dnn,SR-ATAD5,8,0-1,0.0
dnn,SR-ATAD5,8,2-3,0.4743416490252569
dnn,SR-ATAD5,8,>3,0.2756453332000821
dnn,SR-ATAD5,9,0-1,0.0
dnn,SR-ATAD5,9,2-3,0.29060425003857965
dnn,SR-ATAD5,9,>3,0.2481385065094947
dnn,SR-ATAD5,10,0-1,0.0
dnn,SR-ATAD5,10,2-3,0.4743416490252569
dnn,SR-ATAD5,10,>3,0.19961299279385175
dnn,SR-ATAD5,11,0-1,0.0
dnn,SR-ATAD5,11,2-3,0.4743416490252569
dnn,SR-ATAD5,11,>3,0.26076284340474665
dnn,SR-ATAD5,12,0-1,0.0
dnn,SR-ATAD5,12,2-3,0.19948124964375882
dnn,SR-ATAD5,12,>3,0.28232828816856037
dnn,SR-ATAD5,13,0-1,0.0
dnn,SR-ATAD5,13,2-3,0.29060425003857965
dnn,SR-ATAD5,13,>3,0.23686698393341998
dnn,SR-ATAD5,14,0-1,0.3333333333333333
dnn,SR-ATAD5,14,2-3,0.29060425003857965
dnn,SR-ATAD5,14,>3,0.30771250906800585
dnn,SR-ATAD5,15,0-1,0.0
dnn,SR-ATAD5,15,2-3,0.4743416490252569
dnn,SR-ATAD5,15,>3,0.29768324966050863
dnn,SR-ATAD5,16,0-1,0.0
dnn,SR-ATAD5,16,2-3,0.4743416490252569
dnn,SR-ATAD5,16,>3,0.2969669015637099
dnn,SR-ATAD5,17,0-1,0.0
dnn,SR-ATAD5,17,2-3,0.4743416490252569
dnn,SR-ATAD5,17,>3,0.2450815203071574
dnn,SR-ATAD5,18,0-1,0.0
dnn,SR-ATAD5,18,2-3,0.4743416490252569
dnn,SR-ATAD5,18,>3,0.2778649486951197
dnn,SR-ATAD5,19,0-1,0.0
dnn,SR-ATAD5,19,2-3,0.4743416490252569
dnn,SR-ATAD5,19,>3,0.2894203031395136
dnn,SR-HSE,0,0-1,0.19936606554975947
dnn,SR-HSE,0,2-3,0.39477101697586137
dnn,SR-HSE,0,>3,0.38587000888883527
dnn,SR-HSE,1,0-1,0.19936606554975947
dnn,SR-HSE,1,2-3,0.2672612419124244
dnn,SR-HSE,1,>3,0.3659578585166311
dnn,SR-HSE,2,0-1,0.19936606554975947
dnn,SR-HSE,2,2-3,0.2672612419124244
dnn,SR-HSE,2,>3,0.3778827605472805
dnn,SR-HSE,3,0-1,-0.039374961547907886
dnn,SR-HSE,3,2-3,0.39477101697586137
dnn,SR-HSE,3,>3,0.394338794950082
dnn,SR-HSE,4,0-1,-0.039374961547907886
dnn,SR-HSE,4,2-3,0.2672612419124244
dnn,SR-HSE,4,>3,0.3294882110016214
dnn,SR-HSE,5,0-1,-0.04849444837696852
dnn,SR-HSE,5,2-3,0.2672612419124244
dnn,SR-HSE,5,>3,0.3382225801391632
dnn,SR-HSE,6,0-1,0.15955584935288403
dnn,SR-HSE,6,2-3,0.39477101697586137
dnn,SR-HSE,6,>3,0.4137572156503914
dnn,SR-HSE,7,0-1,0.15955584935288403
dnn,SR-HSE,7,2-3,0.39477101697586137
dnn,SR-HSE,7,>3,0.40138031402079477
dnn,SR-HSE,8,0-1,-0.039374961547907886
dnn,SR-HSE,8,2-3,0.2672612419124244
dnn,SR-HSE,8,>3,0.41689076014871496
dnn,SR-HSE,9,0-1,0.15955584935288403
dnn,SR-HSE,9,2-3,0.39477101697586137
dnn,SR-HSE,9,>3,0.4258524022941759
dnn,SR-HSE,10,0-1,-0.04849444837696852
dnn,SR-HSE,10,2-3,0.2672612419124244
dnn,SR-HSE,10,>3,0.38491117768116984
dnn,SR-HSE,11,0-1,0.15955584935288403
dnn,SR-HSE,11,2-3,0.2672612419124244
dnn,SR-HSE,11,>3,0.3955545582184912
dnn,SR-HSE,12,0-1,-0.04849444837696852
dnn,SR-HSE,12,2-3,0.2672612419124244
dnn,SR-HSE,12,>3,0.412622661020944
dnn,SR-HSE,13,0-1,0.15955584935288403
dnn,SR-HSE,13,2-3,0.2672612419124244
dnn,SR-HSE,13,>3,0.3778827605472805
dnn,SR-HSE,14,0-1,0.15955584935288403
dnn,SR-HSE,14,2-3,0.39477101697586137
dnn,SR-HSE,14,>3,0.4078611965608719
dnn,SR-HSE,15,0-1,-0.027688900037376646
dnn,SR-HSE,15,2-3,0.2672612419124244
dnn,SR-HSE,15,>3,0.46221578925543694
dnn,SR-HSE,16,0-1,-0.056313829183370835
dnn,SR-HSE,16,2-3,0.2672612419124244
dnn,SR-HSE,16,>3,0.34886882487488213
dnn,SR-HSE,17,0-1,-0.04849444837696852
dnn,SR-HSE,17,2-3,0.2672612419124244
dnn,SR-HSE,17,>3,0.34574551006059195
dnn,SR-HSE,18,0-1,-0.027688900037376646
dnn,SR-HSE,18,2-3,0.39477101697586137
dnn,SR-HSE,18,>3,0.44835486515849304
dnn,SR-HSE,19,0-1,0.15955584935288403
dnn,SR-HSE,19,2-3,0.2672612419124244
dnn,SR-HSE,19,>3,0.36576662793629977
dnn,SR-MMP,0,0-1,0.0
dnn,SR-MMP,0,2-3,0.18090680674665818
dnn,SR-MMP,0,>3,0.4814235562628589
dnn,SR-MMP,1,0-1,0.0
dnn,SR-MMP,1,2-3,0.3347193406976015
dnn,SR-MMP,1,>3,0.5089763803457426
dnn,SR-MMP,2,0-1,0.0
dnn,SR-MMP,2,2-3,0.3347193406976015
dnn,SR-MMP,2,>3,0.5350631942045192
dnn,SR-MMP,3,0-1,0.0
dnn,SR-MMP,3,2-3,0.3919647479510927
dnn,SR-MMP,3,>3,0.4746732809760523
dnn,SR-MMP,4,0-1,0.0
dnn,SR-MMP,4,2-3,0.12171612389003691
dnn,SR-MMP,4,>3,0.522005213659053
dnn,SR-MMP,5,0-1,0.0
dnn,SR-MMP,5,2-3,0.3347193406976015
dnn,SR-MMP,5,>3,0.5233996479051133
dnn,SR-MMP,6,0-1,0.0
dnn,SR-MMP,6,2-3,0.16666666666666666
dnn,SR-MMP,6,>3,0.5056216738183362
