assay,run,accuracy,balanced_accuracy,precision,recall,AUC,F1,MCC
TA97,12,0.923809523809524,0.923809523809524,0.6666666666666666,0.5454545454545454,0.8795938104448743,0.6,0.5617943672066721
TA97,13,0.923809523809524,0.923809523809524,0.6666666666666666,0.5454545454545454,0.8728239845261122,0.6,0.5617943672066721
TA97,14,0.9285714285714286,0.9285714285714286,0.6842105263157895,0.5909090909090909,0.8834622823984527,0.6341463414634148,0.5967660121241672
TA97,15,0.923809523809524,0.923809523809524,0.6666666666666666,0.5454545454545454,0.8803191489361701,0.6,0.5617943672066721
TA97,16,0.923809523809524,0.923809523809524,0.6666666666666666,0.5454545454545454,0.8897485493230174,0.6,0.5617943672066721
TA97,17,0.923809523809524,0.923809523809524,0.6666666666666666,0.5454545454545454,0.8711315280464217,0.6,0.5617943672066721
TA97,18,0.9285714285714286,0.9285714285714286,0.6842105263157895,0.5909090909090909,0.8793520309477757,0.6341463414634148,0.5967660121241672
TA97,19,0.923809523809524,0.923809523809524,0.6666666666666666,0.5454545454545454,0.8788684719535783,0.6,0.5617943672066721
TA97_S9,0,0.915841584158416,0.915841584158416,0.8461538461538461,0.6285714285714286,0.9763900769888794,0.7213114754098359,0.6833312456947868
TA97_S9,1,0.9257425742574258,0.9257425742574258,0.8571428571428571,0.6857142857142857,0.9767322497861421,0.7619047619047619,0.7248373565593054
TA97_S9,2,0.915841584158416,0.915841584158416,0.8461538461538461,0.6285714285714286,0.9758768177929854,0.7213114754098359,0.6833312456947868
TA97_S9,3,0.9257425742574258,0.9257425742574258,0.8846153846153846,0.6571428571428571,0.9769033361847732,0.7540983606557377,0.7223897945432154
TA97_S9,4,0.9207920792079208,0.9207920792079208,0.8518518518518519,0.6571428571428571,0.9758768177929856,0.7419354838709677,0.7042484842406977
TA97_S9,5,0.9257425742574258,0.9257425742574258,0.8571428571428571,0.6857142857142857,0.9758768177929854,0.7619047619047619,0.7248373565593054
TA97_S9,6,0.9207920792079208,0.9207920792079208,0.88,0.6285714285714286,0.9750213857998288,0.7333333333333334,0.701774611896154
TA97_S9,7,0.9207920792079208,0.9207920792079208,0.8518518518518519,0.6571428571428571,0.9770744225834046,0.7419354838709677,0.7042484842406977
TA97_S9,8,0.9207920792079208,0.9207920792079208,0.88,0.6285714285714286,0.977245508982036,0.7333333333333334,0.701774611896154
TA97_S9,9,0.9207920792079208,0.9207920792079208,0.8518518518518519,0.6571428571428571,0.9770744225834046,0.7419354838709677,0.7042484842406977
TA97_S9,10,0.9257425742574258,0.9257425742574258,0.8571428571428571,0.6857142857142857,0.977245508982036,0.7619047619047619,0.7248373565593054
TA97_S9,11,0.9207920792079208,0.9207920792079208,0.8518518518518519,0.6571428571428571,0.9774165953806672,0.7419354838709677,0.7042484842406977
TA97_S9,12,0.9207920792079208,0.9207920792079208,0.8518518518518519,0.6571428571428571,0.976218990590248,0.7419354838709677,0.7042484842406977
TA97_S9,13,0.9306930693069309,0.9306930693069309,0.8888888888888888,0.6857142857142857,0.9763900769888794,0.7741935483870968,0.7426862561446753
TA97_S9,14,0.9207920792079208,0.9207920792079208,0.8518518518518519,0.6571428571428571,0.9770744225834046,0.7419354838709677,0.7042484842406977
TA97_S9,15,0.9207920792079208,0.9207920792079208,0.8518518518518519,0.6571428571428571,0.9763900769888794,0.7419354838709677,0.7042484842406977
TA97_S9,16,0.915841584158416,0.915841584158416,0.8461538461538461,0.6285714285714286,0.978443113772455,0.7213114754098359,0.6833312456947868
TA97_S9,17,0.9207920792079208,0.9207920792079208,0.8518518518518519,0.6571428571428571,0.9760479041916168,0.7419354838709677,0.7042484842406977
TA97_S9,18,0.915841584158416,0.915841584158416,0.8461538461538461,0.6285714285714286,0.976732249786142,0.7213114754098359,0.6833312456947868
TA97_S9,19,0.915841584158416,0.915841584158416,0.8461538461538461,0.6285714285714286,0.9767322497861421,0.7213114754098359,0.6833312456947868
TA98,0,0.9056386651323358,0.9056386651323358,0.8369565217391305,0.7475728155339806,0.9517198963229804,0.7897435897435897,0.7310947305810027
TA98,1,0.9102416570771,0.9102416570771,0.8478260869565217,0.7572815533980582,0.9528474571307238,0.8,0.7443413543143462
TA98,2,0.9067894131185269,0.9067894131185269,0.8342245989304813,0.7572815533980582,0.9531915828317884,0.7938931297709925,0.7352861297304992
TA98,3,0.9090909090909092,0.9090909090909092,0.8469945355191257,0.7524271844660194,0.9536675013545374,0.7969151670951157,0.7407647795390543
TA98,4,0.9090909090909092,0.9090909090909092,0.8469945355191257,0.7524271844660194,0.9534039157111688,0.7969151670951157,0.7407647795390543
TA98,5,0.9067894131185269,0.9067894131185269,0.8415300546448088,0.7475728155339806,0.9536382140608296,0.7917737789203084,0.7341282382705672
TA98,6,0.9090909090909092,0.9090909090909092,0.8432432432432433,0.7572815533980582,0.9531842610083616,0.7979539641943735,0.7413023553104556
TA98,7,0.9056386651323358,0.9056386651323358,0.8406593406593407,0.7427184466019418,0.9535942831202684,0.788659793814433,0.7305328336459697
TA98,8,0.9102416570771,0.9102416570771,0.8478260869565217,0.7572815533980582,0.9535649958265606,0.8,0.7443413543143462
TA98,9,0.9056386651323358,0.9056386651323358,0.8333333333333334,0.7524271844660194,0.952913353541566,0.7908163265306123,0.7316867954997335
TA98,10,0.9056386651323358,0.9056386651323358,0.8406593406593407,0.7427184466019418,0.9530231808929696,0.788659793814433,0.7305328336459697
TA98,11,0.9090909090909092,0.9090909090909092,0.8432432432432433,0.7572815533980582,0.9530744336569581,0.7979539641943735,0.7413023553104556
TA98,12,0.904487917146145,0.904487917146145,0.8397790055248618,0.7378640776699029,0.953462490298584,0.7855297157622738,0.7269317178622108
TA98,13,0.9102416570771,0.9102416570771,0.8478260869565217,0.7572815533980582,0.9539091215276252,0.8,0.7443413543143462
TA98,14,0.9067894131185269,0.9067894131185269,0.8378378378378378,0.7524271844660194,0.9531696173615076,0.7928388746803069,0.73469214180701
