,XGB_AUC,XGB_MCC,XGB_sparse_AUC,XGB_sparse_MCC,XGB-FN_AUC,XGB-FN_MCC,XGB-FN_sparse_AUC,XGB-FN_sparse_MCC,Macau_AUC,Macau_MCC,Macau_sparse_AUC,Macau_sparse_MCC
APR_Hepat_DNATexture_48hr_up,0.6530612244897959,0.08893471678278102,0.6530612244897959,0.08893471678278102,0.9777365491651205,0.828302688169126,0.9666048237476809,0.7127255688897131,0.953617810760668,0.6660482374768089,0.9814471243042672,0.7127255688897131
APR_Hepat_MitoFxnI_1hr_dn,0.7328385899814471,0.39139972538375617,0.7328385899814471,0.39139972538375617,0.8107606679035251,0.4815713303308872,0.7569573283858999,0.19428835868212715,0.8256029684601114,0.36450733074534436,0.7755102040816326,0.32099815782264485
ATG_AP_1_CIS_dn,0.5545159796201945,0.23953661479115812,0.6501157943492357,0.23953661479115812,0.9556276053728578,0.42694190609850063,0.9024548402037981,0.16497019038418823,0.8764242704955998,0.23953661479115812,0.8427975914775359,0.0
ATG_AP_1_CIS_up,0.7162243428444824,0.18724714445857527,0.6652265425944388,0.10312422340063454,0.9286584690373324,0.6095522874001461,0.8429473484308978,0.3820987448242499,0.9249869439301144,0.5568278937414576,0.9084650809476333,0.4577555447241517
ATG_AP_2_CIS_dn,0.678669168816952,0.04851812809803016,0.614825240441004,0.04851812809803016,0.9244272421612323,0.337053202926334,0.8507310970365157,0.2193930132190186,0.9363906482133082,0.29306793853642593,0.9265775275627492,0.3350061225816368
ATG_Ahr_CIS_dn,0.5791712504583792,0.0,0.5994499449944994,-0.010688413981976662,0.7493215988265493,0.22704582601200848,0.5956729006233957,-0.0185414233120827,0.7153648698203153,0.0,0.6506417308397507,0.0
ATG_Ahr_CIS_up,0.7985034296404074,0.33097663463380705,0.7272916233631261,0.2310411022521244,0.8445229681978799,0.3851335675732389,0.77123259197672,0.27739537167735295,0.8429848264394098,0.40912313004292944,0.8115360631885264,0.2934858394040566
ATG_BRE_CIS_dn,0.6758127546354036,0.0,0.5720878024444999,0.0,0.8603974390953687,0.2262218555236554,0.6747734264571381,0.0,0.8108422715556665,0.0,0.8021950611124968,0.0
ATG_BRE_CIS_up,0.769434042754894,0.22205979883808888,0.7041048490306678,0.30347931814487433,0.9459638811205384,0.5260004707537247,0.8571834858036688,0.3244169184645028,0.9443048774707303,0.46152778486628365,0.9226430298146655,0.4039028677609077
ATG_CAR_TRANS_dn,0.6145473574045003,0.0,0.5759288330716902,0.0,0.8489795918367348,0.0,0.8074306645735218,0.0,0.8825745682888541,0.0,0.9005756148613291,0.0
ATG_CMV_CIS_dn,0.6905185185185185,0.2668802563418119,0.6791407407407407,0.2668802563418119,0.9711407407407407,0.46631535627961623,0.8624592592592593,0.2794232743619329,0.9726222222222223,0.46631535627961623,0.9130666666666667,0.0
ATG_CMV_CIS_up,0.7608145822431537,0.12712982870459383,0.7439647653933369,0.21704616069226118,0.8959183673469387,0.4275085013811909,0.8413221698935984,0.3032782321720261,0.8893772893772893,0.40739889341578817,0.8437118437118437,0.3972936604943761
ATG_CRE_CIS_dn,0.7268880208333334,0.0,0.7087890625,0.0,0.9140624999999999,0.28622586049406123,0.7967447916666666,0.0,0.947265625,0.0,0.8445312500000001,0.0
ATG_CRE_CIS_up,0.7308381891528463,0.18540804073979222,0.6805368793266597,0.1799405843855733,0.9593729767418696,0.6779188620068153,0.9103167488420739,0.4336013513642569,0.9561482145525176,0.6213583648749909,0.947183624682504,0.5402209197932984
ATG_C_EBP_CIS_dn,0.6425904088050314,0.0,0.6468160377358491,0.0,0.942118710691824,-0.006216428447979739,0.8448309748427673,0.0,0.9498820754716981,0.0,0.9247248427672956,0.0
ATG_C_EBP_CIS_up,0.6309003804424405,-0.018980322356132492,0.6552944906298436,0.02275698983878472,0.9129561786670425,0.4693097085172564,0.8592362970269127,0.05002048650828711,0.9167606030717204,0.4318546076524855,0.9142243201352684,0.23972749151106185
ATG_DR4_LXR_CIS_dn,0.7621250613470365,0.27237668071441545,0.6939721123589018,0.21981156565157298,0.9344380611449522,0.6762925143560478,0.877565749588614,0.49580429387371494,0.9432864690089207,0.6336503709575063,0.928721960795635,0.6076808530314706
ATG_DR4_LXR_CIS_up,0.7021788852774767,0.0,0.6429517274587697,0.0,0.9223546406644998,0.3145469254529974,0.8116046707596003,0.0,0.866738894907909,0.0,0.7518959913326111,0.0
ATG_DR5_CIS_dn,0.5971554487179488,0.18502175022935238,0.5450721153846153,-0.014402072730864912,0.8025412087912088,0.19815839681983044,0.6725045787545786,0.12505563709678025,0.8083791208791209,0.26186146828319085,0.7322000915750916,0.0
ATG_DR5_CIS_up,0.744222027493291,0.2526742586375502,0.6695191412454131,0.3228779173643362,0.9169724519415083,0.43453947790819436,0.8434470671997372,0.28647145246805056,0.9152746590722385,0.4736887267969875,0.8860835752231776,0.4026747428442185
ATG_E2F_CIS_dn,0.5857090194150898,-0.007987465826631795,0.4914598181371344,0.0,0.8526665028262472,0.21778785313888013,0.6613418530351437,0.0,0.8852297861882528,0.0,0.8802531334480217,0.0
ATG_EGR_CIS_up,0.7398861141091966,0.2305378048865974,0.7129498678774797,0.10636975378747535,0.9757341173843462,0.7537501200597049,0.9341992630912948,0.5872258749308972,0.9819866760951282,0.7961527560793528,0.9656853623134467,0.7048517348016707
ATG_ERE_CIS_dn,0.5761065573770492,0.0,0.5579508196721312,0.15328955852218387,0.8609426229508197,0.38701215594143185,0.7785245901639344,0.2659153506755187,0.9120901639344262,0.35315783057863276,0.8310655737704918,0.12400320567802565
ATG_ERE_CIS_up,0.6951133669235329,0.20437198074968432,0.6799854277810709,0.24947847296304515,0.8340619442797865,0.5639041946973795,0.7443193044852796,0.3689986256913088,0.814611736810907,0.5384220709007526,0.7776131199367713,0.4099332504894779
ATG_ERa_TRANS_up,0.7914668828224819,0.387099679543989,0.7432371165180596,0.2810397519339344,0.9018918213417232,0.6157905919194048,0.817646008215753,0.4099423794320043,0.8918076030060313,0.620806879678722,0.8443815516507069,0.5241558788720807
ATG_E_Box_CIS_dn,0.7397959183673469,0.2282278886202208,0.6637242198466689,0.20219232752582067,0.9206619155598748,0.5195951213851787,0.8301209372637943,0.33065712146518395,0.8893478026131088,0.4062293802870689,0.8722870100421121,0.2827765277377999
ATG_E_Box_CIS_up,0.7278891509433962,0.0,0.7361438679245284,0.0,0.8698899371069182,0.24710303080719462,0.7087264150943396,0.0,0.9105738993710691,0.0,0.8917059748427671,0.0
ATG_Ets_CIS_dn,0.6668847188995215,0.07205136950222063,0.5738262559808612,0.031300511694756866,0.9335750598086126,0.5271303284099114,0.8868122009569378,0.2970685509884034,0.9471067583732058,0.5194486823156309,0.9257251794258374,0.36652545575559903
ATG_FXR_TRANS_up,0.7651898734177215,0.1193342736356166,0.7895174050632912,0.22031955565773714,0.9196993670886077,0.1691555615478261,0.8935917721518988,-0.009867673659324817,0.938370253164557,0.0,0.9299050632911392,0.0
ATG_FoxA2_CIS_dn,0.5267846394606959,0.0,0.49813410376790657,0.0,0.9371614301191766,-0.005590243853712092,0.8545804742987841,-0.007911877721292355,0.9295774647887324,0.27478198634784823,0.8435054773082942,0.0
ATG_FoxA2_CIS_up,0.5209919390953873,-0.005805814881025464,0.6557881773399015,0.0,0.8469547693685625,0.0,0.7320868786386028,0.0,0.8038513210927004,0.0,0.82243618450515,0.0
ATG_FoxO_CIS_dn,0.6899445564516129,0.17251638983558856,0.6029989919354839,0.17251638983558856,0.8779737903225807,0.4442689917110666,0.7922883064516129,0.17251638983558856,0.8946068548387097,0.3207761391932481,0.8863407258064516,0.24416261920159815
ATG_FoxO_CIS_up,0.5620479364629131,0.0,0.5739611402637923,0.0,0.7847113884555382,-0.005134247892794551,0.6464331300524748,0.0,0.8631399801446603,0.0,0.8181818181818181,0.0
ATG_GAL4_TRANS_dn,0.5335604770017036,0.0,0.5373083475298126,0.0,0.7509369676320273,0.17597084748149094,0.7264054514480409,0.0,0.8282793867120954,0.0,0.8269165247018739,0.0
ATG_GATA_CIS_dn,0.5049430231680628,0.0,0.5353180892008149,0.0,0.8646894573994415,0.244323071096782,0.8242396800241492,0.21483970035200917,0.8609916232737151,0.0,0.858199381178779,0.21483970035200917
ATG_GLI_CIS_up,0.6771228545618789,0.0,0.6143179765130984,-0.00948979900620853,0.940063233965673,0.5644277999381045,0.9153116531165311,0.15298104214609026,0.9416440831074977,0.47708924193560986,0.9307588075880758,0.22944518957253468
ATG_GRE_CIS_dn,0.6359938008523828,0.0952626042232601,0.5264017269054077,0.0,0.9011457353185365,0.21294762130884107,0.8106492500138374,0.0,0.9170864006199149,0.25710075020498907,0.9038578624010627,0.25710075020498907
ATG_GRE_CIS_up,0.6825982130194298,0.5345499767134476,0.78690965820451,0.44724452417691996,0.9590129059707843,0.5997567782372504,0.9164657495390724,0.4234391329349465,0.9604311445185081,0.29918662720739153,0.9368883846262941,0.0
ATG_GR_TRANS_up,0.7110338959012905,0.5190042941507973,0.7888951921713232,0.44724452417691996,0.9358956176428876,0.5997567782372504,0.8178981704722734,0.5997567782372504,0.904127074173876,0.4234391329349465,0.8459792937172034,0.0
ATG_HIF1a_CIS_dn,0.6312260536398469,-0.010300524052492094,0.5784854171553679,0.0,0.6658065525060599,-0.010300524052492094,0.6244428806005161,0.09840392496134324,0.6909062475564939,0.0,0.6669794354523418,0.0
ATG_HIF1a_CIS_up,0.736411476355248,0.06770669584517208,0.6321967512495195,0.03553921568627451,0.9135188389081123,0.5097955248736171,0.8602700884275278,0.2177702405698351,0.9064302191464821,0.3896212565763406,0.893190119184929,0.232124976239136
ATG_HNF6_CIS_dn,0.6948006379585328,0.10444533871473966,0.7006698564593301,-0.015688402631247364,0.9072408293460925,0.19540371203457177,0.8491866028708134,0.1962787447028328,0.9332695374800638,0.3404881839210144,0.9346092503987241,0.1962787447028328
ATG_HNF6_CIS_up,0.6880208333333333,0.0,0.6410807291666667,0.0,0.7303385416666667,0.0,0.787109375,0.0,0.8127604166666667,0.0,0.7927083333333332,0.0
ATG_HSE_CIS_dn,0.6026804708551978,0.29918662720739153,0.5138278258403064,0.29918662720739153,0.6562189760317685,0.29918662720739153,0.5918309459651113,0.29918662720739153,0.7916607573393846,0.0,0.6175010636789108,0.0
ATG_HSE_CIS_up,0.7308669001751315,0.11596557402815465,0.675875656742557,0.1806871655678838,0.9497591943957969,0.6803426432968749,0.8979640980735552,0.39581964536247044,0.944023642732049,0.6101534921534799,0.9380472854640981,0.6117587585717756
ATG_IR1_CIS_dn,0.7357836702546601,0.12505183194184122,0.7080861118403781,0.1272341306370776,0.9406143344709897,0.5634692751364079,0.899107377264374,0.3749527604158922,0.9334996061958519,0.5382332259133081,0.9153846153846155,0.47728465556864164
ATG_IR1_CIS_up,0.6181102362204723,-0.006412791262125493,0.5674386289949052,0.0,0.8413154238073183,0.387416273266853,0.7611857341361741,0.0,0.9086614173228347,0.0,0.8132468735525706,0.0
ATG_ISRE_CIS_dn,0.7097778845961265,0.12369617021376877,0.6415209597628633,0.1772313608324145,0.9387330008612229,0.5985674270359495,0.8790482485128883,0.3981460562744903,0.9432994852690821,0.5758242306846805,0.9324040136994532,0.5094080056068121
ATG_LXRa_TRANS_dn,0.4680989583333333,0.0,0.4848307291666666,0.0,0.6805989583333334,0.19875010079016958,0.6588541666666666,-0.0075955452531275,0.6540364583333332,0.0,0.5544270833333333,0.0
ATG_LXRa_TRANS_up,0.5472686455475181,-0.006790229470694238,0.5123056456306644,0.0,0.7963748233142096,0.5074087082117537,0.6314126548598986,0.0,0.7594578864222167,0.0,0.7246196058867547,0.0
ATG_LXRb_TRANS_up,0.6924540976265114,0.0,0.6370353784146887,0.0,0.7339901477832511,0.18312117078190496,0.6212494402149574,0.0,0.7032019704433499,0.0,0.6156515897895208,0.0
ATG_MRE_CIS_up,0.7335438031471593,0.1774201593292654,0.6778258044467046,0.25789461357695176,0.9494589937000311,0.7500199379710404,0.8890442692883578,0.5147941804406657,0.9591773314122666,0.7525557623460544,0.9393592677345538,0.7202411998373466
ATG_M_19_CIS_dn,0.53455303381195,0.0,0.547244094488189,0.0,0.7920333487725799,0.23953661479115812,0.6777211672070403,0.0,0.8618805002315887,0.0,0.797406206577119,0.0
ATG_M_19_TRANS_dn,0.6067708333333333,0.0,0.4705729166666667,0.0,0.783984375,0.0,0.5841145833333333,0.0,0.7838541666666666,0.0,0.709765625,0.0
ATG_M_32_CIS_dn,0.4686569280953057,0.0,0.5226918167635797,0.0,0.6247340802723018,0.0,0.5311303361225358,0.0,0.667423060558786,0.0,0.6779180258119416,0.0
ATG_M_32_CIS_up,0.5867601246105919,-0.004891499254606619,0.5085669781931464,-0.004891499254606619,0.8353582554517134,-0.010971483335478018,0.714797507788162,-0.004891499254606619,0.8738317757009345,0.0,0.8123052959501558,0.0
ATG_M_32_TRANS_dn,0.5963338533541342,0.0,0.5027301092043682,0.0,0.612792511700468,0.0,0.5848673946957879,0.0,0.6931357254290172,0.0,0.6569422776911076,0.0
ATG_Myb_CIS_dn,0.5879588027925624,0.0,0.5464851040298611,-0.007494593826508853,0.9098638280223957,0.4318160056113437,0.8183106380037326,0.0,0.9337803276422202,0.13973709398146156,0.9128361097670561,0.0
ATG_Myb_CIS_up,0.5694704049844237,0.0,0.5282710280373832,0.0,0.7546728971962617,0.0,0.6107476635514019,0.0,0.8495327102803738,0.0,0.7604361370716511,0.0
ATG_Myc_CIS_up,0.6545392953929539,0.13267918266005158,0.5613821138211381,-0.00948979900620853,0.926829268292683,0.38109823103666635,0.8429087624209576,0.11732364157822127,0.9363595302619692,0.18765300683367436,0.9046973803071364,0.0
ATG_NFI_CIS_dn,0.8140689263934193,0.0,0.608849808537796,0.0,0.9317827258544887,0.0,0.8293859027088357,0.0,0.9212877606013331,0.0,0.8967522337257127,0.0
