assay,round,accuracy,balanced_accuracy,precision,recall,AUC,F1,MCC
TA98_S9,6,0.8600973236009732,0.8206642523517711,0.7657657657657657,0.7296137339055794,0.9099513979466178,0.7472527472527473,0.6509745928358875
TA98_S9,7,0.8625304136253041,0.8249560978453333,0.7678571428571429,0.7381974248927039,0.9135291503020323,0.7527352297592999,0.6578330567034713
TA98_S9,8,0.864963503649635,0.8305449696510416,0.7675438596491229,0.7510729613733905,0.9116819808069253,0.7592190889370933,0.6654807691383594
TA98_S9,9,0.8661800486618005,0.8326908923978228,0.7685589519650655,0.7553648068669528,0.9108221543752778,0.7619047619047619,0.6689003569246608
TA98_S9,10,0.8576642335766423,0.8228575384189395,0.7521739130434782,0.7424892703862661,0.9101189912341424,0.7473002159827213,0.6482637892330999
TA98_S9,11,0.864963503649635,0.8292479433388955,0.7699115044247787,0.7467811158798283,0.9129170704693341,0.7581699346405227,0.6646780313986663
TA98_S9,12,0.8600973236009732,0.8232583049760633,0.7610619469026548,0.7381974248927039,0.9117548474536751,0.7494553376906317,0.652586289851478
TA98_S9,13,0.864963503649635,0.8279509170267494,0.7723214285714286,0.7424892703862661,0.9116455474835503,0.7571115973741795,0.6638956943011286
TA98_S9,14,0.8613138686131386,0.8267012540349905,0.759825327510917,0.7467811158798283,0.9128915671429716,0.7532467532467533,0.6568577331850327
TA98_S9,15,0.8625304136253041,0.8262531241574794,0.7654867256637168,0.7424892703862661,0.9099404679496054,0.7538126361655774,0.6586321606250721
TA98_S9,16,0.8637469586374696,0.8271020205921145,0.7688888888888888,0.7424892703862661,0.9136420936044944,0.7554585152838428,0.6612571878361707
TA98_S9,17,0.864963503649635,0.8318419959631878,0.7652173913043478,0.7553648068669528,0.9109095943513776,0.7602591792656587,0.6663036297161823
TA98_S9,18,0.8625304136253041,0.8236590715331871,0.7702702702702703,0.7339055793991416,0.9143343267486173,0.7516483516483516,0.6570543200987219
TA98_S9,19,0.8661800486618005,0.8313938660856766,0.7709251101321586,0.7510729613733905,0.9111500542856519,0.7608695652173912,0.6680956710260572
TA1537,0,0.9317073170731708,0.8117858917039245,0.6904761904761905,0.6590909090909091,0.9124441132637854,0.6744186046511628,0.6365093411473695
TA1537,1,0.9292682926829269,0.8004222553402881,0.6829268292682927,0.6363636363636364,0.9174739195230999,0.6588235294117647,0.6199031844170909
TA1537,2,0.9317073170731708,0.8017883755588673,0.7,0.6363636363636364,0.9132513661202186,0.6666666666666666,0.6296055189703023
TA1537,3,0.9317073170731708,0.8017883755588673,0.7,0.6363636363636364,0.9155489319423746,0.6666666666666666,0.6296055189703023
TA1537,4,0.9317073170731708,0.8117858917039245,0.6904761904761905,0.6590909090909091,0.9138723298559365,0.6744186046511628,0.6365093411473695
TA1537,5,0.9317073170731708,0.8117858917039245,0.6904761904761905,0.6590909090909091,0.91225782414307,0.6744186046511628,0.6365093411473695
TA1537,6,0.9341463414634147,0.8231495280675608,0.6976744186046512,0.6818181818181818,0.91225782414307,0.6896551724137931,0.6528796660386537
TA1537,7,0.9317073170731708,0.8017883755588673,0.7,0.6363636363636364,0.9139965226030801,0.6666666666666666,0.6296055189703023
TA1537,8,0.9292682926829269,0.8104197714853452,0.6744186046511628,0.6590909090909091,0.9171013412816691,0.6666666666666666,0.6271609243903209
TA1537,9,0.9292682926829269,0.8004222553402881,0.6829268292682927,0.6363636363636364,0.915424739195231,0.6588235294117647,0.6199031844170909
TA1537,10,0.9365853658536586,0.8345131644311972,0.7045454545454546,0.7045454545454546,0.9134997516145057,0.7045454545454546,0.6690263288623944
TA1537,11,0.9317073170731708,0.8017883755588673,0.7,0.6363636363636364,0.913127173373075,0.6666666666666666,0.6296055189703023
TA1537,12,0.926829268292683,0.7790611028315946,0.6842105263157895,0.5909090909090909,0.9139344262295082,0.6341463414634148,0.5957072896214121
TA1537,13,0.9341463414634147,0.8231495280675608,0.6976744186046512,0.6818181818181818,0.9169771485345256,0.6896551724137931,0.6528796660386537
TA1537,14,0.9292682926829269,0.8004222553402881,0.6829268292682927,0.6363636363636364,0.9116368604073521,0.6588235294117647,0.6199031844170909
TA1537,15,0.926829268292683,0.7890586189766517,0.675,0.6136363636363636,0.9130029806259313,0.6428571428571429,0.6030480845281393
TA1537,16,0.9341463414634147,0.8131520119225037,0.7073170731707317,0.6590909090909091,0.9166666666666665,0.6823529411764706,0.6461702685025609
TA1537,17,0.926829268292683,0.7890586189766517,0.675,0.6136363636363636,0.9155489319423746,0.6428571428571429,0.6030480845281393
TA1537,18,0.9317073170731708,0.8017883755588673,0.7,0.6363636363636364,0.9131892697466467,0.6666666666666666,0.6296055189703023
TA1537,19,0.9317073170731708,0.8017883755588673,0.7,0.6363636363636364,0.9129408842523595,0.6666666666666666,0.6296055189703023
TA1537_S9,0,0.9197994987468672,0.8083773784355179,0.7346938775510204,0.6545454545454545,0.9157505285412262,0.6923076923076923,0.6478001013489901
TA1537_S9,1,0.9172932330827067,0.806923890063425,0.72,0.6545454545454545,0.9223044397463,0.6857142857142857,0.6391805336802079
TA1537_S9,2,0.9223057644110275,0.8174682875264271,0.74,0.6727272727272727,0.9171247357293869,0.7047619047619048,0.6611396376012001
TA1537_S9,3,0.924812030075188,0.8265591966173362,0.7450980392156863,0.6909090909090909,0.9187103594080337,0.7169811320754716,0.6743382128501556
TA1537_S9,4,0.9197994987468672,0.8236522198731502,0.7169811320754716,0.6909090909090909,0.9276955602536998,0.7037037037037037,0.6574960795651361
TA1537_S9,5,0.9197994987468672,0.8160147991543341,0.7254901960784313,0.6727272727272727,0.9159619450317125,0.6981132075471698,0.6525642428795145
TA1537_S9,6,0.924812030075188,0.8189217758985201,0.7551020408163265,0.6727272727272727,0.9217758985200845,0.7115384615384616,0.6699504347484457
TA1537_S9,7,0.9172932330827067,0.806923890063425,0.72,0.6545454545454545,0.9154862579281183,0.6857142857142857,0.6391805336802079
TA1537_S9,8,0.9097744360902256,0.7949260042283298,0.6862745098039216,0.6363636363636364,0.9174947145877378,0.660377358490566,0.6090163029382323
TA1537_S9,9,0.9172932330827067,0.806923890063425,0.72,0.6545454545454545,0.9156976744186046,0.6857142857142857,0.6391805336802079
TA1537_S9,10,0.9197994987468672,0.8083773784355179,0.7346938775510204,0.6545454545454545,0.9306025369978859,0.6923076923076923,0.6478001013489901
