target_assay,auxilliary_assay,round,accuracy,balanced_accuracy,precision,recall,AUC,F1,MCC
TA100,TA1535,17,0.8508108108108108,0.7909618117636272,0.7889908256880734,0.6515151515151515,0.8823264796222436,0.7136929460580913,0.6191996860333049
TA100,TA1535,18,0.8475675675675676,0.7909675422912942,0.7733333333333333,0.6590909090909091,0.878260670242516,0.7116564417177914,0.6125435279090374
TA100,TA1535,19,0.8508108108108108,0.7909618117636272,0.7889908256880734,0.6515151515151515,0.8845728464677027,0.7136929460580913,0.6191996860333049
TA100,TA1535_S9,0,0.8421621621621621,0.7837728648053912,0.7633928571428571,0.6477272727272727,0.8721318709026726,0.7008196721311475,0.5983021111526902
TA100,TA1535_S9,1,0.84,0.7788474762756155,0.7636363636363637,0.6363636363636364,0.8755529959198642,0.694214876033058,0.5915527915893684
TA100,TA1535_S9,2,0.8421621621621621,0.7860478842891854,0.7587719298245614,0.6553030303030303,0.8794010452482464,0.7032520325203252,0.5994978310871883
TA100,TA1535_S9,3,0.8475675675675676,0.785279993581809,0.786046511627907,0.6401515151515151,0.8797964516572687,0.7056367432150312,0.6100361908040389
TA100,TA1535_S9,4,0.8551351351351352,0.7996750790812818,0.7901785714285714,0.6704545454545454,0.8809540182460001,0.7254098360655736,0.6318300821226861
TA100,TA1535_S9,5,0.84,0.7833975152432036,0.7543859649122807,0.6515151515151515,0.8802749507174622,0.6991869918699187,0.5939431999155753
TA100,TA1535_S9,6,0.8356756756756757,0.772409228441755,0.7568807339449541,0.625,0.8752464126896806,0.6846473029045643,0.579717687696896
TA100,TA1535_S9,7,0.8486486486486486,0.7905864622014396,0.7792792792792793,0.6553030303030303,0.8791116536010637,0.7119341563786008,0.6145453214042176
TA100,TA1535_S9,8,0.8518918918918919,0.7939932608994635,0.7873303167420814,0.6590909090909091,0.8804411360198047,0.7175257731958763,0.6227125203238231
TA100,TA1535_S9,9,0.8486486486486486,0.7939989914271306,0.7719298245614035,0.6666666666666666,0.8827619997249346,0.7154471544715446,0.6161617246020277
TA100,TA1535_S9,10,0.8518918918918919,0.7928557511575666,0.7899543378995434,0.6553030303030303,0.879415371567414,0.7163561076604555,0.6222458919671779
TA100,TA1535_S9,11,0.8356756756756757,0.7769592674093431,0.7477876106194691,0.6401515151515151,0.8724986246733598,0.689795918367347,0.5821779911048971
TA100,TA1535_S9,12,0.8443243243243244,0.783010704625682,0.7752293577981652,0.6401515151515151,0.8753753495621877,0.7012448132780082,0.6022788296034154
TA100,TA1535_S9,13,0.8443243243243244,0.7818731948837849,0.7777777777777778,0.6363636363636364,0.8779111080548296,0.7000000000000001,0.601778231501171
TA100,TA1535_S9,14,0.8454054054054054,0.7883171732453125,0.7688888888888888,0.6553030303030303,0.8777964975014899,0.7075664621676891,0.6069639832185809
TA100,TA1535_S9,15,0.8475675675675676,0.7886925228075001,0.7782805429864253,0.6515151515151515,0.8775701416586439,0.709278350515464,0.6114849297092482
TA100,TA1535_S9,16,0.8421621621621621,0.7803603355797002,0.7706422018348624,0.6363636363636364,0.8769512446706094,0.6970954356846473,0.5966385441267855
TA100,TA1535_S9,17,0.8486486486486486,0.7894489524595425,0.7818181818181819,0.6515151515151515,0.8808537340118278,0.7107438016528926,0.6140429819806617
TA100,TA1535_S9,18,0.8454054054054054,0.7883171732453125,0.7688888888888888,0.6553030303030303,0.8794211020950811,0.7075664621676891,0.6069639832185809
TA100,TA1535_S9,19,0.8464864864864865,0.7879360931554578,0.7747747747747747,0.6515151515151515,0.8773867647733004,0.7078189300411522,0.608940201727054
TA100,TA97,0,0.8540540540540541,0.7955061202035483,0.7945205479452054,0.6590909090909091,0.884486888552698,0.7204968944099379,0.6278772693416718
TA100,TA97,1,0.8432432432432433,0.7845292944574336,0.7668161434977578,0.6477272727272727,0.8804669233943062,0.702258726899384,0.6008121244751246
TA100,TA97,2,0.8562162162162162,0.7981564892495301,0.7990867579908676,0.6628787878787878,0.8825356438820887,0.7246376811594203,0.6335086467161656
TA100,TA97,3,0.8475675675675676,0.7898300325493972,0.7757847533632287,0.6553030303030303,0.8793208178609085,0.7104722792607802,0.6120051642652515
TA100,TA97,4,0.8529729729729729,0.792474671067712,0.7962962962962963,0.6515151515151515,0.8836530967771512,0.7166666666666667,0.6244115918385942
TA100,TA97,5,0.8562162162162162,0.797018979507633,0.8018433179723502,0.6590909090909091,0.8864123458488058,0.7234927234927234,0.6330972027923533
TA100,TA97,6,0.8432432432432433,0.7777042360060514,0.7819905213270142,0.625,0.8838995094668317,0.6947368421052631,0.5977572602569976
TA100,TA97,7,0.8432432432432433,0.7799792554898455,0.7767441860465116,0.6325757575757576,0.8781345986338422,0.697286012526096,0.5987012141256131
TA100,TA97,8,0.8475675675675676,0.7886925228075001,0.7782805429864253,0.6515151515151515,0.8793781231375785,0.709278350515464,0.6114849297092482
TA100,TA97,9,0.8464864864864865,0.7867985834135607,0.7772727272727272,0.6477272727272727,0.880756315041489,0.7066115702479339,0.6084204343828383
TA100,TA97,10,0.8454054054054054,0.7826296245358273,0.7813953488372093,0.6363636363636364,0.8818279237152158,0.7014613778705636,0.604368702464826
TA100,TA97,11,0.8486486486486486,0.7860364232338514,0.7897196261682243,0.6401515151515151,0.884690322284876,0.7071129707112972,0.6126498627213764
TA100,TA97,12,0.8464864864864865,0.7856610736716636,0.7798165137614679,0.6439393939393939,0.8822634438179067,0.7053941908713691,0.6079191150800453
TA100,TA97,13,0.8540540540540541,0.7898185714940631,0.8086124401913876,0.6401515151515151,0.8821230458900656,0.7145877378435519,0.6259350140314537
TA100,TA97,14,0.8497297297297297,0.7856553431439968,0.7962085308056872,0.6363636363636364,0.882572892311924,0.7073684210526315,0.6148719866549214
TA100,TA97,15,0.8443243243243244,0.784148214367579,0.7727272727272727,0.6439393939393939,0.8787448998303764,0.7024793388429752,0.602797886785015
TA100,TA97,16,0.8464864864864865,0.7822485444459726,0.7877358490566038,0.6325757575757576,0.8851860129280704,0.7016806722689075,0.6065291868049384
TA100,TA97,17,0.8443243243243244,0.784148214367579,0.7727272727272727,0.6439393939393939,0.8800457296107824,0.7024793388429752,0.602797886785015
TA100,TA97,18,0.8464864864864865,0.7845235639297666,0.7824074074074074,0.6401515151515151,0.8808594645394947,0.7041666666666666,0.6074365715855269
TA100,TA97,19,0.8508108108108108,0.7955118507312153,0.7787610619469026,0.6666666666666666,0.8814525741530278,0.7183673469387756,0.6211761650572069
TA100,TA97_S9,0,0.8475675675675676,0.7818674643561179,0.7942583732057417,0.6287878787878788,0.8795758263420895,0.7019027484143763,0.6087626281063602
TA100,TA97_S9,1,0.8475675675675676,0.784142483839912,0.7887323943661971,0.6363636363636364,0.8849997707788932,0.7044025157232705,0.6095917248199713
TA100,TA97_S9,2,0.8529729729729729,0.7913371613258149,0.7990654205607477,0.6477272727272727,0.8829281850272774,0.7154811715481172,0.6240032995587137
TA100,TA97_S9,3,0.8443243243243244,0.785285724109476,0.7702702702702703,0.6477272727272727,0.8834840462109752,0.7037037037037036,0.6033350820498904
TA100,TA97_S9,4,0.8443243243243244,0.783010704625682,0.7752293577981652,0.6401515151515151,0.8848364507403842,0.7012448132780082,0.6022788296034154
TA100,TA97_S9,5,0.8540540540540541,0.7898185714940631,0.8086124401913876,0.6401515151515151,0.8867848301471599,0.7145877378435519,0.6259350140314537
TA100,TA97_S9,6,0.8486486486486486,0.7848989134919544,0.7924528301886793,0.6363636363636364,0.8835843304451476,0.7058823529411764,0.6122246145186497
TA100,TA97_S9,7,0.8454054054054054,0.7803546050520331,0.7867298578199052,0.6287878787878788,0.8857562004309356,0.6989473684210527,0.6034621690563055
TA100,TA97_S9,8,0.8497297297297297,0.7856553431439968,0.7962085308056872,0.6363636363636364,0.8801746664832899,0.7073684210526315,0.6148719866549214
TA100,TA97_S9,9,0.8583783783783784,0.7951193095860267,0.8181818181818182,0.6477272727272727,0.8846158254252051,0.7230443974630021,0.6373832713148494
TA100,TA97_S9,10,0.841081081081081,0.7796039059276578,0.7671232876712328,0.6363636363636364,0.8852261266217393,0.6956521739130435,0.5940890050947087
TA100,TA97_S9,11,0.8518918918918919,0.7939932608994635,0.7873303167420814,0.6590909090909091,0.8820657406133957,0.7175257731958763,0.6227125203238231
TA100,TA97_S9,12,0.8529729729729729,0.795887200293403,0.7882882882882883,0.6628787878787878,0.881005592995003,0.7201646090534981,0.6257555607585448
TA100,TA97_S9,13,0.8443243243243244,0.7795981753999908,0.7830188679245284,0.6287878787878788,0.8804525970751387,0.6974789915966386,0.6008337590912269
TA100,TA97_S9,14,0.8454054054054054,0.7849046440196213,0.776255707762557,0.6439393939393939,0.883031334525283,0.7039337474120083,0.6053517598436964
TA100,TA97_S9,15,0.8389189189189189,0.7780910466235731,0.7601809954751131,0.6363636363636364,0.8832376335212947,0.6927835051546393,0.5890297484800983
TA100,TA97_S9,16,0.8518918918918919,0.7917182414156696,0.7926267281105991,0.6515151515151515,0.883297804061798,0.7151767151767152,0.6217986572774504
TA100,TA97_S9,17,0.8475675675675676,0.786417503323706,0.783410138248848,0.6439393939393939,0.8838794526199971,0.7068607068607069,0.6105001117625476
TA100,TA97_S9,18,0.8454054054054054,0.7837671342777243,0.7788018433179723,0.6401515151515151,0.8836473662494843,0.7027027027027026,0.6048508390050963
TA100,TA97_S9,19,0.8421621621621621,0.7758102966121121,0.780952380952381,0.6212121212121212,0.8861974510612938,0.6919831223628692,0.5946761154971244
TA100,TA98,0,0.8724324324324324,0.8163279924815476,0.8379629629629629,0.6856060606060606,0.8964866134873699,0.7541666666666668,0.6753366525977961
TA100,TA98,1,0.8745945945945945,0.8212533810113236,0.8363636363636363,0.696969696969697,0.9016956631366616,0.7603305785123968,0.6815135531545414
TA100,TA98,2,0.8702702702702703,0.8148151331774629,0.8302752293577982,0.6856060606060606,0.8982115023151332,0.7510373443983402,0.6699622553229735
TA100,TA98,3,0.865945945945946,0.8072393756017053,0.8271028037383178,0.6704545454545454,0.8925984504653188,0.7405857740585775,0.6580636100707257
TA100,TA98,4,0.8648648648648649,0.80762045569156,0.8202764976958525,0.6742424242424242,0.8945955393572641,0.7401247401247402,0.6556942938221588
TA100,TA98,5,0.8691891891891892,0.8106461742997295,0.8356807511737089,0.6742424242424242,0.8978648053912803,0.7463312368972745,0.6664520371645253
TA100,TA98,6,0.8648648648648649,0.8087579654334571,0.817351598173516,0.678030303030303,0.8981771191491315,0.7412008281573498,0.6560341562141409
TA100,TA98,7,0.865945945945946,0.8072393756017053,0.8271028037383178,0.6704545454545454,0.8974178242332554,0.7405857740585775,0.6580636100707257
TA100,TA98,8,0.8702702702702703,0.8136776234355659,0.8333333333333334,0.6818181818181818,0.8966298766790445,0.7499999999999999,0.6696783125134403
TA100,TA98,9,0.8627027027027027,0.8049700866455782,0.815668202764977,0.6704545454545454,0.8975983358547657,0.735966735966736,0.6500450210647074
TA100,TA98,10,0.8637837837837837,0.8068640260395177,0.8165137614678899,0.6742424242424242,0.8977759822124423,0.7385892116182572,0.653041398893084
TA100,TA98,11,0.865945945945946,0.8049643561179114,0.8333333333333334,0.6628787878787878,0.8938849539265575,0.7383966244725739,0.6575353454491631
TA100,TA98,12,0.867027027027027,0.8079958052537477,0.8309859154929577,0.6704545454545454,0.8969106725347269,0.7421383647798742,0.6607660059300698
TA100,TA98,13,0.8648648648648649,0.805345436207766,0.8262910798122066,0.6666666666666666,0.893237404300188,0.7379454926624738,0.6550799746956145
TA100,TA98,14,0.8691891891891892,0.8151962132673176,0.8235294117647058,0.6893939393939394,0.9023947875120341,0.7505154639175258,0.6676228827821227
TA100,TA98,15,0.867027027027027,0.8136833539632329,0.8161434977578476,0.6893939393939394,0.895942213359006,0.7474332648870636,0.6623738433208229
TA100,TA98,16,0.865945945945946,0.8106519048273965,0.8181818181818182,0.6818181818181818,0.8956614175033236,0.7438016528925621,0.6590233627632481
TA100,TA98,17,0.8648648648648649,0.804207926465869,0.8293838862559242,0.6628787878787878,0.8979822812084537,0.736842105263158,0.6548063482500768
TA100,TA98,18,0.8681081081081081,0.8121647641314812,0.8256880733944955,0.6818181818181818,0.8979765506807866,0.7468879668049793,0.6643219698463436
TA100,TA98,19,0.8648648648648649,0.8098954751753541,0.8144796380090498,0.6818181818181818,0.8976269884931005,0.7422680412371133,0.6563952921675478
TA100,TA98_S9,0,0.8583783783783784,0.7985318388117177,0.8093023255813954,0.6590909090909091,0.8955926511713199,0.7265135699373695,0.6383736325001036
TA100,TA98_S9,1,0.8562162162162162,0.797018979507633,0.8018433179723502,0.6590909090909091,0.8947961078256086,0.7234927234927234,0.6330972027923533
TA100,TA98_S9,2,0.8616216216216216,0.8053511667354329,0.8090909090909091,0.6742424242424242,0.8949794847109521,0.7355371900826445,0.6477782675676015
TA100,TA98_S9,3,0.8572972972972973,0.7966378994177783,0.8084112149532711,0.6553030303030303,0.8979335717232843,0.7238493723849372,0.6353567363960511
TA100,TA98_S9,4,0.8562162162162162,0.794743960023839,0.8075117370892019,0.6515151515151515,0.8906586668500437,0.7211740041928721,0.6323358497577929
TA100,TA98_S9,5,0.8637837837837837,0.8091390455233118,0.8108108108108109,0.6818181818181818,0.8949794847109521,0.7407407407407407,0.6537811591443629
TA100,TA98_S9,6,0.8562162162162162,0.7981564892495301,0.7990867579908676,0.6628787878787878,0.8938362444413882,0.7246376811594203,0.6335086467161656
TA100,TA98_S9,7,0.8529729729729729,0.795887200293403,0.7882882882882883,0.6628787878787878,0.8931428505936826,0.7201646090534981,0.6257555607585448
TA100,TA98_S9,8,0.8594594594594595,0.8049758171732453,0.7991071428571429,0.678030303030303,0.8887733232476047,0.7336065573770492,0.643006072446018
TA100,TA98_S9,9,0.8540540540540541,0.7989186494292394,0.7866666666666666,0.6704545454545454,0.8918334250217759,0.7239263803680981,0.629282161980407
TA100,TA98_S9,10,0.8616216216216216,0.8030761472516389,0.8148148148148148,0.6666666666666666,0.8967215651217163,0.7333333333333333,0.6470449521760172
TA100,TA98_S9,11,0.8583783783783784,0.8008068582955119,0.8036529680365296,0.6666666666666666,0.8938448402328887,0.7287784679089028,0.6391400240906594
TA100,TA98_S9,12,0.8605405405405405,0.8034572273414936,0.8082191780821918,0.6704545454545454,0.892331980928804,0.732919254658385,0.6447714014651532
TA100,TA98_S9,13,0.8551351351351352,0.7951250401136937,0.8009259259259259,0.6553030303030303,0.8954150048136432,0.7208333333333333,0.6300699319229499
TA100,TA98_S9,14,0.8562162162162162,0.797018979507633,0.8018433179723502,0.6590909090909091,0.8922030440562967,0.7234927234927234,0.6330972027923533
TA100,TA98_S9,15,0.8529729729729729,0.792474671067712,0.7962962962962963,0.6515151515151515,0.8916213954980975,0.7166666666666667,0.6244115918385942
TA100,TA98_S9,16,0.8583783783783784,0.8008068582955119,0.8036529680365296,0.6666666666666666,0.8963920597808646,0.7287784679089028,0.6391400240906594
TA100,TA98_S9,17,0.8616216216216216,0.8076261862192271,0.8035714285714286,0.6818181818181818,0.8943605877229176,0.7377049180327868,0.6485940676076841
TA100,TA98_S9,18,0.8562162162162162,0.794743960023839,0.8075117370892019,0.6515151515151515,0.8946499793701004,0.7211740041928721,0.6323358497577929
TA100,TA98_S9,19,0.8529729729729729,0.7970247100353001,0.7857142857142857,0.6666666666666666,0.8933147664236922,0.721311475409836,0.6262420869610201
TA100,TA1537,0,0.8432432432432433,0.7788417457479484,0.7793427230046949,0.6287878787878788,0.879902466419108,0.6960167714884696,0.5982196623510604
TA100,TA1537,1,0.8464864864864865,0.7890736028973548,0.7723214285714286,0.6553030303030303,0.881481226791363,0.709016393442623,0.6094781014760221
TA100,TA1537,2,0.8540540540540541,0.7966436299454454,0.7918552036199095,0.6628787878787878,0.8827849218356026,0.7216494845360824,0.6283263156311105
TA100,TA1537,3,0.8486486486486486,0.7860364232338514,0.7897196261682243,0.6401515151515151,0.8812577362123505,0.7071129707112972,0.6126498627213764
TA100,TA1537,4,0.8475675675675676,0.787555013065603,0.7808219178082192,0.6477272727272727,0.8818365195067162,0.7080745341614907,0.6109831372181902
TA100,TA1537,5,0.8518918918918919,0.7917182414156696,0.7926267281105991,0.6515151515151515,0.8824697428139183,0.7151767151767152,0.6217986572774504
TA100,TA1537,6,0.8475675675675676,0.785279993581809,0.786046511627907,0.6401515151515151,0.8830915050657864,0.7056367432150312,0.6100361908040389
TA100,TA1537,7,0.8551351351351352,0.7951250401136937,0.8009259259259259,0.6553030303030303,0.8854668087837528,0.7208333333333333,0.6300699319229499
TA100,TA1537,8,0.8540540540540541,0.7932311007197543,0.8,0.6515151515151515,0.8804525970751386,0.7181628392484342,0.6270386558216777
TA100,TA1537,9,0.8518918918918919,0.7951307706413606,0.7847533632286996,0.6628787878787878,0.8814153257231926,0.7186858316221766,0.6231982040553785
TA100,TA1537,10,0.8540540540540541,0.7932311007197543,0.8,0.6515151515151515,0.8810485719525055,0.7181628392484342,0.6270386558216777
TA100,TA1537,11,0.8432432432432433,0.7833917847155366,0.7692307692307693,0.6439393939393939,0.8799826938064457,0.7010309278350515,0.6002573390946733
TA100,TA1537,12,0.8508108108108108,0.7955118507312153,0.7787610619469026,0.6666666666666666,0.8817562921193783,0.7183673469387756,0.6211761650572069
TA100,TA1537,13,0.8443243243243244,0.7818731948837849,0.7777777777777778,0.6363636363636364,0.8856444551414295,0.7000000000000001,0.601778231501171
TA100,TA1537,14,0.8454054054054054,0.7905921927291064,0.7641921397379913,0.6628787878787878,0.8808164855819924,0.7099391480730224,0.6081269775714517
TA100,TA1537,15,0.8475675675675676,0.7921050520331911,0.7709251101321586,0.6628787878787878,0.8778996469994959,0.7128309572301426,0.6130997191836738
TA100,TA1537,16,0.8486486486486486,0.7848989134919544,0.7924528301886793,0.6363636363636364,0.8831230229679549,0.7058823529411764,0.6122246145186497
TA100,TA1537,17,0.8497297297297297,0.7867928528858937,0.7934272300469484,0.6401515151515151,0.8838250126071608,0.7085953878406708,0.6152777560544267
TA100,TA1537,18,0.8486486486486486,0.7860364232338514,0.7897196261682243,0.6401515151515151,0.8816015678723697,0.7071129707112972,0.6126498627213764
TA100,TA1537,19,0.8518918918918919,0.7928557511575666,0.7899543378995434,0.6553030303030303,0.8818651721450512,0.7163561076604555,0.6222458919671779
TA100,TA1537_S9,0,0.84,0.7822600055013065,0.7566371681415929,0.6477272727272727,0.8843207032503552,0.6979591836734693,0.5933203265198428
TA100,TA1537_S9,1,0.8421621621621621,0.7814978453215973,0.7681818181818182,0.6401515151515151,0.8801116306789529,0.6983471074380165,0.5971753391871917
TA100,TA1537_S9,2,0.8518918918918919,0.7939932608994635,0.7873303167420814,0.6590909090909091,0.8801574749002888,0.7175257731958763,0.6227125203238231
TA100,TA1537_S9,3,0.8432432432432433,0.7845292944574336,0.7668161434977578,0.6477272727272727,0.8799655022234447,0.702258726899384,0.6008121244751246
TA100,TA1537_S9,4,0.8389189189189189,0.776953536881676,0.7625570776255708,0.6325757575757576,0.8822090038050703,0.6915113871635611,0.5884576277202149
TA100,TA1537_S9,5,0.8454054054054054,0.7871796635034154,0.7713004484304933,0.6515151515151515,0.8831230229679549,0.7063655030800822,0.606408644370188
TA100,TA1537_S9,6,0.8486486486486486,0.7917239719433365,0.7767857142857143,0.6590909090909091,0.881939669004722,0.7131147540983607,0.6150660966376881
TA100,TA1537_S9,7,0.8432432432432433,0.7845292944574336,0.7668161434977578,0.6477272727272727,0.8793695273460781,0.702258726899384,0.6008121244751246
TA100,TA1537_S9,8,0.8529729729729729,0.8004372392609911,0.7782608695652173,0.678030303030303,0.8808823866501628,0.7246963562753036,0.6278127496152284
TA100,TA1537_S9,9,0.8454054054054054,0.7860421537615183,0.7737556561085973,0.6477272727272727,0.8817391005363774,0.7051546391752577,0.6058711344019607
TA100,TA1537_S9,10,0.8454054054054054,0.7849046440196213,0.776255707762557,0.6439393939393939,0.8806818181818182,0.7039337474120083,0.6053517598436964
TA100,TA1537_S9,11,0.8421621621621621,0.7803603355797002,0.7706422018348624,0.6363636363636364,0.8788108008985467,0.6970954356846473,0.5966385441267855
TA100,TA1537_S9,12,0.8475675675675676,0.787555013065603,0.7808219178082192,0.6477272727272727,0.8796961674230963,0.7080745341614907,0.6109831372181902
TA100,TA1537_S9,13,0.8464864864864865,0.7822485444459726,0.7877358490566038,0.6325757575757576,0.879618805299592,0.7016806722689075,0.6065291868049384
TA100,TA1537_S9,14,0.8367567567567568,0.7754406775775913,0.755656108597285,0.6325757575757576,0.8777879017099895,0.688659793814433,0.5834159531728108
TA100,TA1537_S9,15,0.8432432432432433,0.7833917847155366,0.7692307692307693,0.6439393939393939,0.8798709485169396,0.7010309278350515,0.6002573390946733
TA100,TA1537_S9,16,0.8421621621621621,0.7826353550634942,0.7657657657657657,0.6439393939393939,0.8807821024159905,0.6995884773662552,0.5977299623727268
TA100,TA1537_S9,17,0.8443243243243244,0.7818731948837849,0.7777777777777778,0.6363636363636364,0.8780801586210059,0.7000000000000001,0.601778231501171
TA100,TA1537_S9,18,0.8432432432432433,0.7845292944574336,0.7668161434977578,0.6477272727272727,0.8804955760326412,0.702258726899384,0.6008121244751246
TA100,TA1537_S9,19,0.8497297297297297,0.7924804015953789,0.7802690582959642,0.6590909090909091,0.8816072984000366,0.7145790554414784,0.617601684160315
TA100,TA102,0,0.8432432432432433,0.7833917847155366,0.7692307692307693,0.6439393939393939,0.8794784073717509,0.7010309278350515,0.6002573390946733
TA100,TA102,1,0.8464864864864865,0.7845235639297666,0.7824074074074074,0.6401515151515151,0.8836072525558155,0.7041666666666666,0.6074365715855269
TA100,TA102,2,0.8443243243243244,0.785285724109476,0.7702702702702703,0.6477272727272727,0.8808823866501627,0.7037037037037036,0.6033350820498904
TA100,TA102,3,0.841081081081081,0.7830164351533488,0.76,0.6477272727272727,0.8807878329436574,0.6993865030674846,0.5958048938376679
TA100,TA102,4,0.8389189189189189,0.7826410855911612,0.7510917030567685,0.6515151515151515,0.8808852519139964,0.6977687626774848,0.5914875671773364
TA100,TA102,5,0.8432432432432433,0.7856668041993307,0.7644444444444445,0.6515151515151515,0.8804583276028056,0.703476482617587,0.6013844385281244
TA100,TA102,6,0.8454054054054054,0.7814921147939302,0.784037558685446,0.6325757575757576,0.8811230688121762,0.70020964360587,0.6039056935855158
