TA100,TA100_S9,TA1535,TA1535_S9,TA97,TA97_S9,TA98,TA98_S9,TA1537,TA1537_S9,TA102,TA102_S9,standardised_smiles
0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12
,1.0,,,,,,1.0,,,,,Cc1cccn2c1nc1ccc(=N)[nH]c12
,,,,,,1.0,,,,,,Cc1cccn2c1nc1ccc(NO)nc12
0.0,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,Cc1cccnc1
0.0,0.0,,,,,,0.0,,,0.0,0.0,Cc1ccco1
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,Cc1cccs1
,1.0,,,,,,,,,,,Cc1ccnc2ccccc12
0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,Cc1ccncc1
0.0,,,,,,,0.0,,,,,Cc1ccsc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)nc1O
0.0,0.0,,,,,,,,,,,Cc1cn(C2CC(O)C(CO)O2)c(=O)nc1O
1.0,,,,,,,,,,,,Cc1cn(CC(O)CN=[N+]=[N-])c(=O)nc1O
1.0,,0.0,,,,1.0,,0.0,,,,Cc1cn2c(N=O)c(-c3ccc([N+](=O)[O-])cc3)nc2s1
1.0,,1.0,,,,1.0,,1.0,,,,Cc1cn2c([N+](=O)[O-])c(-c3ccc([N+](=O)[O-])cc3)nc2s1
0.0,0.0,,,,,,0.0,,,0.0,0.0,Cc1cnc(C)c(C)n1
0.0,,,,,,0.0,0.0,,,0.0,0.0,Cc1cnc(C)cn1
0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,Cc1cnc(S)nc1O
,,,,,,,1.0,,,,,Cc1cnc2c([nH]1)c(C)c(C)c1c2nc(=N)n1C
,,,,,,,1.0,,,,,Cc1cnc2c([nH]1)c(C)cc1c2nc(=N)n1C
,,,,,,,1.0,,,,,Cc1cnc2c(cc(C)c3c2[nH]c(=N)n3C)n1
,,,,,,,1.0,,,,,Cc1cnc2c(ccc3c2[nH]c(=N)n3C)n1
0.0,,,,,,,0.0,,,,,Cc1cnc2ccc3c(ncn3C)c2n1
0.0,1.0,,,,,0.0,0.0,,,,,Cc1cnc2ccccc2c1
,0.0,,,,,0.0,0.0,,,0.0,0.0,Cc1cnc2ccccc2n1
,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,Cc1cnc[nH]1
0.0,,,,,,1.0,,,,,,Cc1cncc(C)c1
0.0,0.0,,,,,,0.0,,,,0.0,Cc1cncc(C)n1
0.0,0.0,,,,,,0.0,,,0.0,0.0,Cc1cnccn1
,1.0,,,,,,,,,,,Cc1nc(-c2ccc([N+](=O)[O-])o2)cs1
0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,Cc1nc(=N)[nH]c(=N)[nH]1
,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Cc1nc(O)c(C#N)cc1-c1ccncc1
,,,,,,,,,,,,Cc1nc([N+](=O)[O-])cc2c1[nH]c1c([N+](=O)[O-])cc([N+](=O)[O-])cc12
,,,,,,,,,,,,Cc1nc2c(C)c(C)c3c([nH]c(=N)n3C)c2nc1C
,,,,,,,,,,,,Cc1nc2c(C)cc3c([nH]c(=N)n3C)c2nc1C
1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C(N1CC1)=CC2=O
1.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C(N1CCN(C)CC1)=CC2=O
1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=C(N1CC1)C2=O
0.0,,,,0.0,,1.0,1.0,,,,0.0,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=CC2=O
,,,,,,,1.0,,,,,Cc1nc2c(cc(C)c3c2nc(=N)n3C)[nH]c1C
,,,,,,,1.0,,,,,Cc1nc2c(ccc3c2nc(=N)n3C)[nH]c1C
,,,,,,,1.0,,,,,Cc1nc2c3c(ccc4ccc(O)cc43)ccc2n1C
,,,,,,,,,,,,Cc1nc2cc(C)c3ccc4ccc(O)cc4c3c2[nH]1
0.0,,,,,,0.0,1.0,,,,,Cc1nc2ccc(N(C)C)c(C)c2nc1C
0.0,1.0,,,,,0.0,,,,,,Cc1nc2ccc(N)c(C)c2nc1C
0.0,1.0,,,,,1.0,1.0,,,,,Cc1nc2ccc(N)cc2nc1C
,,,,,,,1.0,,,,,Cc1nc2ccc3ccc4ccc(O)cc4c3c2[nH]1
,,,,,,,1.0,,,,,Cc1nc2ccc3ccc4ccc(O)cc4c3c2n1C
,,,,,,,1.0,,,,,Cc1nc2ccc3ccc4ccc(O)cc4c3c2o1
0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,Cc1nc2ccccc2s1
,,,,,,1.0,,,,,,Cc1ncc(CN=C(O)N(CCCl)N=O)c(=N)[nH]1
,,,,,,,,,,0.0,0.0,Cc1ncc(CO)c(CO)c1O
,,,,,,,,,,0.0,0.0,Cc1ncc(C[n+]2csc(CCO)c2C)c(=N)[nH]1
1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Cc1ncc([N+](=O)[O-])n1C
,0.0,,,,,,,,,,,Cc1ncc([N+](=O)[O-])n1CC(=O)O
1.0,1.0,,1.0,1.0,,0.0,,0.0,0.0,,1.0,Cc1ncc([N+](=O)[O-])n1CCO
0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,Cc1ncc2c(n1)CCC2
0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,Cc1ncc[nH]1
0.0,0.0,,,1.0,0.0,0.0,,,,0.0,0.0,Cc1nccc2c1[nH]c1ccccc12
0.0,0.0,,,,,0.0,0.0,,,0.0,,Cc1nccnc1C
0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Cc1nnc(O)nc1O
,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1
1.0,1.0,,,,,,,,,,,Cc1occ(O)c1O
,,,,0.0,0.0,0.0,,,,0.0,,Cc1occc(=O)c1O
0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,ClC(Br)Br
,,,,,,,,,,,,ClC(CBr)CBr
1.0,0.0,,,,,0.0,0.0,,,,,ClC(CC(Cl)(Cl)Cl)OC(Cl)CC(Cl)(Cl)Cl
0.0,0.0,,,1.0,1.0,1.0,0.0,,,,,ClC(Cl)(Cl)Br
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,ClC(Cl)(Cl)C(Cl)(Cl)Cl
,1.0,1.0,0.0,,,,,,,,,ClC(Cl)(Cl)C1CO1
1.0,0.0,0.0,0.0,,,,,,,,,ClC(Cl)(Cl)CC1CO1
0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,ClC(Cl)(Cl)Cl
,1.0,,,,,0.0,1.0,,,,,ClC(Cl)(Cl)c1ccccc1
,1.0,,,,,,,,,,,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
0.0,1.0,,,,,,,,,,,ClC(Cl)=C(Cl)C(Cl)=C(Cl)SCc1ccccc1
0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,ClC(Cl)=C(Cl)Cl
0.0,0.0,,,,,0.0,0.0,,,,,ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
0.0,0.0,,,,,0.0,,,,,,ClC(Cl)=C(Cl)c1ccc(Cl)c(Cl)c1Cl
0.0,0.0,,,,,0.0,0.0,,,,,ClC(Cl)=C(Cl)c1cccc(Cl)c1Cl
,0.0,,,0.0,,0.0,,,,,,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
0.0,0.0,,,,,0.0,0.0,,,,,ClC(Cl)=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,ClC(Cl)Br
1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,ClC(Cl)C(Cl)Cl
0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,ClC(Cl)Cl
1.0,1.0,,,,,1.0,,,,,,ClC(Cl)c1ccccc1
0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
1.0,1.0,,,,,,,,,,,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl
0.0,,0.0,,,,0.0,0.0,0.0,,,,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
1.0,,,,,,0.0,0.0,,,,,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ClC1C(Br)C(Br)C(Br)C(Br)C1Br
,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,ClC1C2(Cl)C3C4C5OC5C5C4C1(Cl)C(Cl)(C53)C2(Cl)Cl
,,,,,,,,,,,,ClC1C=Cc2cc3c4c(ccc5cccc(c54)C=3)c2=C1
1.0,,,,,,,,,,,,ClC1OC1CBr
1.0,1.0,1.0,,,,1.0,,,,,,ClC=C(Cl)C(Cl)Cl
,,,,,,,,,,,,ClC=C(Cl)COCCCl
,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,ClC=C(Cl)Cl
0.0,1.0,,,,,,,,,,,ClC=C(Cl)SCc1ccccc1
0.0,,,,,,,,,,,,ClC=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
,1.0,,1.0,,,1.0,1.0,0.0,0.0,,,ClC=CCCl
0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,ClC=CC[N+]12CN3CN(CN(C3)C1)C2
0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,ClC=CCl
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,ClC=C[As](Cl)Cl
1.0,1.0,,,1.0,1.0,1.0,,,,,,ClCBr
0.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,ClCC(Br)CBr
,,,,,,,,,,,,ClCC(Br)CCl
0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,ClCC(CCl)(CCl)CCl
1.0,1.0,,,,1.0,1.0,1.0,,,,,ClCC(Cl)(Cl)Cl
,,,,,,,,,,,,ClCC(Cl)CBr
0.0,1.0,,1.0,0.0,,0.0,0.0,0.0,0.0,,,ClCC(Cl)CCl
0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,ClCC(Cl)COCC(Cl)CCl
,0.0,,0.0,,0.0,0.0,,0.0,,,,ClCC(Cl)Cl
0.0,,,,,,,,,,,,ClCC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl
,,,,,,,,,,,,ClCC1(CCl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl
,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
,1.0,,1.0,1.0,,0.0,0.0,,0.0,,,ClCC1CO1
1.0,1.0,,,,,1.0,1.0,,,,,ClCC=CCCl
,,1.0,,,,,,,,,,ClCCBr
,0.0,,,,,,,,,,,ClCCC(Br)CBr
0.0,,,1.0,,,,0.0,0.0,,,,ClCCCBr
,0.0,,,,,,0.0,,,,,ClCCCCl
0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,,,ClCCCl
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,ClCCN(CCCl)CCCl
1.0,1.0,1.0,1.0,,,,,,,,,ClCCN(CCCl)c1ccc2ccccc2c1
1.0,,1.0,,,,,,,,,,ClCCNCCCN=c1c2ccccc2[nH]c2ccccc12
,,0.0,,,,1.0,,1.0,,,,ClCCNCCCNc1c2ccccc2nc2c1ccc1cccnc12
,,,1.0,,,,,,,,,ClCCNCCCl
,0.0,1.0,1.0,,,,,0.0,0.0,,,ClCCOCCCl
,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,ClCCOP(OCCCl)OCCCl
0.0,0.0,,,1.0,1.0,1.0,,,,1.0,1.0,ClCCSCCCl
1.0,1.0,,,,,,,,,,,ClCCSCc1ccccc1
1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,ClCCl
,,,,,,,,,,,,ClCOCCl
,,,,,,,,,,,,ClCc1c2ccccc2c(CCl)c2ccccc12
1.0,,,,,,,,,,,,ClCc1c2ccccc2c(Cl)c2ccccc12
0.0,,,,,,,,,,,,ClCc1c2ccccc2c2ccc3cccc4ccc1c2c43
,,,,,,,,,,,,ClCc1c2ccccc2cc2c1ccc1ccccc12
1.0,1.0,,,,,,1.0,,,,,ClCc1c2ccccc2cc2ccccc12
,,,,,,1.0,,,,,,ClCc1cc2c3c(cccc3c1)-c1ccccc1-2
1.0,,,,,,1.0,,,,,,ClCc1cc2c3ccccc3cc3ccc4cccc1c4c32
,,,,,,1.0,,,,,,ClCc1cc2cc3ccccc3c3ccc4cccc1c4c23
1.0,,,,,,1.0,,,,,,ClCc1cc2cccc3ccc4c5ccccc5cc1c4c32
,,,,,,1.0,,,,,,ClCc1cc2cccc3ccc4cc5ccccc5c1c4c32
0.0,,,,,,,,,,,,ClCc1ccc(Br)cc1
,,,,,,0.0,,,,,,ClCc1ccc(CCl)cc1
0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,ClCc1ccc(Cl)cc1
1.0,,,,,,1.0,,,,,,ClCc1ccc2c(c1)-c1cccc3cccc-2c13
1.0,,,,,,1.0,,,,,,ClCc1ccc2c3c(cccc13)-c1ccccc1-2
0.0,,,,,,0.0,,,,,,ClCc1ccc2ccc3cc4ccccc4c4ccc1c2c34
1.0,,,,,,1.0,,,,,,ClCc1ccc2ccc3cccc4ccc1c2c34
1.0,,,,,,,,,,,,ClCc1ccc2cccc3c2c1-c1ccccc1-3
,,,,,,,,,,,,ClCc1cccc(CCl)c1
1.0,,,,,,1.0,,,,,,ClCc1cccc2c1-c1cccc3cccc-2c13
1.0,,,,,,1.0,,,,,,ClCc1cccc2cc3ccc4cccc5ccc(c12)c3c45
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ClCc1ccccc1
,,,,,,0.0,,,,,,ClCc1ccccc1CCl
,1.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,ClCc1ccccn1
,1.0,,,,,0.0,,,,0.0,0.0,ClCc1cccnc1
,,,,0.0,0.0,0.0,,,,0.0,,ClCc1ccncc1
1.0,,,,,,,,,,,,ClN1C2c3ccccc3-c3ccccc3C21
,,,,,,,,,,,,ClNc1ccc2c(c1)Cc1ccccc1-2
,0.0,,0.0,,,0.0,0.0,,0.0,,,ClNc1nc(NCl)nc(NCl)n1
,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,Clc1c(Cl)c(Br)c2c(c1Cl)-c1nc3nc(nc4nc([n-]c5[n-]c(nc-2n1)c1c(Cl)c(Br)c(Cl)c(Br)c51)-c1c(Cl)c(Br)c(Cl)c(Cl)c1-4)-c1c(Br)c(Cl)c(Br)c(Cl)c1-3
0.0,0.0,,,,,0.0,,,,,,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Clc1c(Cl)c(Cl)c2ccccc2c1Cl
,,,,,,,1.0,,,,,Clc1c2ccccc2cc2c1ccc1ccccc12
,1.0,,,,,,,,,,,Clc1c2ccccc2cc2ccccc12
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Clc1cc(Cl)c(Cl)c(Cl)c1
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Clc1cc(Cl)c(Cl)cc1Cl
0.0,0.0,,,,,,1.0,,,,,Clc1cc(Cl)c2c(c1Cl)C1=NC2N=C2[N-]C(N=c3[n-]c(c4c(Cl)c(Cl)c(Cl)c(Cl)c34)=NC3=NC(=N1)c1c(Cl)c(Cl)c(Cl)c(Cl)c13)c1c(Cl)c(Cl)c(Cl)c(Cl)c12
0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,Clc1cc(Cl)cc(Cl)c1
0.0,0.0,,0.0,,,0.0,,,0.0,,,Clc1cc(Cl)nc(Cl)n1
,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
,1.0,,,,,,0.0,,,,,Clc1cc2c3ccccc3ccc2c2ccccc12
0.0,0.0,,,,,,1.0,,,,,Clc1cc2ccccc2c2ccccc12
,,,,,,0.0,0.0,,,,,Clc1ccc(-c2nc3ccccc3o2)cc1
0.0,,,,,,0.0,1.0,,,,,Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1
0.0,1.0,0.0,1.0,,,0.0,1.0,0.0,,,,Clc1ccc(C(Cl)(Cl)Cl)cc1
0.0,1.0,,,,,0.0,1.0,,,,,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl
0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
,0.0,,,,,,0.0,,,,,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
1.0,,1.0,,,,,,,,,,Clc1ccc(CC2CO2)cc1
,,,,,,,,,,,,Clc1ccc(CCC2CO2)cc1
1.0,,,,,,,,,,,,Clc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,Clc1ccc(CSc2ccc(Cl)cc2)cc1
0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,Clc1ccc(Cl)c(Cl)c1
0.0,,0.0,0.0,,,0.0,0.0,,,,,Clc1ccc(Cl)c(Cl)c1Cl
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Clc1ccc(Cl)cc1
0.0,0.0,,,0.0,0.0,,0.0,,,,,Clc1ccc(Cl)nc1
,,,,0.0,0.0,0.0,,,,,,Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl
0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
0.0,0.0,,,,,0.0,,,,,,Clc1ccc2cc3ccccc3cc2c1
,1.0,,,,,,1.0,,,,,Clc1ccc2ccc3cccc4ccc1c2c34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Clc1ccc2ccccc2c1
,,,,,,0.0,0.0,,,,,Clc1ccc2ccccc2n1
,1.0,,,,,,,,,,,Clc1ccc2ncccc2c1
,,,,,,1.0,1.0,,,,,Clc1ccc2oc3ccccc3c2c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl
,,,,,,0.0,,,,,,Clc1cccc(-c2nc3ccccc3o2)c1
,,,0.0,0.0,0.0,0.0,1.0,,,,,Clc1cccc(C(Cl)(Cl)Cl)n1
0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,Clc1cccc(Cl)c1
0.0,,,0.0,,,,0.0,0.0,0.0,,,Clc1cccc(Cl)c1Cl
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Clc1cccc(Cl)c1NC1=NCCN1
0.0,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,Clc1cccc(Cl)n1
0.0,0.0,,,,,,0.0,,,,,Clc1cccc2c1oc1ccccc12
0.0,0.0,,,,,,0.0,,,,,Clc1cccc2cc3ccccc3cc12
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,Clc1cccc2ccccc12
,,,,,,,,,,,,Clc1cccc2cccnc12
,1.0,,,,,,,,,,,Clc1cccc2ncccc12
,,,,,,0.0,0.0,,,,,Clc1cccc2oc3ccccc3c12
0.0,0.0,0.0,,,,0.0,,0.0,,,,Clc1ccccc1
,,,,,,0.0,0.0,,,,,Clc1ccccc1-c1nc2ccccc2o1
0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,Clc1ccccc1Cl
0.0,1.0,,,0.0,,0.0,1.0,,,,1.0,Clc1ccccn1
0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,Clc1cccnc1
0.0,,,,0.0,1.0,,0.0,,,0.0,0.0,Clc1cccnc1Cl
,1.0,,,,,,,,,,,Clc1ccnc2ccccc12
0.0,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,Clc1ccncc1
,0.0,,,,,0.0,,,,0.0,0.0,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1
,0.0,,,,,,,,,,,Clc1cnc2ccccc2c1
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,Clc1cncc(Cl)c1
0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,Clc1nc(Cl)[nH]c(=Nc2ccccc2Cl)n1
,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Clc1nc2ccccc2nc1Cl
0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,Clc1nnc(Cl)c2ccccc12
,,,,,,0.0,0.0,,,,,Clc1nncc2ccccc12
,,,,,,0.0,1.0,,,,,Clc1nncc2cccnc12
0.0,0.0,,,,,0.0,,,,,,Clc1nncc2ccncc12
0.0,0.0,,,,,0.0,0.0,,,,,Clc1nncc2cnccc12
0.0,0.0,,,,,0.0,0.0,,,,,Clc1nncc2ncccc12
,,,,,,1.0,,,,,,Cn1c(=N)[nH]c2c3ccc(O)nc3ccc21
0.0,1.0,,,,,0.0,1.0,,,,,Cn1c(=N)[nH]c2c3cccnc3ccc21
,,,,,,,,,,,,Cn1c(=N)[nH]c2c3ccncc3ccc21
,,,,,,,1.0,,,,,Cn1c(=N)[nH]c2c3cnccc3ccc21
,,,,,,,0.0,,,,,Cn1c(=N)[nH]c2c3nc(-c4ccccc4)c(-c4ccccc4)nc3ccc21
,,,,,,,,,,,,Cn1c(=N)[nH]c2c3ncccc3ccc21
,0.0,,,,,,1.0,,,,,Cn1c(=N)[nH]c2cc(C#N)ccc21
,1.0,,,,,,1.0,,,,,Cn1c(=N)[nH]c2cc(Cl)ccc21
,,,,,,,0.0,,,,,Cn1c(=N)[nH]c2cc(O)ccc21
,,,,,,,1.0,,,,,Cn1c(=N)[nH]c2cc3ccccc3cc21
,,,,,,,,,,,,Cn1c(=N)[nH]c2ccc(C#N)cc21
,1.0,,,,,,1.0,,,,,Cn1c(=N)[nH]c2ccc3ncccc3c21
,1.0,,,,,,1.0,,,,,Cn1c(=N)[nH]c2ccccc21
,,,,,,,1.0,,,,,Cn1c(=N)[nH]c2nc3ccccc3cc21
,,,,,,,0.0,,,,,Cn1c(=N)[nH]c2nc3cccnc3cc21
,,,,,,,0.0,,,,,Cn1c(=N)[nH]c2nc3ccncc3cc21
,,,,,,,1.0,,,,,Cn1c(=N)[nH]c2nc3cnccc3cc21
,,,,,,,,,,,,Cn1c(=N)[nH]c2nc3ncccc3cc21
,0.0,,,,,,1.0,,,,,Cn1c(=N)[nH]c2ncc(-c3ccccc3)cc21
,0.0,0.0,1.0,,,1.0,0.0,,0.0,,,Cn1c(=NN)sc2ccccc21
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cn1c(=O)c2c(ncn2C)n(C)c1=O
0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,Cn1c(=O)c2nc[nH]c2n(C)c1=O
0.0,0.0,,,0.0,0.0,1.0,,,,,0.0,Cn1c(CC(=O)OCCCl)c(C(=O)O)c2ccccc21
,,,,,,1.0,,,,,,Cn1c(N=[N+]=[N-])nc2c3ccccc3ccc21
,,,,,,1.0,,,,,,Cn1c(N=[N+]=[N-])nc2ccc3ccccc3c21
,,,,,,1.0,,,,,,Cn1c(N=[N+]=[N-])nc2ccc3ncccc3c21
,,,,,,1.0,,,,,,Cn1c(N=[N+]=[N-])nc2ccccc21
,,,,,,1.0,,,,,,Cn1c(N=[N+]=[N-])nc2ncc(-c3ccccc3)cc21
,,,,,,,,,,,,Cn1c(NO)nc2c3cccnc3ccc21
,,,,,,1.0,1.0,,,,,Cn1c(NO)nc2ncc(-c3ccccc3)cc21
,,,,,,0.0,0.0,,,,,Cn1c(NS(=O)(=O)O)nc2c3nc(CO)cnc3ccc21
,,,,,,1.0,1.0,,,1.0,1.0,Cn1c([N+](=O)[O-])cnc1-c1n[nH]c(=N)s1
0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O
,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,Cn1c([N+](=O)[O-])cnc1C1NC(CO)(CO)CO1
,,,,,,,,,,,,Cn1c([N+](=O)[O-])nc2c3cccnc3ccc21
,,,,,,1.0,,,,,,Cn1c([N+](=O)[O-])nc2ccccc21
,,,,,,1.0,,,,,,Cn1c([N+](=O)[O-])nc2ncc(-c3ccccc3)cc21
0.0,0.0,,,1.0,1.0,1.0,1.0,,,0.0,0.0,Cn1c2c(c3ccccc31)=N[N][N+](=O)C=2C(=O)OCCCl
,,,,,,,,1.0,1.0,,,Cn1c2cc(=[NH2+])ccc-2cc2ccccc21
,1.0,,,,,,,,,,,Cn1c2ccc3ccccc3c2c2c3ccccc3ccc21
,,0.0,0.0,,,,,1.0,1.0,,,Cn1c2cccc(=[NH2+])c-2cc2ccccc21
1.0,,,0.0,,,1.0,1.0,,,,,Cn1c2ccccc2c(=O)c2c(O)cc3c(c21)CC(C(C)(O)CCl)O3
