TA100,TA100_S9,TA1535,TA1535_S9,TA97,TA97_S9,TA98,TA98_S9,TA1537,TA1537_S9,TA102,TA102_S9,standardised_smiles
0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1
0.0,0.0,,0.0,,,0.0,0.0,,,,,CCCCCCCC(=O)Cl
,0.0,,,,,,,0.0,0.0,,,CCCCCCCC(=O)N=c1s[nH]c2ccccc12
,1.0,,,,,,,,,,,CCCCCCCC(=O)N=c1sn(C(=O)CCCCCCC)c2ccc([N+](=O)[O-])cc12
0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,CCCCCCCC(=O)O
,,,,0.0,,,,,,,0.0,CCCCCCCC1CCC(=O)O1
0.0,0.0,0.0,,,,,0.0,0.0,,,,CCCCCCCCBr
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,CCCCCCCCC
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,CCCCCCCCC1CO1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CC)CCCC
0.0,,,0.0,,,0.0,0.0,,0.0,,,CCCCCCCCC=CCCCCCCCC(=N)O
0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,CCCCCCCCC=CCCCCCCCC(=O)O
0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OC(OCCO)CC1OCCO
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,CCCCCCCCC=CCCCCCCCCCCCC(O)=NCCCCCCCCCCCCCCCCCC
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCCCCCC=O
0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,CCCCCCCCCC
,,,,,,,,,,,,CCCCCCCCCC(=O)N=c1sn(C(=O)CCCCCCCCC)c2ccc([N+](=O)[O-])cc12
0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,CCCCCCCCCC(=O)O
0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
,0.0,0.0,0.0,,,0.0,0.0,,,,,CCCCCCCCCC=CCc1cc(O)oc1O
0.0,0.0,,,,,0.0,0.0,,,,,CCCCCCCCCCC
0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,CCCCCCCCCCC1CO1
0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,CCCCCCCCCCC=Cc1cc(O)oc1O
0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,CCCCCCCCCCCC(=O)N(CCO)CCO
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,CCCCCCCCCCCC(=O)O
,,0.0,0.0,,,0.0,0.0,,0.0,,,CCCCCCCCCCCC(=O)OCCS(=O)(=O)O
0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC
0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,CCCCCCCCCCCC(O)=NCCO
0.0,0.0,0.0,,0.0,,0.0,,,,,,CCCCCCCCCCCCC1CO1
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,CCCCCCCCCCCCCC(=O)O
,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,CCCCCCCCCCCCCC(O)=N[N+](C)(C)CC(C)[O-]
0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,CCCCCCCCCCCCCCC1CO1
0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,CCCCCCCCCCCCCCCC(=O)O
0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCCCCC(=O)OCC(O)c1oc(O)c(O)c1O
,,,,,,,,,,,,CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4c5ccoc5C=CC4(C)C2CCC1C3
,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,CCCCCCCCCCCCCCCCC1CO1
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCCCCCCCCCCCCCCC(=N)O
0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CCCCCCCCCCCCCCCCCC(=O)O
,0.0,0.0,0.0,,,0.0,,,,,,CCCCCCCCCCCCCCCCCC(O)=NCCCCC(N=C(O)CCC(N=C(O)C(C)N=C(O)C(C)OC1C(O)C(CO)OC(O)C1N=C(C)O)C(=N)O)C(=O)O
0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,CCCCCCCCCCCCCCCCCC(O)=NCCN=C(O)CCCCCCCCCCCCCCCCC
0.0,,0.0,,,,,0.0,0.0,0.0,,,CCCCCCCCCCCCCCCCCC1=NCCN1CCO
0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,CCCCCCCCCCCCCCCCCCCC
0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,CCCCCCCCCCCCCCCCCCCCCCO
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,CCCCCCCCCCCCCCCCCCN
0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,CCCCCCCCCCCCCCCCCCO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCCCCCCCCCCCCCCCN
0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,CCCCCCCCCCCCCO
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,CCCCCCCCCCCCCl
,,,,,,,,,,,,CCCCCCCCCCCCN(C)N=O
0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,CCCCCCCCCCCCO
0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCCCCCCCCCCCOCC1CO1
0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,CCCCCCCCCCCCOCCO
0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,CCCCCCCCCCCCOS(=O)(=O)O
0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,CCCCCCCCCCCCS
0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,CCCCCCCCCCCCc1ccccc1
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC
,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCO
0.0,1.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,CCCCCCCCCCSCn1cc[n+](C)c1
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,CCCCCCCCCC[N+](C)(C)Cc1ccccc1
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,CCCCCCCCCc1ccc(O)cc1
0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,CCCCCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1
0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,CCCCCCCCCc1ccccc1Oc1ccccc1CCCCCCCCC
0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,CCCCCCCCO
0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,CCCCCCCCOP(=O)(OCCCCCCCC)OCCCCCCCC
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,CCCCCCCCOc1ccc(C(=O)O)cc1
0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,CCCCCCCCSCn1cc[n+](C)c1
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1
0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,CCCCCCCCn1sccc1=O
0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,CCCCCCCOc1ccccc1N=C(O)OC(C)CN(CC)CC
0.0,0.0,,,,,0.0,0.0,,,,,CCCCCCCOc1ccccc1N=C(O)OCCN1CCCCC1
0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,CCCCCCN=C(O)n1cc(F)c(O)nc1=O
0.0,1.0,,,,,,,,,,,CCCCCCN=[N+]=[N-]
,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,CCCCCCNCCCCCC
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
1.0,,,1.0,,,,,,,,,CCCCCCOCC1CO1
0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCCCOCCOCCO
0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,CCCCCC[N+](=O)[O-]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1
0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,CCCCCCc1ccc(O)cc1O
0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,CCCCCN
,1.0,,,,,,,,,,,CCCCCN(CCCC)N=O
,0.0,0.0,,,,0.0,0.0,,,,,CCCCCN(CCCCC)CCCCC
,1.0,,,,,,,,,,,CCCCCN(CCCCC)N=O
,,,1.0,,,,,,,,,CCCCCN(CCCCO)N=O
,0.0,0.0,,,,0.0,,0.0,0.0,,,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)N=C(O)c1ccc(Cl)c(Cl)c1
,,1.0,1.0,,,,,,,,,CCCCCN(N=O)C(=N)N[N+](=O)[O-]
1.0,,,,,,,,,,,,CCCCCN1C2c3ccccc3-c3ccccc3C21
,,,,,,1.0,,,,,,CCCCCN=C(O)C=Cc1ccc([N+](=O)[O-])o1
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCCN=c1s[nH]c2ccccc12
0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,CCCCCNCCCCC
,,,,,,1.0,,,,,,CCCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1
1.0,,1.0,1.0,,,,0.0,0.0,0.0,,,CCCCCON=O
1.0,,,,,,,,,,,,CCCCCOc1ccc(N=O)cc1
0.0,0.0,,0.0,,,0.0,0.0,,,,,CCCCCOc1cccc(N=C(O)OC2CCCCC2N2CCCC2)c1
0.0,0.0,,,,,0.0,0.0,,,0.0,,CCCCC[N+](=O)[O-]
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21
0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,CCCCCc1cc(O)cc(O)c1
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCCl
,1.0,,,,,,,,,,,CCCCCn1cc2c3c(cccc31)C1C=C(C)CN(C)C1C2
,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,CCCCN
,1.0,,,,,,,,,,,CCCCN(C)N=O
,,,1.0,,,,,,,,,CCCCN(CC(C)=O)N=O
0.0,1.0,,,,,,,,,,,CCCCN(CC(CO)Cc1ccccc1)N=O
,1.0,,,,,,,,,,,CCCCN(CC(CO)OCc1ccccc1)N=O
1.0,1.0,,,,,,,,,,,CCCCN(CC(O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O
0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,CCCCN(CC)CC
,,,,,,,,,,,,CCCCN(CCC(=O)OC)N=O
,,,1.0,,,,,,,,,CCCCN(CCC(C)=O)N=O
,,,,,,,,,,,,CCCCN(CCC)N=O
,0.0,0.0,0.0,,,,,,,,,CCCCN(CCCC(=O)O)N=O
0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,CCCCN(CCCC)CCCC
,1.0,0.0,1.0,,,,,,,,,CCCCN(CCCC)N=O
,,,,,,,,,,,,CCCCN(CCCCO)N=O
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCN(CCO)CCCC
,,,1.0,,,,,,,,,CCCCN(CCO)N=O
0.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,,,CCCCN(CCO[N+](=O)[O-])[N+](=O)[O-]
0.0,0.0,,,,,,,,,0.0,0.0,CCCCN(N)CCCC
1.0,1.0,1.0,,,,,,,,,,CCCCN(N=O)C(=N)N[N+](=O)[O-]
1.0,1.0,1.0,,,,,,,,,,CCCCN(N=O)C(=N)O
,1.0,,,,,,1.0,,,,,CCCCN(N=O)C(=O)OCC
,,1.0,,,,,,,,,,CCCCN(N=O)C(C=O)=NO
1.0,,,,,,,,,,,,CCCCN1C2c3ccccc3-c3ccccc3C21
,,,,,,,,,,,,CCCCN=C(O)C=Cc1ccc([N+](=O)[O-])o1
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CCCCN=C(O)n1c(N=C(O)OC)nc2ccccc21
,,1.0,,,,,,,,,,CCCCN=NC(C)(C)OO
,1.0,,,,,,,,,,,CCCCN=[N+]=[N-]
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCN=c1s[nH]c2ccccc12
0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,CCCCNCC
,,,,,,,,,,1.0,,CCCCNCCCNCCCN=C(O)c1csc(-c2csc(CCN=C(O)C(N=C(O)C(C)C(O)C(C)N=C(O)C(N=C(O)c3nc(C(CC(=N)O)NCC(N)C(=N)O)[nH]c(=N)c3C)C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(OC(=N)O)C3O)c3cnc[nH]3)C(C)O)n2)n1
0.0,0.0,,,,,0.0,0.0,,,,0.0,CCCCO
,,,0.0,,,,0.0,0.0,0.0,,,CCCCOB(OCCCC)OCCCC
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1
0.0,0.0,,,,,0.0,,,,0.0,0.0,CCCCOC(=O)C=CC(=O)OCCCC
,,,,,,,,,,,,CCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1
0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
,,,,0.0,,,,,,0.0,0.0,CCCCOC(=O)CCC
0.0,0.0,,,,,0.0,0.0,,,,0.0,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCOC(=O)c1ccc(N)cc1
,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,CCCCOC(=O)c1cccc2cccnc12
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC1
,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCOC(=O)c1ccccc1C(=O)OCCCC
,0.0,0.0,0.0,,,0.0,,0.0,,,,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,CCCCOC(=O)c1ccccc1N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,CCCCOC(C)=O
0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,CCCCOC(CC)CO
0.0,,,,,,0.0,0.0,,,0.0,0.0,CCCCOCC(=O)O
1.0,1.0,1.0,1.0,,,,,,,,,CCCCOCC1CO1
0.0,0.0,,,,,0.0,0.0,,,,0.0,CCCCOCC=O
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCCCOCCCC
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CCCCOCCO
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl
0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,CCCCOCCOCCO
0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,CCCCOCCOCCSC#N
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
0.0,,,,0.0,,0.0,,,,,,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC
1.0,1.0,,,,,,,,,,,CCCCON(OC(C)=O)C(=O)c1ccc(Br)cc1
1.0,1.0,,,,,,,,,,,CCCCON(OC(C)=O)C(=O)c1ccc(C(C)(C)C)cc1
1.0,1.0,,,,,,,,,,,CCCCON(OC(C)=O)C(=O)c1ccc(C)cc1
1.0,1.0,,,,,,,,,,,CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1
1.0,1.0,,,,,,,,,,,CCCCON(OC(C)=O)C(=O)c1ccc(OC)cc1
,,,,,,,,,,,,CCCCON(OC(C)=O)C(=O)c1ccc([N+](=O)[O-])cc1
1.0,1.0,,,,,,,,,,,CCCCON(OC(C)=O)C(=O)c1ccc2ccccc2c1
0.0,1.0,,,,,,,,,,,CCCCON(OC(C)=O)C(=O)c1cccc([N+](=O)[O-])c1
1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,,CCCCON=O
0.0,,,,,,,,,,1.0,,CCCCOO
0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,CCCCOP(=O)(OCCCC)OCCCC
,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCCCOP(=O)(OCCCC)Oc1ccccc1
1.0,1.0,,,,,,,,,,,CCCCOS(=O)(=O)c1ccc(C)cc1
1.0,,,,,,,,,,,,CCCCOS(=O)(=O)c1ccccc1
1.0,1.0,,,,,,,,,,,CCCCOS(C)(=O)=O
0.0,0.0,,,,,0.0,1.0,,,,,CCCCOc1cc(N=Nc2ccc(N(CC)CC)cc2)ccc1N=Nc1c(S(=O)(=O)O)cc2ccc(N)cc2c1O
0.0,0.0,,,,,0.0,1.0,,,,,CCCCOc1cc(N=Nc2ccccc2)ccc1N=Nc1c(S(=O)(=O)O)cc2ccc(N)cc2c1O
,0.0,,,,,,,,,,,CCCCOc1cc2c(c3ccc4ccccc4c13)CCC2=O
0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,CCCCOc1ccc(C=Nc2ccc(CC)cc2)cc1
,,,,,,,,,,,,CCCCOc1ccc(N=O)cc1
0.0,,0.0,,,,,,1.0,,,,CCCCOc1ccc2[nH]c3cc(Cl)ccc3c(=NCCCN(CC)CCCl)c2n1
0.0,,,,,,1.0,,,,,,CCCCOc1ccc2[nH]c3cc(Cl)ccc3c(=NCCCNCCCl)c2n1
0.0,,0.0,0.0,,,0.0,,,0.0,,,CCCCSCCC(N)C(=O)O
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,CCCC[N+](=O)[O-]
0.0,0.0,,,,,,0.0,,,,0.0,CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
0.0,,,,,,0.0,,,,,,CCCCc1ccc(N=Cc2ccc(OC)cc2)cc1
0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,,,CCCN(C(=O)CCCl)c1snc2ccccc12
0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,CCCN(CCC)C(=O)SCC
0.0,1.0,,,,,0.0,,,,,,CCCN(CCC)CCc1cccc2[nH]c3c(C)ccc(C)c3c12
0.0,1.0,,1.0,,,,,,,,1.0,CCCN(CCC)N=O
,,0.0,0.0,,,0.0,0.0,,,,,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
,,,1.0,,,,,,,,,CCCN(CCCC(=O)O)N=O
,,,1.0,,,,,,,,,CCCN(CCCCO)N=O
1.0,1.0,1.0,1.0,,,,,,,,,CCCN(N=O)C(=N)N[N+](=O)[O-]
,,1.0,,,,,,,,,,CCCN(N=O)C(=N)O
,,,,,,1.0,,,,,,CCCN=C(O)C=Cc1ccc([N+](=O)[O-])o1
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCCN=C(O)NS(=O)(=O)c1ccc(Cl)cc1
,,1.0,,,,,,,,,,CCCN=NC(C)(C)OO
,0.0,,0.0,,,0.0,,,0.0,,,CCCN=c1s[nH]c2ccccc12
0.0,0.0,,0.0,,,,,0.0,0.0,,,CCCNCCC
0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,CCCO
,,,,,,1.0,,,,,,CCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1
0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,CCCOC(=O)c1cc(O)c(O)c(O)c1
0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1
1.0,1.0,,,,,,,,,,,CCCON(OC(C)=O)C(=O)c1ccccc1
,,1.0,1.0,,,0.0,0.0,0.0,0.0,,,CCCON=O
1.0,,,,,,,,,,,,CCCOO
1.0,1.0,,,,,,,,,,,CCCOS(=O)(=O)c1ccc(C)cc1
1.0,1.0,,,,,,,,,,,CCCOS(=O)(=O)c1ccccc1
1.0,1.0,,,,,,,,,,,CCCOS(C)(=O)=O
0.0,0.0,,,,,,1.0,,,,,CCCOc1cc(N=Nc2ccc(N(CC)CC)cc2)ccc1N=Nc1c(S(=O)(=O)O)cc2ccc(N)cc2c1O
0.0,0.0,,,,,0.0,1.0,,,,,CCCOc1cc(N=Nc2ccc(N(CCO)CCO)cc2)ccc1N=Nc1c(S(=O)(=O)O)cc2ccc(N)cc2c1O
0.0,0.0,,,,,,1.0,,,,,CCCOc1cc(N=Nc2ccccc2)ccc1N=Nc1c(S(=O)(=O)O)cc2ccc(N)cc2c1O
,0.0,,,,,,,,,,,CCCOc1cc2c(c3ccc4ccccc4c13)CCC2=O
,,,,,,,,,,,,CCCOc1ccc(N)cc1N
1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,CCCS(=O)(=O)n1ncc(Cl)c(Cl)c1=O
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,CCCSC(=O)Cl
0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,CCC[N+](=O)[O-]
0.0,,,,,,,,,,,,CCCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O
0.0,0.0,,,,,0.0,0.0,,,,,CCCc1oc(=O)ccc1O
,,1.0,1.0,,,0.0,0.0,0.0,0.0,,,CCCl
,1.0,,,,,,,,,,,CCCn1cc2c3c(cccc31)C1C=C(C)CN(C)C1C2
,,,,,,,,,,,,CCCn1cc2c3c(cccc31)C1CC(C)CN(C#N)C1C2
,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,CCN(C(=O)CCCCl)c1snc2ccccc12
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1
0.0,0.0,,,,,0.0,,,,,,CCN(C(=S)S)c1ccccc1
,,,,,,,1.0,,,,,CCN(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2
,,,,,,,,,,,,CCN(C)N=O
,,1.0,,,,,,,,,,CCN(C=O)N=O
,1.0,,,,,1.0,1.0,,,,,CCN(CC(=O)c1ccc(N[N])c(O)c1)N=O
,,0.0,0.0,,,0.0,0.0,,,0.0,,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,CCN(CC)C(=O)Cc1ccccc1
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCN(CC)C(=O)c1cccc(C)c1
0.0,0.0,,,,,,0.0,,,,,CCN(CC)C(=S)S
0.0,,,,,,0.0,0.0,,,,,CCN(CC)C(=S)SC1OC(CO)C(O)C(O)C1O
0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,CCN(CC)C(=S)SSC(=S)N(CC)CC
0.0,0.0,,,,,0.0,0.0,,,,,CCN(CC)C(=S)SSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O
0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,CCN(CC)C(O)=Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,CCN(CC)CC
0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1
0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
,,,,,,,,,,,,CCN(CC)CC(=O)N=c1c(C(=O)c2ccccc2F)c(C)[nH]n1C
0.0,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,,,CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12
0.0,,,,,0.0,1.0,,,,0.0,0.0,CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12
,,,0.0,1.0,,,0.0,,0.0,0.0,0.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
0.0,0.0,,,,,0.0,0.0,,,,,CCN(CC)CCCN
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1
0.0,0.0,,,,,,0.0,1.0,1.0,,,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12
1.0,,0.0,0.0,,,1.0,1.0,,1.0,,,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
,,,,,,,,1.0,1.0,,,CCN(CC)CCNc1ccc2nc(C)n3c4ccc(O)cc4c(=O)c1c23
,,,,,,,,1.0,1.0,,,CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23
0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,CCN(CC)CCO
0.0,,,,,,,,,,0.0,0.0,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
1.0,,,,,,,,,,,,CCN(CC)N(O)N=O
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,0.0,CCN(CC)N=O
0.0,0.0,,,,,0.0,0.0,,,,,CCN(CC)S(=O)(=O)c1ccc(N)cc1
