TA100,TA100_S9,TA1535,TA1535_S9,TA97,TA97_S9,TA98,TA98_S9,TA1537,TA1537_S9,TA102,TA102_S9,standardised_smiles,CAS
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(CC)C(=S)SSC(=S)N(CC)CC,['97-77-8']
0.0,0.0,,,,,0.0,0.0,,,,,CCN(CC)C(=S)SSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O,['128531-59-9']
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,CCN(CC)C(O)=Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,"['56980-93-9', '57470-78-7']"
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(CC)CC,['121-44-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,['129927-33-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,['5633-20-5']
,,,,,,,,,,,,CCN(CC)CC(=O)N=c1c(C(=O)c2ccccc2F)c(C)[nH]n1C,['85747-92-8']
0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,,,CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,"['6151-30-0', '69-05-6']"
0.0,0.0,,,0.0,0.0,1.0,0.0,,,0.0,0.0,CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,['491-92-9']
0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,"['54-05-7', '50-63-5']"
0.0,0.0,,,,,0.0,0.0,,,,,CCN(CC)CCCN,['104-78-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,['33237-74-0']
0.0,0.0,0.0,1.0,,,0.0,0.0,1.0,1.0,,,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,['479-50-5']
1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,['23255-93-8']
,,,,,,,,1.0,1.0,,,CCN(CC)CCNc1ccc2nc(C)n3c4ccc(O)cc4c(=O)c1c23,['138154-40-2']
,,,,,,,,1.0,1.0,,,CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23,['138154-39-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(CC)CCO,['100-37-8']
0.0,0.0,,,,,,,,,0.0,0.0,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,['86-42-0']
1.0,,1.0,,,,,,,,,,CCN(CC)N(O)N=O,"['86831-65-4', '92382-74-6', '138475-09-9']"
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,0.0,CCN(CC)N=O,['55-18-5']
0.0,0.0,,,,,0.0,0.0,,,,,CCN(CC)S(=O)(=O)c1ccc(N)cc1,['1709-39-3']
0.0,0.0,,,,,0.0,0.0,,,,,CCN(CC)S(=O)(=O)c1ccc(N=C(C)O)cc1,['2080-32-2']
1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,CCN(CC)c1cc(N=C(C)O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,['56548-64-2']
0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,1.0,,,CCN(CC)c1cc(N=C(C)O)c(N=Nc2ccc([N+](=O)[O-])cc2)cc1OC,['81924-79-0']
0.0,0.0,,,,,0.0,1.0,,,,,CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c2cc1C,['3520-42-1']
,,,,,,,,,,,,CCN(CC)c1ccc(-c2ccc(-c3ccc(-c4ccc(N(CC)CC)cc4)cc3)cc2)cc1,['53693-68-8']
,,,,,,,,,,,,CCN(CC)c1ccc(-c2ccccc2)c(-c2ccccc2)c1N(CC)CC,['53693-66-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1,['2390-59-2']
,1.0,,,,,,,,,,,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,['633-03-4']
0.0,,0.0,0.0,0.0,,0.0,1.0,,,,,CCN(CC)c1ccc(N)cc1,['93-05-0']
0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,,CCN(CC)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,['67875-01-8']
1.0,1.0,0.0,1.0,,,0.0,1.0,0.0,1.0,0.0,1.0,CCN(CC)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,['159860-07-8']
0.0,0.0,,,,,0.0,1.0,,,,,CCN(CC)c1ccc(N=Nc2ccc(N=Nc3c(S(=O)(=O)O)cc4ccc(N)cc4c3O)c(OC)c2)cc1,['127750-18-9']
0.0,0.0,,,,,0.0,1.0,,,,,CCN(CC)c1ccc(N=Nc2ccc(N=Nc3c(S(=O)(=O)O)cc4ccc(N)cc4c3O)c(OCCO)c2)cc1,['127750-22-5']
0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,,CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,['3025-52-3']
1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)cc1,['35945-34-7']
0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,,CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,['3025-42-1']
,,,,,,,0.0,,,,,CCN(CC)c1ccc(N=Nc2ccccc2)cc1,['2481-94-9']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CCN(CC)c1ccc(N=O)c(O)c1,['25953-06-4']
1.0,,,,,,,,,,,,CCN(CC)c1ccc(N=O)cc1,['120-22-9']
,,,,,,,1.0,,,,,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,"['81-88-9', '23857-51-4']"
,,,,,,,,,,,,CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,['41934-47-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,['91-44-1']
,,,,,,,,,,,,CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,['41044-12-6']
,1.0,,,,,,,,,,,CCN(CC)c1ccc2nc3c(cc(N)c4ccccc43)[o+]c2c1,['53340-16-2']
0.0,0.0,,,,,1.0,0.0,,,,,CCN(CC)c1ccc2nc3ccc(N(CC)CC)cc3[o+]c2c1,['33203-82-6']
0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,,,CCN(CC)c1cccc(O)c1,['91-68-9']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN(CC)c1ccccc1,['91-66-7']
,1.0,,,,,,1.0,,,,,CCN(CCC#N)c1cc(N=C(C)O)c(-n2nc3c(Br)cc(N)c(Cl)c3n2)cc1OC,['215245-16-2']
,,,,,,1.0,1.0,,,,,CCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,['13301-61-6']
,,,1.0,,,,,,,,,CCN(CCCC(=O)O)N=O,['54897-63-1']
,,,1.0,,,,,,,,,CCN(CCCCO)N=O,['54897-62-0']
1.0,,0.0,,,,1.0,,1.0,,,,CCN(CCCl)CCCN=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,['146-59-8']
1.0,,0.0,,,,1.0,,1.0,,,,CCN(CCCl)CCCN=c1c2ccc(Cl)cc2[nH]c2ccc(OC)nc12,['38915-28-5']
1.0,,0.0,,,,1.0,,1.0,,,,CCN(CCCl)CCCN=c1c2ccccc2[nH]c2ccccc12,['38914-97-5']
1.0,,0.0,,,,1.0,,1.0,,,,CCN(CCCl)CCCNc1c2ccccc2nc2c(OC)cccc12,['38915-14-9']
1.0,,0.0,,,,1.0,,1.0,,,,CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1ccccc12,['4251-89-2']
1.0,,0.0,,,,1.0,,1.0,,,,CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,['39013-93-9']
0.0,,,,,,0.0,,,,0.0,,CCN(CCCl)c1ccc(-c2nc3cc(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)ccc3[nH]2)cc1,['166546-18-5']
1.0,,0.0,,,,1.0,,1.0,,0.0,,CCN(CCCl)c1ccc(CCCN=c2c3ccccc3[nH]c3ccccc23)cc1,['125486-24-0']
1.0,,0.0,,,,1.0,,1.0,,0.0,,CCN(CCCl)c1ccc(OCCCCCN=c2c3ccccc3[nH]c3ccccc23)cc1,['155798-37-1']
,,,1.0,,,,,,,,,CCN(CCO)N=O,['13147-25-6']
0.0,,1.0,1.0,,,0.0,0.0,0.0,0.0,,,CCN(CCO[N+](=O)[O-])[N+](=O)[O-],['85068-73-1']
1.0,1.0,,,,,1.0,1.0,1.0,,,,CCN(CC[N+](C)(C)C)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,['14097-03-1']
0.0,,,,,,0.0,,,,,,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,"['3844-45-9', '2650-18-2']"
0.0,0.0,,,,,0.0,1.0,,,,,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)cc1,['1694-09-3']
,1.0,,,,,,1.0,,,,,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(S(=O)(=O)O)cc2)cc1,['5141-20-8']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CCN(Cc1ccccc1)c1ccccc1,['92-59-1']
0.0,0.0,,,,,,,,,0.0,0.0,CCN(N)CC,['616-40-0']
1.0,0.0,,,,,,,,,0.0,1.0,CCN(N)c1ccccc1,['644-21-3']
1.0,1.0,1.0,1.0,,,,,,1.0,,,CCN(N=O)C(=N)N[N+](=O)[O-],['4245-77-6']
1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,CCN(N=O)C(=N)O,['759-73-9']
,,1.0,1.0,,,,,,,,,CCN(N=O)C(=O)N(C)C,['50285-71-7']
,,1.0,,,,,,,,,,CCN(N=O)C(C=O)=NO,['112380-29-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN(N=O)c1ccccc1,['612-64-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN1CCN(C(O)=NC(C(O)=NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,"['59703-84-3', '61477-96-1']"
,,,,,,,,,,1.0,,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,['93106-60-6']
,,1.0,,,,,,,,,,CCN1CCN=N1,['17886-23-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN1CCNC(=O)C1=O,['59702-31-7']
0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,CCN1CCOCC1,['100-74-3']
,,,,,,1.0,,,,,,CCN=C(O)C=Cc1ccc([N+](=O)[O-])o1,['6755-16-4']
,,,,0.0,0.0,,,,,0.0,0.0,CCN=C(O)CCC(N)C(=O)O,['3081-61-6']
,,1.0,,,,,,,,,,CCN=C(O)N(CCN(C)C)N=O,['142713-78-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN=C(O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,['57470-96-9']
,,,,0.0,0.0,,,,,0.0,0.0,CCN=C=S,['542-85-8']
,,0.0,,,,,,,,,,CCN=NC(C)(C)OO,['149127-57-1']
,,1.0,,,,,,,,,,CCN=NNCC,['63980-20-1']
,,1.0,,,,,,,,,,CCN=NO,"['98114-63-7', '98114-60-4']"
0.0,,,,0.0,,0.0,,,,,,CCN=c1[nH]c(Cl)nc(=N)[nH]1,['1007-28-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,['989-38-8']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,['1912-24-9']
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,['122-34-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,CCN=c1nc(Cl)nc(NC(C)(C)C#N)[nH]1,['21725-46-2']
0.0,,,,0.0,,0.0,,,,,,CCN=c1nc(O)[nH]c(=NC(C)C)[nH]1,['2163-68-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCN=c1s[nH]c2ccccc12,['703-83-3']
1.0,,1.0,,,,,,,,,,CCNC(=N)N(N=O)[N+](=O)[O-],['63885-23-4']
,,,,,,,,,,,,CCNC(C)CC(C)NCC,"['151436-58-7', '151526-57-7']"
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCNCC,['109-89-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,['129927-37-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCNCCN,['110-72-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CCNNCC,['7699-31-2']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CCNS(=O)(=O)c1ccc(C)cc1,"['80-39-7', '8047-99-2']"
0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,CCNc1cc(O)ccc1C,['120-37-6']
,,,,,,,,,,,,CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C,['54854-14-7']
,,,,,,,,,,,,CCNc1cc2oc(=O)cc(C)c2cc1C,['26078-25-1']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,CCNc1ccc(O)cc1,['621-31-8']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCNc1ccccc1,['103-69-5']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCO,['64-17-5']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=N)O,['51-79-6']
,,,,,,0.0,0.0,,,,,CCOC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(=O)OCC)C(=O)OCC)c(Cl)c2)cc1Cl)C(=O)OCC,['103124-60-3']
,,,,,,,0.0,,,,,CCOC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(=O)OCC)C(=O)OCC)c(OC)c2)cc1OC)C(=O)OCC,['103124-59-0']
,,,,,,,0.0,,,,,CCOC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(=O)OCC)C(=O)OCC)cc2)cc1)C(=O)OCC,['103124-62-5']
0.0,0.0,,,,,,,,,,0.0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,['637-07-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)C(C)=O,['617-35-6']
1.0,,,,,,,,,,,,CCOC(=O)C(C)Br,['535-11-5']
1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,,,CCOC(=O)C(CCSC)CC(=O)C(Cc1cccc(N(CCCl)CCCl)c1)N=C(O)C(N)Cc1ccc(F)cc1,['83996-50-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,['83435-67-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,['87679-37-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)C(Cl)C(C)=O,['609-15-4']
,,,,,,,,,,1.0,,CCOC(=O)C(N)CS,['3411-58-3']
,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,['2597-03-7']
0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,CCOC(=O)C1(CCCCCCOCc2cccs2)CO1,['327969-65-3']
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC2COC3(CCCC3)O2)C1c1cccc(Cl)c1,['155506-70-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)C1C(C=C(C)C)C1(C)C,['97-41-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)C1OC1(C)c1ccccc1,['77-83-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)C1OC1C(O)=NC(CC(C)C)C(O)=NCCC(C)C,['88321-09-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)C1OC1c1ccccc1,['121-39-1']
,,,,,,1.0,,,,,,CCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,['1874-12-0']
,,1.0,,,,,,,,,,CCOC(=O)C=NC(=O)[CH+]N[NH-],['999-29-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)CBr,['105-36-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)CC(=O)CCl,['638-07-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)CC(=O)OCC,['105-53-3']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)CC(C)=O,['141-97-9']
,,,,0.0,0.0,,,,,0.0,0.0,CCOC(=O)CC(C)C,['108-64-5']
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,['1634-78-2']
0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,CCOC(=O)CC(SP(=O)(OC)SC)C(=O)OCC,['3344-12-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,['121-75-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)CC1OCCc2c1[nH]c1c(C(C)O)cccc21,['101901-08-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)CC1OCCc2c1[nH]c1c(C)cccc21,['41340-19-6']
0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)CC1OCCc2c1[nH]c1c(CC)c(O)ccc21,['101901-07-9']
0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,CCOC(=O)CC1OCCc2c1[nH]c1c(CC)cc(O)cc21,['101901-06-8']
,,,,,,,,,,0.0,,CCOC(=O)CCl,['105-39-5']
0.0,0.0,,,,,,,,,,,CCOC(=O)CN=C(O)C(C)(C)Br,['105427-04-1']
1.0,1.0,,,,,,,,,,,CCOC(=O)CN=C(O)C(C)Br,['25413-02-9']
0.0,0.0,,,,,,,,,,,CCOC(=O)CN=C(O)CBr,['15088-70-7']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCOC(=O)CN=C(O)CCCCSc1ncnc2[nH]cnc12,['22181-94-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,['119-41-5']
0.0,,0.0,,,,0.0,,,,,,CCOC(=O)C[n+]1csc2ccccc21,['75584-89-3']
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,CCOC(=O)Cc1c(C(=O)O)c2ccccc2n1C,['75996-85-9']
0.0,,1.0,,,,0.0,,,,,,CCOC(=O)N(C)C,['687-48-9']
1.0,,1.0,,,,,,,,,,CCOC(=O)N(CCC=O)N=O,['151751-83-6']
1.0,,,,,,,,,,,,CCOC(=O)N(CCCC(=O)c1cccnc1)N=O,['68743-68-0']
1.0,,,,,,,,,,,,CCOC(=O)N(N=O)C(CCC=O)c1cccnc1,['107759-11-5']
0.0,,,,,,0.0,,,,,,CCOC(=O)OC(=O)OCC,['1609-47-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)OCC,['105-58-8']
,1.0,,,,,,,,,,,CCOC(=O)c1[nH]c(C)c(C(=O)c2c(O)c(O)n(Cc3cccnc3)c2-c2ccc(Cl)cc2)c1C,['5280-10-4']
0.0,0.0,,,1.0,0.0,0.0,0.0,,,0.0,0.0,CCOC(=O)c1[nH]c2ccccc2c1N=Cc1cc(OC)c(OC)c(OC)c1,['143603-75-2']
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,CCOC(=O)c1[nH]c2ccccc2c1N=Cc1ccc(C)cc1,['143603-81-0']
0.0,0.0,,,1.0,0.0,0.0,0.0,,,0.0,0.0,CCOC(=O)c1[nH]c2ccccc2c1N=Cc1ccc(N=C(C)O)cc1,['143603-79-6']
0.0,0.0,,,1.0,0.0,0.0,0.0,,,0.0,0.0,CCOC(=O)c1[nH]c2ccccc2c1N=Cc1ccc(O)cc1,['143603-80-9']
0.0,0.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,CCOC(=O)c1[nH]c2ccccc2c1N=Cc1ccc([N+](=O)[O-])cc1,['143603-72-9']
0.0,0.0,,,,,0.0,0.0,,,,,CCOC(=O)c1cc(Cc2ccc(N)c(C(=O)OCC)c2)ccc1N,['15403-44-8']
,,,,,,,,,,,,CCOC(=O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,['55804-66-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)c1cccc2cccnc12,['25635-22-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)c1ccccc1C(=O)OCC,['84-66-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(=O)c1ccccc1N,['87-25-2']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCOC(C)(C)C,['637-92-3']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(C)=O,['141-78-6']
,,,,,,,,,,1.0,,CCOC(C)C(=O)C(O)O,['27762-78-3']
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,CCOC(C=C(C)CCC=C(C)C)OCC,['7492-66-2']
,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(O)=NNc1nncc2ccccc12,['3778-76-5']
,,,,,,,1.0,,,,,CCOC(O)=NO,['589-41-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(O)=Nc1cccc(OC(O)=Nc2ccccc2)c1,['13684-56-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOC(O)=Nc1cccc2c1CN(C)CC2c1ccc(Cl)cc1,['89845-17-0']
1.0,,,,,,1.0,,,,,,CCOC1=CC(=O)C(N=C(C)O)=CC1=O,['24260-08-0']
1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CCOC=C1C(=O)Cc2c(c(O)c3ccccc3c2O)C1=O,['17526-17-9']
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,CCOCC(=O)O,['627-03-2']
1.0,1.0,1.0,1.0,,,,,,,,,CCOCC1CO1,['4016-11-9']
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,CCOCC=O,['22056-82-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CCOCCCl,['628-34-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CCOCCO,['110-80-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOCCOC(=O)C=Cc1ccc(OC)cc1,['104-28-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CCOCCOC(C)=O,['111-15-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOCCc1c(-c2ccccc2)[nH]c(=N)n2ncnc12,['88133-11-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOCN(C(=O)CCl)c1c(C)cccc1CC,['34256-82-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOCOCC,['462-95-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOCn1cc(F)c(=O)n(C(=O)c2cccc(C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c2)c1=O,['110690-43-2']
1.0,1.0,,,,,1.0,,,,,,CCON(OC(C)=O)C(=O)c1ccccc1,['124617-83-0']
1.0,,,,,,,,,,1.0,,CCOO,['3031-74-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOP(=O)(C#N)N(C)C,['77-81-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOP(=O)(CC)OCC,['78-38-6']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,['22224-92-6']
0.0,0.0,,,,,1.0,1.0,,,,,CCOP(=O)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,['31120-85-1']
,,1.0,,,,,,,,,,CCOP(=O)(OCC)C(C)N=C(O)N(CCCl)N=O,['92118-27-9']
1.0,,,,,,,,,,,,CCOP(=O)(OCC)N1C2c3ccccc3-c3ccccc3C21,['81593-13-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOP(=O)(OCC)OC(=CBr)c1ccc(Cl)cc1Cl,['33399-00-7']
,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,['470-90-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,CCOP(=O)(OCC)OCC,['78-40-0']
