TA100,TA100_S9,TA1535,TA1535_S9,TA97,TA97_S9,TA98,TA98_S9,TA1537,TA1537_S9,TA102,TA102_S9,standardised_smiles,CAS
0.0,,,,,,1.0,1.0,,,,,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,['21794-55-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,,,COc1cccc2c1C(=O)c1ccccc1C2=O,['82-39-3']
1.0,,,,,,,,,,,,COc1cccc2c1C1(C)OOC1(C)O2,['128753-87-7']
1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,COc1cccc2c1CC([N+](=O)[O-])c1ccc3c(c1-2)OCO3,['114020-51-8']
1.0,,,,,,,,,,,,COc1cccc2c1OC1(C)OOC21C,['128753-88-8']
,1.0,,,,,0.0,1.0,1.0,1.0,1.0,,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,"['313-67-7', '10190-99-5']"
0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,,,COc1cccc2c1cc1c3c(cc4c(c32)OCO4)C(O)=N1,['13395-02-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,,COc1cccc2c1ccc1c(C(=O)O)cc3c(c12)OCO3,['35142-05-3']
,0.0,,,,,,,,,,,COc1cccc2cccnc12,['938-33-0']
,,,,,,,,,,,,COc1ccccc1C=CC=C(C#N)c1ccc(Br)cc1,['125369-77-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,COc1ccccc1C=CC=O,['1504-74-1']
1.0,,1.0,,,,,,,,,,COc1ccccc1CC1CO1,['62826-28-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccccc1N,"['134-29-2', '90-04-0']"
,,,,,,,0.0,,,,,COc1ccccc1N=C(O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(O)=Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,['4531-49-1']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,COc1ccccc1N=C(O)C(=NNc1ccc([N+](=O)[O-])cc1OC)C(C)=O,['6358-31-2']
1.0,,,,,,1.0,,,,,,COc1ccccc1N=C(O)c1csc([N+](=O)[O-])c1,['146795-28-0']
0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccccc1N=Nc1c(O)ccc2ccccc12,['1229-55-6']
1.0,1.0,,,,,0.0,1.0,,,0.0,1.0,COc1ccccc1NCSC,['98499-60-6']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,COc1ccccc1O,"['8021-39-4', '90-05-1']"
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,COc1ccccc1[N+](=O)[O-],['91-23-6']
0.0,0.0,,,,,0.0,0.0,,,,,COc1nncc2ccccc12,['24953-56-8']
0.0,0.0,,,,,0.0,0.0,,,,,COc1nncc2cccnc12,['56525-94-1']
0.0,0.0,,,,,0.0,0.0,,,,,COc1nncc2ccncc12,['162022-91-5']
0.0,0.0,,,,,0.0,0.0,,,,,COc1nncc2cnccc12,['162022-90-4']
0.0,0.0,,,,,0.0,0.0,,,,,COc1nncc2ncccc12,['56525-92-9']
,,,,,,,1.0,,,,,COc1nsc2c(N)cccc12,['64099-27-0']
1.0,,,,,,,,,,,,COc1nsc2c(OCC3CO3)cccc12,['148193-36-6']
1.0,,,,,,,,,,,,COc1nsc2c([N+](=O)[O-])cccc12,['64099-25-8']
,,,,,,,1.0,,,,,COc1nsc2cc(N)ccc12,['148193-33-3']
1.0,,,,,,,,,,,,COc1nsc2cc(OCC3CO3)ccc12,['148193-35-5']
,,,,,,1.0,,,,,,COc1nsc2cc([N+](=O)[O-])ccc12,['148193-32-2']
,1.0,,,,,,,,,,,COc1nsc2ccc(N)cc12,['64099-28-1']
1.0,,,,,,,,,,,,COc1nsc2ccc(OCC3CO3)cc12,['148193-34-4']
1.0,,,,,,,,,,,,COc1nsc2ccc([N+](=O)[O-])cc12,['64099-26-9']
1.0,,,,,,,,,,,,COc1oc(O)c(Cl)c1C(Cl)Cl,['97055-38-4']
0.0,0.0,,,,,0.0,0.0,,,,,CP1(C)=NP(C)(C)=NP(C)(C)=N1,['6607-30-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,CS,['5188-07-8']
,,,,,,,,,,0.0,0.0,CS(=N)(=O)CCC(N)C(=O)O,['1982-67-8']
1.0,,,,,,,,,,,,CS(=O)(=O)N1C2c3ccccc3-c3ccccc3C21,['81593-11-5']
,,,,,,,,1.0,,,,CS(=O)(=O)Nc1ccc(N=c2c3ccc(N=[N+]=[N-])cc3[nH]c3cc(N=[N+]=[N-])ccc23)cc1,['110004-65-4']
,,,,,,,,1.0,,,,CS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3cc(N=[N+]=[N-])ccc23)cc1,['64894-90-2']
,,,,,,,,1.0,,,,CS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3ccc(N=[N+]=[N-])cc23)cc1,['110021-94-8']
,,,,,,,,1.0,,,,CS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3ccccc23)cc1,['53478-38-9']
,,,,,,,,0.0,,,,CS(=O)(=O)Nc1ccc(Nc2c3c(nc4c2=CC(=NN=[N-])C=C4)=CC(=N[N+]#N)C=C3)cc1,['110004-96-1']
0.0,0.0,0.0,0.0,,,,,,,,,CS(=O)(=O)O,['75-75-2']
1.0,,1.0,,,,,,,,,,CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,['299-75-2']
0.0,1.0,,,,,0.0,0.0,,0.0,,,CS(=O)(=O)OCCCCOS(C)(=O)=O,['55-98-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CS(=O)(=O)c1ccc(Cl)cc1,['98-57-7']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CS(=O)(=O)c1ccc(O)c(N)c1,['98-30-6']
1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CS(=O)(=O)n1ncc(Cl)c(Cl)c1=O,['91626-52-7']
0.0,,0.0,,,,0.0,,0.0,,,,CS(=O)CCC(=O)N1C(C(=O)O)CSC1c1ccccc1O,['101910-34-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CS(=O)c1ccc(Cl)cc1,['934-73-6']
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,CS(C)(=O)=O,['67-71-0']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CS(C)=O,['67-68-5']
0.0,,0.0,,,,0.0,,0.0,,,,CSC(C)(C)C(O)=NC(CS)C(=O)O,['74407-29-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CSC(C)(C)C=NO,['1646-75-9']
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,CSCC(N)C(=O)O,['1187-84-4']
0.0,,0.0,,,,0.0,,0.0,,,,CSCC(N=C(O)C(C)(C)SC)C(=O)O,['74407-28-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CSCC(N=C(O)COc1cccc2cnccc12)C(O)=NC(Cc1ccccc1)C(=O)C(O)N1CSCC1C(O)=NC(C)(C)C,['147318-81-8']
0.0,,0.0,,,,0.0,,0.0,,,,CSCCC(=O)N1C(C(=O)O)CSC1c1ccccc1O,['83473-93-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CSCCC(N=C(O)C(Cc1c[nH]c2ccccc12)N=C(O)OCc1ccccc1)C(O)=NC(CC(=O)O)C(O)=NC(Cc1ccccc1)C(=N)O,['1947-37-1']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,CSCCC(N=C(O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,['5447-11-0']
,0.0,,0.0,,0.0,,0.0,,,,,CSCCC(N=C(O)COc1ccc(Cl)cc1Cl)C(=O)O,['50834-39-4']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CSCCC(N=CO)C(O)=NC(Cc1ccccc1)C(=O)O,['22008-60-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CSCCC=O,['3268-49-3']
1.0,1.0,,,,,0.0,0.0,,,,1.0,CSCCl,['2373-51-5']
1.0,1.0,,,,,,,,,1.0,1.0,CSCNc1ccccc1,['98499-59-3']
0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,CSSC,['624-92-0']
,,,,,,,1.0,,,,,CSc1cc(SC)c(N)c(C)c1N,['106264-79-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,CSc1ccc(Cl)cc1,['123-09-1']
1.0,,,,,,,,,,,,CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],['2363-23-7']
0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,C[As+](C)(C)CC(=O)[O-],['64436-13-1']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,C[As](=O)(O)O,"['2163-80-6', '33972-75-7']"
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[As](C)(=O)O,['75-60-5']
0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,C[C+]1C=CC(C(O)([P-](=O)(=O)O)[P-](=O)(=O)O)=CC1=[N+](CCCl)CCCl,['106871-13-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[N+](=O)[O-],['75-52-5']
0.0,0.0,,,,,,,,,,,C[N+](C)(C)CC(=O)O,['590-46-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,C[N+](C)(C)CCO,['67-48-1']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,C[N+](C)(C)Cc1ccccc1,['56-93-9']
0.0,0.0,,,,,0.0,0.0,,,,,C[N+](C)(C)NCCC(=O)[O-],['76144-81-5']
1.0,,,,,,1.0,,,,,,C[N+]([O-])(CCCl)CCCl,['126-85-2']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[N+]1(C)CCOCC1,['23165-19-7']
0.0,0.0,,,,,,,,,,,C[N+]1(CCNP(=S)(NCC[N+]2(C)Cc3c(ccc4c3OCO4)C3C(O)Cc4cc5c(cc4C32)OCO5)NCC[N+]2(C)Cc3c(ccc4c3OCO4)C3C(O)Cc4cc5c(cc4C32)OCO5)Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,['138069-52-0']
0.0,,,,,,,,,,0.0,,C[N+]1([O-])CC=C(c2ccccc2)CC1,['95969-40-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[N+]1([O-])CCCC1c1cccnc1,['491-26-9']
1.0,,,,,,,,,,0.0,,C[N+]1=CC=C(c2ccccc2)CC1,['97467-07-7']
0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,C[NH+]1C=CN(CCCN2C=CC(=C([NH-])O)C=C2)C1=C=[N+]=O,['129129-64-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[SiH](Cl)Cl,['75-54-7']
1.0,,,,,,,,,,,,C[Si](C)(C)CN(N=O)C(=N)O,['39482-21-8']
0.0,1.0,,,,,,,,,,,C[Si](C)(C)CN=[N+]=[N-],['87576-94-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[Si](C)(C)Cl,['75-77-4']
1.0,1.0,,,,,,,,,,,C[Si](C)(C)N=[N+]=[N-],['4648-54-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[Si](C)(C)N[Si](C)(C)C,['999-97-3']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[Si](C)(C)O,['1066-40-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[Si](C)(C)O[Si](C)(C)C,"['9006-65-9', '107-46-0']"
0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,['107-51-7']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[Si](C)(Cl)Cl,['75-78-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[Si](Cl)(Cl)Cl,['75-79-6']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,['541-05-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,['556-67-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,['541-02-6']
,,0.0,0.0,,,,,1.0,1.0,,,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,['86-40-8']
,,0.0,0.0,,,,,1.0,1.0,,,C[n+]1c2ccccc2cc2cc(N)ccc21,['75586-69-5']
,,0.0,0.0,,,,,0.0,1.0,,,C[n+]1c2ccccc2cc2ccccc21,['5776-39-6']
,,,,,,,,,,0.0,,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,['4685-14-7']
0.0,,,,,,,,,,0.0,,C[n+]1ccc(-c2ccccc2)cc1,['48134-75-4']
,0.0,,0.0,,0.0,,1.0,,0.0,,,C[n+]1ccc(-c2ccccn2)cc1,['110462-45-8']
,1.0,,0.0,,0.0,,0.0,,0.0,,,C[n+]1cccc(-c2ccc[n+](C)c2)c1,['63095-07-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,C[n+]1cccc(C(=O)[O-])c1,['535-83-1']
0.0,1.0,,,,,,,,,,,C[n+]1cccc2c1C=CC1OC21,['142044-37-9']
,1.0,,0.0,,1.0,,1.0,,0.0,,,C[n+]1ccccc1-c1cccc[n+]1C,['23484-62-0']
,0.0,,,,,,1.0,,,,,Cc1[nH]c(=N)cc2[nH]c3ccccc3c12,['62450-07-1']
0.0,0.0,,,1.0,0.0,0.0,0.0,,,0.0,0.0,Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,['149022-16-2']
,1.0,,,,,,1.0,,,,,Cc1[nH]n(C)c(=N)c1C(=O)c1ccccc1F,['31272-21-6']
,,,,,,,,,,,,Cc1[nH]n(C)c(=NC(=O)CNCCCN2CCCCC2C)c1C(=O)c1ccccc1F,['85723-20-2']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,['127-69-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,['3717-88-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1c(-c2cnccn2)ssc1=S,['64224-21-1']
,0.0,,,,,,1.0,,,,,Cc1c(=N)[nH]c(C)c2c1[nH]c1ccccc12,['62450-06-0']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1c(Br)c(Br)c(Br)c(Br)c1Br,['87-83-2']
0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1c(C(=O)O)c(O)cc2c(O)c3c(O)c(O)c(C4OC(CO)C(O)C(=O)C4O)c(O)c3c(O)c12,"['1260-17-9', '1390-65-4']"
0.0,0.0,,,,,0.0,0.0,,,,,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,['479-92-5']
,,,,,,,,,,0.0,,Cc1c(C(O)=NC(C(O)=NC(C)C(O)C(C)C(O)=NC(C(O)=NCCc2nc(-c3nc(C(=O)O)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC(=N)O)C2O)c2cnc[nH]2)nc(C(CC(=N)O)NCC(N)C(=N)O)[nH]c1=N,['37364-66-2']
,,,,,,,,,,1.0,,Cc1c(C(O)=NC(C(O)=NC(C)C(O)C(C)C(O)=NC(C(O)=NCCc2nc(-c3nc(C(O)=NCCCCN(CCCCNC(=N)N)C(=N)N)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC(=N)O)C2O)c2cnc[nH]2)nc(C(CC(=N)O)NCC(N)C(=N)O)[nH]c1=N,['9060-11-1']
,,,,,,,,0.0,,1.0,,Cc1c(C(O)=NC(C(O)=NC(C)C(O)C(C)C(O)=NC(C(O)=NCCc2nc(-c3nc(C(O)=NCCCNC(C)c4ccccc4)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC(=N)O)C2O)c2cnc[nH]2)nc(C(CC(=N)O)NCC(N)C(=N)O)[nH]c1=N,['68247-85-8']
,,,,,,,,,,1.0,,Cc1c(C(O)=NC(C(O)=NC(C)C(O)C(C)C(O)=NC(C(O)=NCCc2nc(-c3nc(C(O)=NCCCNCCCNC(=N)CC4CCC(Cl)CC4)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC(=N)O)C2O)c2cnc[nH]2)nc(C(CC(=N)O)NCC(N)C(=N)O)[nH]c1=N,['58071-32-2']
0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,Cc1c(C(O)=NC(C(O)=NC(C)C(O)C(C)C(O)=NC(C(O)=NCCc2nc(-c3nc(C(O)=NCCC[S+](C)C)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC(=N)O)C2O)c2cnc[nH]2)nc(C(CC(=N)O)NCC(N)C(=N)O)[nH]c1=N,"['9041-93-4', '11056-06-7']"
,,,,,,,,,,1.0,,Cc1c(C(O)=NC(C(O)=NC(C)C(O)C(C)C(O)=NC(C(O)=NCCc2nc(-c3nc(C(O)=NCCc4cnc[nH]4)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC(=N)O)C2O)c2cnc[nH]2)nc(C(CC(=N)O)NCC(N)C(=N)O)[nH]c1=N,['62960-69-4']
1.0,1.0,,,,,1.0,1.0,,,,,Cc1c(C(O)=NCCO)[n+](=O)c2ccccc2n1[O-],['23696-28-8']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1c(C)c(Br)c(Br)c(Br)c1Br,['36059-21-9']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1c(C)c(N)c(C)c(C)c1N,['3102-87-2']
,0.0,,,,,,0.0,,,,,Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,['145-39-1']
,,,,1.0,,1.0,,1.0,,,,Cc1c(C)c2c(Cl)c3ccccc3nc2c2ccccc12,['3333-66-2']
,,,,1.0,,1.0,,,,,,Cc1c(C)c2c(N)c3ccccc3nc2c2ccccc12,['71711-58-5']
,,,,,,,1.0,,,,,Cc1c(C)c2c([nH]c(=N)n2C)c2nccnc12,['146177-59-5']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,['59-02-9']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,['4345-03-3']
1.0,,,,,,,,,,,,Cc1c(C)c2c3c(ccc2c2ccccc12)C(O)C(O)C1OC31,['139347-89-0']
0.0,0.0,,,,,0.0,0.0,,,,,Cc1c(C=NOCc2ccc(Cl)cc2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1,['150446-02-9']
0.0,0.0,,,,,0.0,0.0,,,,,Cc1c(C=NOCc2ccc(Cl)cc2Cl)c2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)cc1,['150446-01-8']
1.0,1.0,,,,,1.0,1.0,,,,,Cc1c(C=NOCc2cccc([N+](=O)[O-])c2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1,['150446-00-7']
0.0,0.0,,,,,1.0,1.0,,,,,Cc1c(C=NOCc2ccccc2)c2cc([N+](=O)[O-])ccc2n1Cc1cccc([N+](=O)[O-])c1,['150446-03-0']
,0.0,,,,,,,,,,,Cc1c(Cl)cnc2ccccc12,['56961-79-6']
1.0,1.0,,,,,1.0,1.0,,,,,Cc1c(Cn2ccnc2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1,['150446-04-1']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,['119914-60-2']
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,['58-15-1']
0.0,0.0,,,,,0.0,,,,0.0,0.0,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,"['68-89-3', '5907-38-0']"
0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1c(N)c(=O)n(-c2ccccc2)n1C,['83-07-8']
,1.0,,,1.0,1.0,,1.0,,,0.0,1.0,Cc1c(N)cc(N)cc1[N+](=O)[O-],['6629-29-4']
0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,,Cc1c(N)cc([N+](=O)[O-])c(N)c1C,['97629-28-2']
1.0,1.0,,,,,1.0,1.0,,,,,Cc1c(N)cc([N+](=O)[O-])cc1N,['59229-75-3']
1.0,1.0,,,0.0,1.0,1.0,1.0,,,0.0,0.0,Cc1c(N)cc([N+](=O)[O-])cc1[N+](=O)[O-],['35572-78-2']
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,Cc1c(N)ccc(N)c1C,['5306-96-7']
,1.0,,,,,,,,,,,Cc1c(N)ccc(N=Nc2ccccc2)c1N,['84434-42-4']
0.0,1.0,0.0,,0.0,,0.0,1.0,,,,,Cc1c(N)cccc1N,"['823-40-5', '15481-70-6']"
0.0,1.0,,,,,0.0,1.0,,,,,Cc1c(N)cccc1N=Nc1cccc(N)c1C,['143922-97-8']
0.0,0.0,,,,,0.0,1.0,,,,,Cc1c(N)cccc1N=[N+]([O-])c1cccc(N)c1C,['143922-96-7']
,,,,,,0.0,1.0,,,,,Cc1c(N)cnc2c1nc1c(C)cccn12,['96287-03-5']
0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,Cc1c(N=C=O)cccc1N=C=O,['91-08-7']
1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,Cc1c(N=O)c(=O)n(-c2ccccc2)n1C,['885-11-0']
0.0,0.0,,,,,0.0,0.0,,,,,Cc1c(N=O)cccc1[N+](=O)[O-],['143922-95-6']
1.0,1.0,,,,,1.0,1.0,,,,,Cc1c(N=[N+]([O-])c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc([N+](=O)[O-])cc1[N+](=O)[O-],"['51856-71-4', '51118-04-8']"
1.0,1.0,,,,,,,,,,,Cc1c(N=[N+]([O-])c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)cc([N+](=O)[O-])cc1[N+](=O)[O-],['35212-01-2']
0.0,0.0,,,,,0.0,0.0,,,,,Cc1c(N=[N+]([O-])c2cccc([N+](=O)[O-])c2C)cccc1[N+](=O)[O-],['5806-00-8']
1.0,,,,,,1.0,,,,,,Cc1c(NO)cc([N+](=O)[O-])cc1[N+](=O)[O-],['59283-76-0']
,,,,,,1.0,1.0,,,,,Cc1c(NO)cnc2c1nc1c(C)cccn12,['98046-72-1']
0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,Cc1c(O)[nH]c(CC(C)C)c(O)n(C)c(Cc2ccccc2)c(O)ncc(=O)n1C,['28540-82-1']
0.0,0.0,,,,,,0.0,,,,,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],['497-56-3']
0.0,1.0,,,,,0.0,1.0,,,,,Cc1c(O)cc2c(c1O)C(=O)c1cccc(O)c1C2=O,['92439-25-3']
0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,['117-02-2']
1.0,,,,,,,,,,,,Cc1c(O)oc(O)c1Cl,['112309-61-2']
0.0,0.0,,,,,0.0,0.0,,,,,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],['81-15-2']
0.0,1.0,,,,,0.0,1.0,,,,,Cc1c([N+](=O)[O-])c2ccccc2c2ccc3ccccc3c12,['105802-11-7']
1.0,1.0,,,,,1.0,1.0,,,,,Cc1c([N+](=O)[O-])cc(C)c2c1c1ccccc1n2C,['188107-71-3']
1.0,1.0,,,1.0,1.0,1.0,1.0,,,0.0,0.0,Cc1c([N+](=O)[O-])cc(N)cc1[N+](=O)[O-],['19406-51-0']
0.0,,,,,,0.0,0.0,,,,,Cc1c([N+](=O)[O-])cc(N=[N+]([O-])c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],['51857-25-1']
,1.0,,,1.0,1.0,,1.0,,,0.0,0.0,Cc1c([N+](=O)[O-])cc(NO)cc1[N+](=O)[O-],['59283-75-9']
1.0,,1.0,,,,1.0,,1.0,,,,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-],['22603-58-3']
1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],['118-96-7']
,0.0,,,,,,0.0,,,,,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,['116-66-5']
,,,,,,1.0,,,,,,Cc1c([N+](=O)[O-])ccc2ccccc12,['63017-87-8']
1.0,1.0,,,,,0.0,0.0,,,,,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],['606-20-2']
,,,,,,1.0,1.0,,,,,Cc1c([N+](=O)[O-])cnc2c1nc1c(C)cccn12,['98046-74-3']
,1.0,,,,,,,,,,,Cc1c2c(c(C)c3ccccc13)-c1cccc3cccc-2c13,['95741-56-3']
,,,,,,1.0,,,,,,Cc1c2c(c(C)c3ccccc13)C1OC1c1ccccc1-2,['39834-38-3']
1.0,,,,1.0,,1.0,,,,,,Cc1c2c(cc3ccccc13)-c1ccccc1C1NC21,['71382-45-1']
1.0,,,,,,1.0,,,,,,Cc1c2c(cc3ccccc13)-c1ccccc1C1OC21,['1155-38-0']
,,,,,1.0,,,,,,,Cc1c2c3ccccc3nc-2n(C)c2c(C)cccc12,['125157-97-3']
,,,,,1.0,,,,,,1.0,Cc1c2c3ccccc3nc-2n(C)c2ccccc12,['114414-79-8']
0.0,,,,,,,,,,,,Cc1c2cc(CO)ccc2nc2c1c1c(c3ccccc32)O1,['160543-18-0']
,1.0,,,,,,,,,,,Cc1c2cc(CO)ccc2nc2c1ccc1ccccc12,['160543-02-2']
,1.0,,,,,,,,,,,Cc1c2cc(CO)ccc2nc2c3c(ccc12)C(O)C(O)C=C3,['160543-14-6']
